parameter	value	se_sa	rse_sa
rhoS_pop	-0.00130084842804662	nan	nan
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	0.59007292962228131	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	1.66222767750598033	nan	nan
S0_pop	124135.55332596713560633	23837.03931454558551195	19.20242724656971234
T0_pop	8776.79402820893301396	0.00021796481511451	0.00000248342178720
omega_S0	0.30508887443782412	0.15530932630216621	50.90625693524515327
omega_T0	0.00000001914065209	0.00000001996819405	104.32347843246591879
b1	0.88717412350452463	0.17761993616333374	20.02086529098680145
b2	2.14683641463954800	0.25659602443943402	11.95228582344110713
b3	2.79563305628397529	0.37351629093697786	13.36070519331549811
