rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.038113	-0.407487	0.000000	0.000000	0.027758	-0.004344
2	AG111	-0.020429	-0.537613	0.000000	0.000000	0.093346	0.044708
3	AG111	-0.077109	-0.560692	0.000000	0.000000	-0.089719	-0.039602
4	AG111	0.014710	-0.669496	0.000000	0.000000	0.037302	0.042053
5	AG111	-0.032949	-0.618696	0.000000	0.000000	0.035218	-0.051511
6	AG111	0.005408	-0.082801	0.000000	0.000000	0.100809	-0.007636
7	AG111	-0.026497	-0.064453	0.000000	0.000000	-0.030859	-0.012703
8	AG111	0.000945	-0.301153	0.000000	0.000000	0.120688	-0.100615
9	AG111	0.027860	-0.440488	0.000000	0.000000	-0.035181	-0.018680
10	AG111	-0.035744	-0.405018	0.000000	0.000000	0.014167	0.051701
1	AG112	0.163353	0.127094	0.000000	0.000000	-0.120637	0.011558
2	AG112	0.094648	0.022462	0.000000	0.000000	-0.110702	0.010544
3	AG112	0.099146	0.166144	0.000000	0.000000	-0.021730	0.017934
4	AG112	0.209347	0.074094	0.000000	0.000000	0.031283	0.041369
5	AG112	0.120595	0.164067	0.000000	0.000000	0.041637	0.129868
6	AG112	0.141845	-0.018901	0.000000	0.000000	0.016352	0.121188
7	AG112	0.079940	0.077573	0.000000	0.000000	-0.031057	0.073266
8	AG112	0.099673	0.208837	0.000000	0.000000	-0.097225	-0.023577
9	AG112	0.131057	-0.017168	0.000000	0.000000	-0.043205	0.034893
10	AG112	0.128786	-0.008314	0.000000	0.000000	-0.039239	-0.010093
1	AG139	-0.046871	0.129560	0.000000	0.000000	-0.058926	0.007713
2	AG139	0.005846	0.034556	0.000000	0.000000	0.014724	0.034622
3	AG139	-0.021263	-0.073298	0.000000	0.000000	-0.009788	0.008047
4	AG139	-0.001010	-0.159064	0.000000	0.000000	0.109606	0.092708
5	AG139	-0.038419	-0.072377	0.000000	0.000000	0.005215	-0.037460
6	AG139	-0.053111	0.046192	0.000000	0.000000	0.044073	0.028408
7	AG139	-0.033663	-0.022834	0.000000	0.000000	0.011033	-0.042264
8	AG139	-0.055537	0.125658	0.000000	0.000000	0.017653	0.008713
9	AG139	-0.057808	0.003558	0.000000	0.000000	0.005760	0.111653
10	AG139	-0.026714	0.047824	0.000000	0.000000	0.056135	-0.019913
1	AG142	0.074525	0.216313	0.000000	0.000000	-0.020829	0.067321
2	AG142	0.084240	0.145478	0.000000	0.000000	-0.076927	-0.091937
3	AG142	0.126115	0.422871	0.000000	0.000000	0.002507	-0.011643
4	AG142	0.167640	0.362763	0.000000	0.000000	-0.008917	-0.099449
5	AG142	0.190507	0.230689	0.000000	0.000000	0.003358	-0.024317
6	AG142	0.105462	0.426046	0.000000	0.000000	0.168474	0.047542
7	AG142	0.139620	0.222346	0.000000	0.000000	-0.016190	-0.008102
8	AG142	0.198129	0.281614	0.000000	0.000000	-0.001532	-0.058687
9	AG142	0.206152	0.144556	0.000000	0.000000	0.071721	0.035036
10	AG142	0.109652	0.248055	0.000000	0.000000	0.023275	0.112099
1	GD14	-0.006605	-0.172205	0.000000	0.000000	-0.134201	0.074656
2	GD14	0.042193	-0.091148	0.000000	0.000000	-0.008781	0.084010
3	GD14	-0.021844	-0.111954	0.000000	0.000000	-0.135557	0.021860
4	GD14	-0.019841	0.110504	0.000000	0.000000	-0.097714	0.118160
5	GD14	-0.009634	-0.368799	0.000000	0.000000	-0.192314	0.032229
6	GD14	-0.010480	-0.146280	0.000000	0.000000	-0.141333	0.024275
7	GD14	0.068761	-0.128545	0.000000	0.000000	-0.067305	0.008259
8	GD14	0.047053	0.037487	0.000000	0.000000	-0.114976	0.015642
9	GD14	0.027103	-0.070548	0.000000	0.000000	-0.147411	-0.005259
10	GD14	-0.006964	-0.048660	0.000000	0.000000	-0.163075	0.014545
1	GD15	-0.009740	-0.002449	0.000000	0.000000	0.181792	0.032209
2	GD15	0.016369	-0.284186	0.000000	0.000000	0.009149	0.020972
3	GD15	0.000992	0.022804	0.000000	0.000000	0.116188	0.042913
4	GD15	-0.016322	0.135532	0.000000	0.000000	-0.054646	-0.102976
5	GD15	0.019660	-0.126622	0.000000	0.000000	0.063812	-0.034107
6	GD15	-0.023732	0.161427	0.000000	0.000000	0.116945	0.031873
7	GD15	-0.012849	-0.124526	0.000000	0.000000	0.047913	0.015667
8	GD15	-0.022484	-0.003057	0.000000	0.000000	0.020481	-0.021298
9	GD15	-0.018521	0.011833	0.000000	0.000000	0.040251	-0.032801
10	GD15	-0.005041	0.166089	0.000000	0.000000	0.047020	-0.025262
1	GD16	-0.217912	0.339582	0.000000	0.000000	0.081212	0.026940
2	GD16	-0.253633	-0.155078	0.000000	0.000000	-0.000894	-0.079941
3	GD16	-0.233492	-0.026723	0.000000	0.000000	0.060057	0.000751
4	GD16	-0.233461	-0.077506	0.000000	0.000000	0.078102	0.051343
5	GD16	-0.228675	0.349121	0.000000	0.000000	0.063216	-0.012636
6	GD16	-0.266007	-0.022104	0.000000	0.000000	0.033940	-0.032977
7	GD16	-0.240094	0.114459	0.000000	0.000000	0.065896	-0.110896
8	GD16	-0.238983	-0.256173	0.000000	0.000000	-0.003712	-0.020510
9	GD16	-0.282545	-0.124808	0.000000	0.000000	0.023890	0.022131
10	GD16	-0.238943	-0.014630	0.000000	0.000000	0.175195	0.111902
