rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.605014	-0.250074	3.658524	0.000000	0.028536	0.246177	23694.881503	24846.391524
2	AG111	0.568488	-0.247320	3.658524	0.000000	0.029082	0.246177	23737.315366	24569.749646
3	AG111	0.623004	0.036000	3.658524	0.000000	0.120434	0.246177	23655.073464	25625.438788
4	AG111	0.624557	-0.491635	3.658524	0.000000	-0.050180	0.246177	23235.892998	23935.280387
5	AG111	0.677364	-0.442653	3.658524	0.000000	0.194602	0.246177	23257.014058	24309.749597
6	AG111	0.635581	-0.419200	3.658524	0.000000	-0.026994	0.246177	23456.139385	24003.010431
7	AG111	0.600860	-0.545089	3.658524	0.000000	0.020924	0.246177	23574.741691	24856.423825
8	AG111	0.645341	-0.145227	3.658524	0.000000	0.127349	0.246177	23585.253413	24331.514558
9	AG111	0.602997	-0.396859	3.658524	0.000000	-0.045382	0.246177	23224.220141	24324.260579
10	AG111	0.608464	0.686955	3.658524	0.000000	0.090580	0.246177	23026.169778	24284.976551
1	AG112	0.730284	-0.097900	3.658524	0.000000	-0.057609	0.246177	23591.785516	25364.533942
2	AG112	0.790179	-0.145512	3.658524	0.000000	-0.048761	0.246177	23357.891078	25067.990662
3	AG112	0.751718	0.010227	3.658524	0.000000	-0.097942	0.246177	23323.092282	25041.674219
4	AG112	0.738988	-0.121514	3.658524	0.000000	-0.041190	0.246177	23742.870030	24281.424135
5	AG112	0.810618	-0.098825	3.658524	0.000000	0.006841	0.246177	23469.620189	24209.850255
6	AG112	0.768693	0.011792	3.658524	0.000000	-0.115132	0.246177	23118.853454	24235.186844
7	AG112	0.719239	0.119521	3.658524	0.000000	-0.079330	0.246177	23477.635354	24984.927360
8	AG112	0.798326	0.088391	3.658524	0.000000	-0.008972	0.246177	23435.444673	25034.405166
9	AG112	0.814894	0.068811	3.658524	0.000000	-0.022265	0.246177	23410.303242	24629.039889
10	AG112	0.799761	0.033798	3.658524	0.000000	-0.060092	0.246177	23355.854759	24857.509648
1	AG139	0.598277	0.022648	3.658524	0.000000	-0.010504	0.246177	23594.362993	23575.850862
2	AG139	0.624275	0.399412	3.658524	0.000000	-0.044212	0.246177	23511.167306	23102.617723
3	AG139	0.600743	0.223091	3.658524	0.000000	0.021073	0.246177	23040.102804	24599.322082
4	AG139	0.562253	0.003436	3.658524	0.000000	-0.041719	0.246177	23734.106654	24417.641484
5	AG139	0.594943	-0.081507	3.658524	0.000000	-0.123769	0.246177	23626.964527	23489.791519
6	AG139	0.663930	0.233662	3.658524	0.000000	0.124077	0.246177	23215.054074	23915.147153
7	AG139	0.668372	-0.238367	3.658524	0.000000	0.017094	0.246177	22865.634968	23656.450989
8	AG139	0.661239	0.133062	3.658524	0.000000	0.051849	0.246177	23788.202397	24290.344142
9	AG139	0.559943	0.053269	3.658524	0.000000	0.040386	0.246177	23825.345309	24204.369645
10	AG139	0.587185	-0.040849	3.658524	0.000000	0.014338	0.246177	23484.218191	25492.781482
1	AG142	0.795101	0.348075	3.658524	0.000000	-0.005569	0.246177	23154.784519	24018.051816
2	AG142	0.774621	0.349640	3.658524	0.000000	0.030721	0.246177	23603.216813	25470.477966
3	AG142	0.771308	0.241086	3.658524	0.000000	0.055906	0.246177	23294.324839	25419.481739
4	AG142	0.793085	0.216288	3.658524	0.000000	0.085288	0.246177	23860.587484	25862.081866
5	AG142	0.755141	0.172103	3.658524	0.000000	0.033641	0.246177	23658.400477	24404.801319
6	AG142	0.769993	-0.142811	3.658524	0.000000	-0.003406	0.246177	23247.797695	25012.441714
7	AG142	0.738941	0.591327	3.658524	0.000000	-0.052693	0.246177	23193.718512	24826.858794
8	AG142	0.801739	0.136821	3.658524	0.000000	0.021733	0.246177	22802.361398	25069.427952
9	AG142	0.752327	0.356995	3.658524	0.000000	0.084521	0.246177	23032.143172	24330.431995
10	AG142	0.791747	0.180072	3.658524	0.000000	-0.035924	0.246177	23294.200802	24610.711901
1	GD14	0.635890	0.171864	3.658524	0.000000	-0.114062	0.246177	23548.029473	24400.202831
2	GD14	0.634861	-0.135697	3.658524	0.000000	-0.160718	0.246177	23136.531353	25676.647773
3	GD14	0.675832	-0.114111	3.658524	0.000000	-0.121281	0.246177	23589.064916	24109.210086
4	GD14	0.619475	0.059984	3.658524	0.000000	-0.121802	0.246177	22624.104564	24777.882677
5	GD14	0.643016	0.024175	3.658524	0.000000	-0.180630	0.246177	23344.488721	23299.422381
6	GD14	0.630532	-0.062117	3.658524	0.000000	-0.129951	0.246177	23649.625363	25204.846336
7	GD14	0.638768	0.161361	3.658524	0.000000	-0.113193	0.246177	23503.080381	24267.905126
8	GD14	0.604237	-0.034736	3.658524	0.000000	-0.199627	0.246177	23964.072886	23305.057205
9	GD14	0.678570	0.223713	3.658524	0.000000	-0.076885	0.246177	23593.635645	24649.353449
10	GD14	0.721678	-0.057056	3.658524	0.000000	-0.064414	0.246177	23213.904463	25074.259021
1	GD15	0.585649	0.090822	3.658524	0.000000	0.023857	0.246177	23705.295459	25235.799266
2	GD15	0.634168	-0.119549	3.658524	0.000000	0.002503	0.246177	23413.641164	25123.537786
3	GD15	0.594662	-0.056026	3.658524	0.000000	0.007502	0.246177	23198.428112	23528.492987
4	GD15	0.636065	0.094514	3.658524	0.000000	-0.026570	0.246177	23362.653936	23794.748819
5	GD15	0.617457	-0.165472	3.658524	0.000000	0.018319	0.246177	23665.390982	23788.886634
