rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.038851	-0.052425	0.000000	0.041422	-0.142495	0.000000
2	AG111	-0.071721	-0.126223	0.000000	0.194147	-0.048814	0.000000
3	AG111	-0.008055	-0.190438	0.000000	-0.524095	-0.360075	0.000000
4	AG111	0.005571	0.414208	0.000000	-0.325077	-0.225873	0.000000
5	AG111	-0.044597	-0.121559	0.000000	0.253499	-0.039904	0.000000
6	AG111	-0.014520	-0.108973	0.000000	-0.175998	-0.156909	0.000000
7	AG111	-0.014916	-0.173660	0.000000	-0.044948	-0.154820	0.000000
8	AG111	-0.005777	0.165523	0.000000	-0.155961	-0.165982	0.000000
9	AG111	-0.019735	0.276783	0.000000	0.154083	-0.071901	0.000000
10	AG111	0.013683	-0.469749	0.000000	0.282164	-0.087703	0.000000
1	AG112	0.137165	0.369052	0.000000	-0.237343	-0.371772	0.000000
2	AG112	0.128193	0.028042	0.000000	0.383663	-0.130880	0.000000
3	AG112	0.116093	-0.159690	0.000000	0.115353	-0.233531	0.000000
4	AG112	0.120080	0.240347	0.000000	0.051650	-0.188375	0.000000
5	AG112	0.186745	0.120786	0.000000	0.001227	-0.201041	0.000000
6	AG112	0.132596	-0.379872	0.000000	0.271022	-0.182309	0.000000
7	AG112	0.146359	0.218517	0.000000	0.117242	-0.199586	0.000000
8	AG112	0.117930	0.247026	0.000000	0.117030	-0.177948	0.000000
9	AG112	0.118447	0.248543	0.000000	0.505220	-0.002707	0.000000
10	AG112	0.138670	0.047986	0.000000	0.216991	-0.163571	0.000000
1	AG139	-0.053653	0.126246	0.000000	0.145779	-0.135755	0.000000
2	AG139	-0.073029	0.222371	0.000000	0.045179	-0.165185	0.000000
3	AG139	-0.028517	0.267728	0.000000	0.110647	-0.086601	0.000000
4	AG139	-0.020868	0.247723	0.000000	0.433480	0.023368	0.000000
5	AG139	-0.070934	0.179059	0.000000	0.256769	-0.060246	0.000000
6	AG139	-0.022480	0.317197	0.000000	0.008945	-0.146680	0.000000
7	AG139	-0.003825	0.033490	0.000000	0.156589	-0.129948	0.000000
8	AG139	-0.032125	0.083067	0.000000	0.437451	-0.016964	0.000000
9	AG139	0.013910	0.104502	0.000000	0.051695	-0.161500	0.000000
10	AG139	0.017988	-0.029705	0.000000	0.509745	0.045714	0.000000
1	AG142	0.146315	0.715919	0.000000	-0.151937	-0.225072	0.000000
2	AG142	0.179050	0.497861	0.000000	-0.224540	-0.213306	0.000000
3	AG142	0.160269	0.500970	0.000000	0.391540	0.000794	0.000000
4	AG142	0.118369	0.593517	0.000000	0.525753	0.006942	0.000000
5	AG142	0.166690	0.341147	0.000000	0.339511	-0.062483	0.000000
6	AG142	0.129488	1.106126	0.000000	0.123446	-0.120530	0.000000
7	AG142	0.149859	0.408638	0.000000	0.372787	-0.026360	0.000000
8	AG142	0.187523	0.381558	0.000000	0.256915	-0.036302	0.000000
9	AG142	0.128436	0.506366	0.000000	0.209604	-0.126835	0.000000
10	AG142	0.112941	0.253742	0.000000	-0.043757	-0.187602	0.000000
1	GD14	0.004589	0.384029	0.000000	0.025502	-0.308358	0.000000
2	GD14	-0.027475	-0.281824	0.000000	0.274032	-0.281752	0.000000
3	GD14	0.017287	-0.173832	0.000000	0.125145	-0.270788	0.000000
4	GD14	-0.016826	-0.060659	0.000000	0.422090	-0.153299	0.000000
5	GD14	-0.012309	0.173347	0.000000	0.303280	-0.210102	0.000000
6	GD14	0.026059	-0.008370	0.000000	-0.019787	-0.304854	0.000000
7	GD14	0.027477	0.088406	0.000000	-0.040814	-0.359971	0.000000
8	GD14	-0.063249	0.177657	0.000000	0.356278	-0.154809	0.000000
9	GD14	0.022095	-0.480300	0.000000	0.534836	-0.146433	0.000000
10	GD14	-0.027652	-0.120840	0.000000	0.470126	-0.198186	0.000000
1	GD15	0.020784	0.061956	0.000000	-0.042715	-0.117795	0.000000
2	GD15	-0.003264	-0.042878	0.000000	0.010847	-0.143264	0.000000
3	GD15	0.014505	-0.232954	0.000000	0.355716	-0.053337	0.000000
4	GD15	0.003879	-0.056927	0.000000	0.156486	-0.100690	0.000000
5	GD15	-0.008076	-0.152548	0.000000	0.420185	-0.016700	0.000000
6	GD15	0.001372	-0.176183	0.000000	0.573801	0.110822	0.000000
7	GD15	-0.007311	0.004651	0.000000	0.029982	-0.124402	0.000000
8	GD15	-0.000478	0.282543	0.000000	-0.028602	-0.109854	0.000000
9	GD15	-0.029411	0.106446	0.000000	-0.105672	-0.265821	0.000000
10	GD15	0.021457	0.043444	0.000000	-0.043166	-0.155280	0.000000
1	GD16	-0.218525	0.452594	0.000000	-0.025762	-0.103371	0.000000
2	GD16	-0.176744	0.117519	0.000000	0.203399	-0.026575	0.000000
3	GD16	-0.197105	-0.056897	0.000000	-0.102639	-0.191302	0.000000
4	GD16	-0.240958	0.130096	0.000000	0.191101	-0.034731	0.000000
5	GD16	-0.214196	0.154939	0.000000	0.293266	-0.003233	0.000000
6	GD16	-0.234465	0.252082	0.000000	-0.149900	-0.095712	0.000000
7	GD16	-0.248934	0.206903	0.000000	-0.352401	-0.218798	0.000000
8	GD16	-0.264157	-0.079954	0.000000	-0.034822	-0.180563	0.000000
9	GD16	-0.189072	-0.185094	0.000000	0.211717	-0.117860	0.000000
10	GD16	-0.244718	0.095524	0.000000	-0.071145	-0.129722	0.000000
