parameter	value	se_sa	rse_sa
rhoS_pop	0.61213915152855769	0.04597261981817270	7.51015838529125190
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	4.11447537177814215	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26517036798264804	nan	nan
omega_rhoS	0.11827946185240668	0.03317580533770269	28.04866104235462743
omega_deltaSC	0.23666583709589675	0.15593567951889464	65.88854624409084693
omega_rhoC	0.16744300474206575	0.23963901491517736	143.11676697651509471
omega_deltaCB	0.06808390507163108	0.06448594228765085	94.71539891815135093
b1	0.16460732769952016	0.02180452515577338	13.24638791024911022
b2	0.17792419974739968	0.02318402085907065	13.03027968763393574
b3	0.28522717726126351	0.05143815818871621	18.03410133726481845
