rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.628558	-0.194320	3.117307	0.000000	-0.100844	-0.204132	23794.447128	25077.917474
2	AG111	0.732380	-0.083182	3.117307	0.000000	0.088818	-0.204132	25149.185350	24924.995753
3	AG111	0.643995	-0.373025	3.117307	0.000000	-0.127691	-0.204132	24596.735958	25089.474186
4	AG111	0.602830	-0.321956	3.117307	0.000000	-0.174868	-0.204132	24341.040782	25278.068471
5	AG111	0.570107	-0.082177	3.117307	0.000000	-0.151444	-0.204132	23909.495372	24942.500066
6	AG111	0.646417	-0.394810	3.117307	0.000000	-0.200035	-0.204132	23898.184849	24790.876184
7	AG111	0.597615	-0.341665	3.117307	0.000000	-0.157824	-0.204132	24295.050101	25040.113226
8	AG111	0.632215	-0.532858	3.117307	0.000000	-0.177030	-0.204132	24064.098079	25210.178561
9	AG111	0.640161	-0.515982	3.117307	0.000000	-0.159774	-0.204132	23557.481084	25055.866983
10	AG111	0.614607	-0.678384	3.117307	0.000000	-0.155559	-0.204132	24002.766163	25063.879428
1	AG112	0.752088	0.219589	3.117307	0.000000	-0.242916	-0.204132	23753.648068	25266.370035
2	AG112	0.803188	0.162227	3.117307	0.000000	-0.239154	-0.204132	24569.197276	25128.627385
3	AG112	0.732089	0.140196	3.117307	0.000000	-0.259634	-0.204132	24404.913393	25103.070605
4	AG112	0.781159	0.065822	3.117307	0.000000	-0.292609	-0.204132	24523.553609	24895.929409
5	AG112	0.767455	-0.205049	3.117307	0.000000	-0.263785	-0.204132	24362.067310	25195.171337
6	AG112	0.762571	-0.034995	3.117307	0.000000	-0.306204	-0.204132	23566.806179	25027.130576
7	AG112	0.731020	0.079983	3.117307	0.000000	-0.284334	-0.204132	23355.369374	25330.797911
8	AG112	0.775967	0.414442	3.117307	0.000000	-0.212190	-0.204132	24489.771350	25336.881191
9	AG112	0.771886	0.220761	3.117307	0.000000	-0.269429	-0.204132	24935.792458	25343.363340
10	AG112	0.759737	-0.379871	3.117307	0.000000	-0.280058	-0.204132	23687.325538	25442.448326
1	AG139	0.628889	0.445305	3.117307	0.000000	-0.159012	-0.204132	24281.699586	24759.335762
2	AG139	0.627913	0.412432	3.117307	0.000000	-0.089327	-0.204132	23947.898880	25166.533101
3	AG139	0.604811	-0.058670	3.117307	0.000000	-0.177339	-0.204132	24269.624141	25287.031827
4	AG139	0.598085	0.112158	3.117307	0.000000	-0.240474	-0.204132	23617.438903	25214.890892
5	AG139	0.532007	0.586492	3.117307	0.000000	-0.120760	-0.204132	24494.509698	25555.788083
6	AG139	0.615772	0.015343	3.117307	0.000000	-0.143472	-0.204132	24378.088911	24634.485130
7	AG139	0.577693	0.074338	3.117307	0.000000	-0.162843	-0.204132	23986.718630	25029.229037
8	AG139	0.567024	0.042875	3.117307	0.000000	-0.188855	-0.204132	24112.110011	25383.338458
9	AG139	0.589475	0.011508	3.117307	0.000000	-0.203127	-0.204132	23543.820830	24679.831519
10	AG139	0.610542	0.293016	3.117307	0.000000	-0.146950	-0.204132	23872.282322	25081.005606
1	AG142	0.761901	0.527155	3.117307	0.000000	-0.130187	-0.204132	23903.940776	25372.800501
2	AG142	0.776895	0.446126	3.117307	0.000000	-0.112665	-0.204132	24399.943036	24983.205173
3	AG142	0.754629	0.855866	3.117307	0.000000	-0.199047	-0.204132	23540.854017	25361.757569
4	AG142	0.774011	0.551405	3.117307	0.000000	-0.170415	-0.204132	24042.335040	25068.239075
5	AG142	0.819122	0.589297	3.117307	0.000000	-0.155839	-0.204132	23545.406236	24962.727170
6	AG142	0.716950	0.438947	3.117307	0.000000	-0.196844	-0.204132	23883.000465	25046.872854
7	AG142	0.721782	0.384247	3.117307	0.000000	-0.202079	-0.204132	24278.363791	25133.179800
8	AG142	0.769965	0.675646	3.117307	0.000000	-0.181408	-0.204132	23181.107736	25419.660512
9	AG142	0.759253	0.515557	3.117307	0.000000	-0.151309	-0.204132	23919.767572	25084.929789
10	AG142	0.756423	0.571924	3.117307	0.000000	-0.160354	-0.204132	24704.200504	24656.278620
1	GD14	0.623272	0.023978	3.117307	0.000000	-0.301501	-0.204132	24409.251128	25482.408742
2	GD14	0.673136	0.166266	3.117307	0.000000	-0.242893	-0.204132	24300.823379	24830.960486
3	GD14	0.638779	-0.397377	3.117307	0.000000	-0.360640	-0.204132	23996.706159	25038.428661
4	GD14	0.677472	0.128924	3.117307	0.000000	-0.309660	-0.204132	23897.531594	24583.850006
5	GD14	0.634945	0.251892	3.117307	0.000000	-0.273300	-0.204132	24062.777446	25160.892452
6	GD14	0.632141	0.540398	3.117307	0.000000	-0.313097	-0.204132	23176.432379	24821.165565
7	GD14	0.629456	0.010946	3.117307	0.000000	-0.315945	-0.204132	23995.703639	24590.723725
8	GD14	0.636879	0.048955	3.117307	0.000000	-0.319013	-0.204132	23844.751857	24973.556402
9	GD14	0.604430	0.105297	3.117307	0.000000	-0.292971	-0.204132	24105.534490	25000.818908
10	GD14	0.637027	-0.041854	3.117307	0.000000	-0.301937	-0.204132	25232.801669	24788.141932
1	GD15	0.595457	0.245266	3.117307	0.000000	-0.181898	-0.204132	24028.406253	25015.123870
2	GD15	0.616598	0.005632	3.117307	0.000000	-0.135701	-0.204132	23453.559839	25488.392748
3	GD15	0.625855	-0.028900	3.117307	0.000000	-0.129434	-0.204132	23888.696616	25237.968987
4	GD15	0.680111	0.210532	3.117307	0.000000	-0.017085	-0.204132	24092.931081	25291.150886
5	GD15	0.609203	0.179359	3.117307	0.000000	-0.153644	-0.204132	22841.786331	25549.738554
