parameter	value	se_sa	rse_sa
rhoS_pop	0.61644382941841658	0.04610411001161139	7.47904477446197635
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	0.90185149332429559	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.69620120643404759	0.06282891377030511	9.02453388325993977
omega_rhoS	0.11839628302751033	0.03396378469392487	28.68652953068899336
omega_deltaSC	0.15946959928848548	0.24148777449870246	151.43185633886463393
omega_deltaCB	0.59012608343973028	0.23139422256304071	39.21098034072460337
omega_rhoB	0.14178791632554247	0.05368635503015556	37.86384370505358277
b1	0.16419221388949329	0.02167523155488217	13.20113240538330857
b2	0.26391269970918357	0.03592644093940124	13.61300194306302380
b3	0.28577874509865886	0.04777603959872023	16.71784218319896453
