rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.020052	-0.282899	-0.218516	-0.038972	-0.024271
2	AG111	-0.005186	-0.171406	-0.030592	0.000807	-0.130070
3	AG111	-0.009388	-0.656909	-0.131059	0.013866	-0.059212
4	AG111	-0.004357	-0.494723	0.025547	0.019339	-0.133939
5	AG111	-0.007797	-0.389704	-0.031254	-0.036300	-0.071677
6	AG111	-0.039377	-0.438793	0.132222	0.030064	-0.089517
7	AG111	-0.067152	-0.165049	-0.050934	-0.005816	-0.100795
8	AG111	-0.020590	-0.307842	-0.120552	-0.011200	-0.129183
9	AG111	0.015781	-0.446861	-0.047083	0.004986	-0.050088
10	AG111	0.013027	-0.767748	0.129183	0.015370	-0.065256
1	AG112	0.159989	0.136755	0.073122	-0.013076	-0.179198
2	AG112	0.124270	0.021732	0.042664	-0.032292	0.217151
3	AG112	0.153657	0.124767	-0.030759	0.020281	0.119300
4	AG112	0.110530	0.042379	0.089521	0.024075	0.030245
5	AG112	0.099139	0.082547	0.090628	0.001822	0.148387
6	AG112	0.105343	0.086923	0.050205	0.011619	0.179139
7	AG112	0.172352	-0.061746	0.083024	-0.012186	0.086425
8	AG112	0.097449	0.308616	0.096706	-0.050766	0.029881
9	AG112	0.168960	0.202025	0.116159	0.005818	-0.075400
10	AG112	0.160804	0.103652	-0.066967	0.034877	0.068603
1	AG139	-0.016963	-0.227402	0.070855	-0.003739	0.044846
2	AG139	-0.077395	0.341518	0.098420	-0.023649	-0.052628
3	AG139	-0.063460	-0.075839	-0.095844	-0.007894	0.109526
4	AG139	-0.027225	-0.019186	-0.011966	0.002049	-0.033142
5	AG139	-0.020940	0.179819	0.149596	0.015042	-0.156127
6	AG139	-0.057133	-0.293259	-0.040502	-0.010165	-0.062511
7	AG139	0.014680	0.230512	0.019620	0.037848	-0.042690
8	AG139	-0.004581	-0.133698	0.067371	0.049845	0.001906
9	AG139	-0.049958	0.242876	-0.208907	-0.015420	-0.058738
10	AG139	-0.049402	0.117833	-0.042167	-0.017220	-0.062767
1	AG142	0.132815	0.265712	0.039178	-0.014327	0.109696
2	AG142	0.125939	0.277788	0.016108	0.059030	0.187231
3	AG142	0.148369	0.394063	-0.043667	-0.009131	-0.193511
4	AG142	0.170603	0.253265	-0.109181	-0.006050	-0.069573
5	AG142	0.078000	0.439083	0.041177	-0.004579	-0.047212
6	AG142	0.143015	0.332186	-0.030149	-0.009755	-0.062909
7	AG142	0.150655	0.579346	-0.057693	0.009805	-0.004903
8	AG142	0.181781	0.425047	-0.087589	0.018739	-0.008685
9	AG142	0.118506	0.330678	0.069365	-0.067356	-0.146550
10	AG142	0.097946	0.485741	0.049031	0.017930	-0.023625
1	GD14	0.022141	0.019671	-0.018280	-0.002924	0.225655
2	GD14	0.007076	0.075935	0.072634	-0.020846	0.138833
3	GD14	0.024655	-0.417778	-0.030902	-0.001700	0.226419
4	GD14	0.053516	-0.166232	-0.013181	0.022962	0.283563
5	GD14	0.035422	-0.129816	0.058840	-0.009706	0.262990
6	GD14	-0.031782	-0.020199	-0.109758	-0.068184	0.178294
7	GD14	0.051070	-0.187989	-0.005404	-0.000467	0.205970
8	GD14	0.040123	-0.030071	0.102036	-0.005346	0.211234
9	GD14	-0.030278	0.131296	0.012917	-0.043193	0.186814
10	GD14	0.024369	-0.144897	-0.042608	-0.000246	0.164363
1	GD15	-0.003958	0.149235	-0.130069	-0.024491	0.053024
2	GD15	-0.004183	-0.044871	0.004638	0.015238	0.095356
3	GD15	0.011803	0.268017	0.050181	0.040802	-0.170780
4	GD15	-0.022943	-0.129695	0.125978	0.005502	-0.074631
5	GD15	-0.007674	-0.334117	0.128351	-0.048218	-0.138749
6	GD15	0.023704	0.182369	-0.050348	0.035132	-0.152014
7	GD15	0.005167	-0.062054	0.021406	0.041692	-0.026630
8	GD15	-0.021040	0.017862	-0.151556	-0.003552	0.004290
9	GD15	0.009203	-0.096069	-0.075916	0.031130	-0.042049
10	GD15	-0.019842	-0.382239	-0.164600	-0.018004	0.092455
1	GD16	-0.257823	-0.163703	-0.023775	-0.009585	0.020657
2	GD16	-0.218052	-0.273378	0.004637	0.034789	0.112390
3	GD16	-0.229004	-0.222864	0.122435	0.000211	-0.063285
4	GD16	-0.195455	-0.187152	0.010325	-0.018943	-0.142646
5	GD16	-0.219650	0.089439	-0.158949	0.002502	-0.154508
6	GD16	-0.230264	-0.061648	0.060956	0.021261	-0.059444
7	GD16	-0.216342	0.072213	-0.063048	0.030608	-0.089514
8	GD16	-0.194582	-0.065470	-0.098647	-0.018096	0.001648
9	GD16	-0.249451	0.372623	-0.101231	-0.018844	-0.253759
10	GD16	-0.296106	0.233924	-0.022507	-0.003579	-0.219946
