rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.623351	-0.676915	4.191487	0.000000	0.077228	0.245723	23188.931024	24548.534644
2	AG111	0.630259	-0.179430	4.191487	0.000000	0.100565	0.245723	24171.792481	25224.650682
3	AG111	0.627233	-0.257684	4.191487	0.000000	0.154321	0.245723	24127.865316	24714.126391
4	AG111	0.658732	-0.433037	4.191487	0.000000	0.041234	0.245723	23097.429400	24745.943916
5	AG111	0.541496	-0.410924	4.191487	0.000000	-0.093600	0.245723	24281.096099	25720.711175
6	AG111	0.627575	-0.376961	4.191487	0.000000	0.052675	0.245723	23420.622366	25001.031877
7	AG111	0.667842	-0.359450	4.191487	0.000000	0.178972	0.245723	23728.825806	24115.452694
8	AG111	0.621400	-0.243104	4.191487	0.000000	0.071095	0.245723	23414.747984	25009.840276
9	AG111	0.663594	-0.513073	4.191487	0.000000	0.114776	0.245723	24073.544098	25319.292953
10	AG111	0.598445	0.121202	4.191487	0.000000	0.115880	0.245723	23376.131824	23689.696243
1	AG112	0.740475	-0.073457	4.191487	0.000000	-0.023041	0.245723	23884.236993	24260.743278
2	AG112	0.768142	-0.030617	4.191487	0.000000	-0.130353	0.245723	23868.344628	24484.289228
3	AG112	0.738312	0.171681	4.191487	0.000000	-0.081663	0.245723	23745.438624	24746.477668
4	AG112	0.773639	0.032001	4.191487	0.000000	-0.121826	0.245723	23871.574744	24424.573852
5	AG112	0.768826	0.276114	4.191487	0.000000	0.031429	0.245723	23678.514449	25017.324318
6	AG112	0.757898	-0.120567	4.191487	0.000000	-0.045748	0.245723	23555.038238	24661.640455
7	AG112	0.765075	0.053649	4.191487	0.000000	-0.090617	0.245723	23965.142176	25261.730476
8	AG112	0.725870	0.420663	4.191487	0.000000	-0.082233	0.245723	24532.833699	24434.440895
9	AG112	0.786468	-0.257446	4.191487	0.000000	-0.088761	0.245723	23854.214177	24266.139234
10	AG112	0.765212	0.070340	4.191487	0.000000	0.008146	0.245723	23695.222695	24884.389229
