rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.006079	-0.676915	0.000000	0.000000	0.077228	0.000000	-0.022590	-0.002195
2	AG111	0.000828	-0.179430	0.000000	0.000000	0.100565	0.000000	0.018921	0.024975
3	AG111	-0.002197	-0.257684	0.000000	0.000000	0.154321	0.000000	0.017102	0.004528
4	AG111	0.029302	-0.433037	0.000000	0.000000	0.041234	0.000000	-0.026544	0.005815
5	AG111	-0.087934	-0.410924	0.000000	0.000000	-0.093600	0.000000	0.023433	0.044450
6	AG111	-0.001855	-0.376961	0.000000	0.000000	0.052675	0.000000	-0.012648	0.016070
7	AG111	0.038412	-0.359450	0.000000	0.000000	0.178972	0.000000	0.000425	-0.019994
8	AG111	-0.008030	-0.243104	0.000000	0.000000	0.071095	0.000000	-0.012899	0.016422
9	AG111	0.034164	-0.513073	0.000000	0.000000	0.114776	0.000000	0.014848	0.028720
10	AG111	-0.030985	0.121202	0.000000	0.000000	0.115880	0.000000	-0.014550	-0.037807
1	AG112	0.111045	-0.073457	0.000000	0.000000	-0.023041	0.000000	0.006953	-0.013987
2	AG112	0.138712	-0.030617	0.000000	0.000000	-0.130353	0.000000	0.006288	-0.004815
3	AG112	0.108882	0.171681	0.000000	0.000000	-0.081663	0.000000	0.001125	0.005836
4	AG112	0.144209	0.032001	0.000000	0.000000	-0.121826	0.000000	0.006423	-0.007257
5	AG112	0.139396	0.276114	0.000000	0.000000	0.031429	0.000000	-0.001697	0.016722
6	AG112	0.128468	-0.120567	0.000000	0.000000	-0.045748	0.000000	-0.006925	0.002402
7	AG112	0.135645	0.053649	0.000000	0.000000	-0.090617	0.000000	0.010335	0.026444
8	AG112	0.096440	0.420663	0.000000	0.000000	-0.082233	0.000000	0.033747	-0.006853
9	AG112	0.157038	-0.257446	0.000000	0.000000	-0.088761	0.000000	0.005696	-0.013765
10	AG112	0.135782	0.070340	0.000000	0.000000	0.008146	0.000000	-0.000992	0.011394
1	AG139	0.049870	0.238245	0.000000	0.000000	0.065243	0.000000	-0.026541	0.011328
2	AG139	-0.063226	0.074895	0.000000	0.000000	-0.030286	0.000000	0.014770	0.021343
3	AG139	0.000207	0.058735	0.000000	0.000000	0.091502	0.000000	-0.016630	-0.007173
4	AG139	-0.008663	-0.020265	0.000000	0.000000	0.081527	0.000000	0.014008	0.002702
5	AG139	-0.027525	0.316764	0.000000	0.000000	-0.001841	0.000000	0.009921	-0.025749
6	AG139	-0.067379	-0.042288	0.000000	0.000000	-0.003953	0.000000	-0.000426	-0.008117
7	AG139	-0.045600	0.259741	0.000000	0.000000	0.061130	0.000000	-0.009997	0.016983
8	AG139	-0.096150	0.084178	0.000000	0.000000	0.018751	0.000000	0.021385	-0.046938
9	AG139	-0.064317	-0.051831	0.000000	0.000000	0.046604	0.000000	-0.024272	-0.004892
10	AG139	-0.047183	0.002234	0.000000	0.000000	0.007261	0.000000	0.012745	-0.007838
1	AG142	0.135677	0.294649	0.000000	0.000000	0.073054	0.000000	-0.002903	0.020946
2	AG142	0.140821	0.334770	0.000000	0.000000	0.033885	0.000000	0.004488	0.009409
3	AG142	0.155005	0.361584	0.000000	0.000000	0.093682	0.000000	-0.024995	-0.003907
4	AG142	0.187185	0.090109	0.000000	0.000000	-0.007251	0.000000	-0.008754	-0.027398
5	AG142	0.130201	0.480641	0.000000	0.000000	0.051570	0.000000	-0.013279	0.005016
6	AG142	0.162214	0.193324	0.000000	0.000000	0.033700	0.000000	0.022422	0.013390
7	AG142	0.121424	0.495520	0.000000	0.000000	-0.026209	0.000000	-0.009644	0.020284
8	AG142	0.150822	0.269297	0.000000	0.000000	0.045198	0.000000	-0.048355	0.032600
9	AG142	0.092585	0.462186	0.000000	0.000000	0.022954	0.000000	0.031272	-0.044046
10	AG142	0.133948	0.488232	0.000000	0.000000	-0.001963	0.000000	-0.017948	-0.007851
1	GD14	0.003580	0.298473	0.000000	0.000000	-0.080899	0.000000	-0.019809	-0.001385
2	GD14	0.048795	0.128151	0.000000	0.000000	-0.054173	0.000000	-0.006880	-0.019461
3	GD14	0.020098	0.036747	0.000000	0.000000	-0.122749	0.000000	-0.012473	-0.028920
4	GD14	0.002804	0.186686	0.000000	0.000000	-0.177051	0.000000	-0.027884	-0.013816
5	GD14	-0.022377	-0.110252	0.000000	0.000000	-0.118941	0.000000	0.015352	0.033516
6	GD14	-0.019746	-0.070532	0.000000	0.000000	-0.175062	0.000000	0.005058	0.025873
7	GD14	-0.005753	-0.014986	0.000000	0.000000	-0.129246	0.000000	0.009843	0.003755
8	GD14	-0.005506	-0.231668	0.000000	0.000000	-0.161302	0.000000	-0.014199	-0.012486
9	GD14	0.012252	-0.064213	0.000000	0.000000	-0.121802	0.000000	-0.009462	0.000467
10	GD14	0.034291	-0.118369	0.000000	0.000000	-0.097107	0.000000	0.007044	0.020801
1	GD15	-0.034423	-0.073911	0.000000	0.000000	-0.010715	0.000000	0.005879	-0.014486
2	GD15	-0.054322	-0.270672	0.000000	0.000000	-0.045424	0.000000	-0.011461	-0.007333
3	GD15	-0.005950	-0.167413	0.000000	0.000000	0.061206	0.000000	-0.012680	0.017487
4	GD15	-0.033291	-0.200764	0.000000	0.000000	0.008994	0.000000	-0.000624	0.007340
5	GD15	-0.002049	-0.201173	0.000000	0.000000	-0.009650	0.000000	-0.007749	0.001879
6	GD15	-0.048251	-0.082214	0.000000	0.000000	0.097110	0.000000	0.016353	0.006669
7	GD15	-0.033309	0.006913	0.000000	0.000000	0.013737	0.000000	-0.033263	-0.032649
8	GD15	-0.049560	0.057669	0.000000	0.000000	0.013416	0.000000	0.043240	-0.016933
9	GD15	0.011728	-0.063701	0.000000	0.000000	0.088316	0.000000	0.003196	0.017132
10	GD15	-0.040396	0.066976	0.000000	0.000000	0.065583	0.000000	0.023779	0.013689
1	GD16	-0.264295	0.209775	0.000000	0.000000	0.138657	0.000000	-0.003331	0.020654
2	GD16	-0.210534	0.092302	0.000000	0.000000	0.052367	0.000000	0.001778	-0.002683
3	GD16	-0.257652	-0.018239	0.000000	0.000000	0.001595	0.000000	0.007244	0.005441
4	GD16	-0.231093	0.153229	0.000000	0.000000	0.096032	0.000000	0.014604	-0.010319
5	GD16	-0.231949	0.218442	0.000000	0.000000	0.019071	0.000000	-0.024072	-0.009328
6	GD16	-0.185406	-0.065948	0.000000	0.000000	0.041228	0.000000	-0.052728	0.012528
7	GD16	-0.260776	-0.016631	0.000000	0.000000	0.070335	0.000000	-0.007142	-0.007114
8	GD16	-0.246666	0.077959	0.000000	0.000000	0.068158	0.000000	-0.017978	0.025386
9	GD16	-0.260610	-0.028112	0.000000	0.000000	0.095304	0.000000	0.000906	0.006648
10	GD16	-0.245643	-0.011827	0.000000	0.000000	0.069199	0.000000	-0.006185	0.007273
