rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.588777	-0.225461	3.623810	0.000000	0.085699	0.142962
2	AG111	0.566908	-0.032206	3.623810	0.000000	0.021459	0.143661
3	AG111	0.570493	-0.354794	3.623810	0.000000	0.070773	0.260030
4	AG111	0.601543	-0.420956	3.623810	0.000000	-0.023946	0.234749
5	AG111	0.565124	0.005383	3.623810	0.000000	0.117493	0.304249
6	AG111	0.585199	-0.225336	3.623810	0.000000	0.036359	0.170526
7	AG111	0.584695	-0.649079	3.623810	0.000000	0.045006	0.324636
8	AG111	0.575819	-0.280342	3.623810	0.000000	0.034360	0.205783
9	AG111	0.589119	-0.232342	3.623810	0.000000	-0.014936	0.101776
10	AG111	0.546196	-0.231774	3.623810	0.000000	0.005742	0.253595
1	AG112	0.781647	-0.119044	3.623810	0.000000	0.026655	0.401923
2	AG112	0.743318	0.059097	3.623810	0.000000	-0.066437	0.345700
3	AG112	0.792928	-0.043026	3.623810	0.000000	-0.052375	0.319433
4	AG112	0.728195	0.390456	3.623810	0.000000	0.016190	0.327057
5	AG112	0.721225	-0.155330	3.623810	0.000000	-0.079296	0.333414
6	AG112	0.728359	-0.027681	3.623810	0.000000	-0.071555	0.303772
7	AG112	0.786242	0.110562	3.623810	0.000000	-0.045901	0.205762
8	AG112	0.797973	-0.019915	3.623810	0.000000	0.014641	0.410294
9	AG112	0.780852	0.215990	3.623810	0.000000	-0.141451	0.115075
10	AG112	0.755292	0.018867	3.623810	0.000000	0.045530	0.384699
1	AG139	0.651347	-0.110245	3.623810	0.000000	0.029859	0.201782
2	AG139	0.540670	0.097232	3.623810	0.000000	-0.072529	0.133844
3	AG139	0.589153	0.058603	3.623810	0.000000	-0.019592	0.203162
4	AG139	0.581574	0.069971	3.623810	0.000000	-0.031170	0.260157
5	AG139	0.540902	-0.015713	3.623810	0.000000	0.062694	0.329490
6	AG139	0.554862	0.277214	3.623810	0.000000	0.011134	0.222642
7	AG139	0.542373	0.223356	3.623810	0.000000	0.034246	0.155463
8	AG139	0.559074	0.154986	3.623810	0.000000	-0.082570	0.177024
9	AG139	0.584291	0.009483	3.623810	0.000000	0.058931	0.269872
10	AG139	0.545885	-0.278409	3.623810	0.000000	-0.030120	0.288633
1	AG142	0.752542	0.376229	3.623810	0.000000	0.031458	0.275896
2	AG142	0.729773	0.201145	3.623810	0.000000	-0.044631	0.197002
3	AG142	0.717813	0.278413	3.623810	0.000000	-0.041394	0.212443
4	AG142	0.767081	0.423585	3.623810	0.000000	0.003892	0.317996
5	AG142	0.761316	0.194249	3.623810	0.000000	-0.017965	0.226507
6	AG142	0.755485	0.282661	3.623810	0.000000	0.111686	0.215806
7	AG142	0.765197	0.416104	3.623810	0.000000	0.104564	0.299444
8	AG142	0.820857	0.215803	3.623810	0.000000	0.156127	0.235041
9	AG142	0.778888	0.365165	3.623810	0.000000	0.055963	0.246084
10	AG142	0.721438	0.446665	3.623810	0.000000	-0.055855	0.333246
1	GD14	0.668025	0.030112	3.623810	0.000000	-0.066470	0.405133
2	GD14	0.550201	0.038183	3.623810	0.000000	-0.075178	0.336758
3	GD14	0.630526	-0.117419	3.623810	0.000000	-0.076802	0.281538
4	GD14	0.665351	-0.040663	3.623810	0.000000	-0.121907	0.199050
5	GD14	0.576282	-0.026825	3.623810	0.000000	-0.060474	0.409652
6	GD14	0.630621	0.070207	3.623810	0.000000	-0.144132	0.147656
7	GD14	0.650338	-0.105717	3.623810	0.000000	-0.112400	0.324282
8	GD14	0.587837	-0.062411	3.623810	0.000000	-0.138252	0.379500
9	GD14	0.625646	-0.257633	3.623810	0.000000	-0.086993	0.405011
10	GD14	0.623625	-0.226370	3.623810	0.000000	-0.129435	0.327523
1	GD15	0.638294	-0.340565	3.623810	0.000000	-0.000366	0.216122
2	GD15	0.587810	0.046440	3.623810	0.000000	0.111910	0.245316
3	GD15	0.616673	-0.138751	3.623810	0.000000	0.047434	0.287091
4	GD15	0.589517	0.034711	3.623810	0.000000	-0.015764	0.125222
5	GD15	0.627906	0.018564	3.623810	0.000000	0.000553	0.262754
6	GD15	0.657600	-0.336212	3.623810	0.000000	0.015767	0.225031
7	GD15	0.602011	0.315826	3.623810	0.000000	-0.011076	0.034730
8	GD15	0.634737	-0.384155	3.623810	0.000000	-0.039328	0.348238
9	GD15	0.629890	-0.047093	3.623810	0.000000	0.087495	0.283433
10	GD15	0.593788	0.083347	3.623810	0.000000	0.035737	0.224430
1	GD16	0.424055	-0.014225	3.623810	0.000000	0.060507	0.166030
2	GD16	0.474044	0.006463	3.623810	0.000000	0.116761	0.180184
3	GD16	0.398033	-0.139710	3.623810	0.000000	0.049759	0.157101
4	GD16	0.369335	0.080117	3.623810	0.000000	0.094375	0.279604
5	GD16	0.395106	-0.129365	3.623810	0.000000	-0.026316	0.190153
6	GD16	0.369641	0.053640	3.623810	0.000000	0.000980	0.177621
7	GD16	0.395395	-0.060086	3.623810	0.000000	0.073477	0.156401
8	GD16	0.355094	0.007604	3.623810	0.000000	0.012097	0.145567
9	GD16	0.379329	0.109411	3.623810	0.000000	-0.010633	0.190913
10	GD16	0.362199	-0.010909	3.623810	0.000000	0.052187	0.257418
