rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.627857	-0.316934	3.643273	-0.153768	0.124252	0.205213
2	AG111	0.584748	0.225066	3.643273	-0.098339	0.019878	0.306914
3	AG111	0.603486	-0.290335	3.643273	-0.033084	0.063563	0.218609
4	AG111	0.596487	-0.284275	3.643273	-0.094880	0.025351	0.240754
5	AG111	0.609346	-0.114316	3.643273	0.069904	0.136583	0.272632
6	AG111	0.582066	-0.114095	3.643273	0.019438	0.085772	0.245432
7	AG111	0.633131	0.033804	3.643273	-0.060471	0.121174	0.210493
8	AG111	0.596606	-0.000535	3.643273	0.027242	0.049881	0.225995
9	AG111	0.610633	-0.161081	3.643273	-0.008381	0.112407	0.212002
10	AG111	0.587705	-0.391452	3.643273	-0.019519	0.009134	0.214144
1	AG112	0.798448	0.201063	3.643273	0.012191	-0.072149	0.214142
2	AG112	0.774196	0.031046	3.643273	0.051776	-0.048463	0.255391
3	AG112	0.726272	0.074478	3.643273	0.143105	-0.097765	0.243621
4	AG112	0.718754	0.309859	3.643273	0.034272	-0.003068	0.248240
5	AG112	0.735769	-0.182103	3.643273	0.055473	-0.132792	0.269991
6	AG112	0.773270	-0.084129	3.643273	-0.068077	-0.128816	0.229483
7	AG112	0.781649	0.116516	3.643273	0.044862	0.008645	0.279678
8	AG112	0.718522	-0.018734	3.643273	0.271116	0.007497	0.272716
9	AG112	0.730683	0.408321	3.643273	0.025875	-0.017740	0.251571
10	AG112	0.776794	-0.051854	3.643273	0.026410	-0.072082	0.302523
1	AG139	0.587981	-0.075594	3.643273	-0.088081	0.011963	0.255621
2	AG139	0.563150	-0.155841	3.643273	0.010801	-0.072390	0.247169
3	AG139	0.541079	0.155999	3.643273	-0.017677	0.014564	0.253357
4	AG139	0.577706	-0.189285	3.643273	0.123406	-0.054864	0.208328
5	AG139	0.575097	-0.168680	3.643273	-0.014908	-0.071968	0.254407
6	AG139	0.574967	0.071032	3.643273	-0.048659	0.035162	0.266704
7	AG139	0.568033	0.284661	3.643273	0.036399	0.011871	0.246174
8	AG139	0.564746	-0.115299	3.643273	-0.013457	0.030575	0.260923
9	AG139	0.630865	-0.045614	3.643273	0.092208	0.053744	0.232367
10	AG139	0.551057	0.258728	3.643273	-0.021658	0.081230	0.284477
1	AG142	0.769214	0.179483	3.643273	0.020002	-0.030117	0.250242
2	AG142	0.737812	0.520751	3.643273	0.090762	-0.034455	0.208902
3	AG142	0.772720	0.525456	3.643273	-0.030099	0.009088	0.207409
4	AG142	0.731057	0.372746	3.643273	0.093407	-0.020962	0.245737
5	AG142	0.762533	0.650684	3.643273	-0.066345	0.047917	0.243663
6	AG142	0.772140	0.301948	3.643273	-0.052631	0.131273	0.244848
7	AG142	0.751413	0.226135	3.643273	-0.070482	-0.043034	0.260955
8	AG142	0.734515	0.270898	3.643273	0.019140	0.007386	0.268287
9	AG142	0.771459	0.252677	3.643273	-0.002817	0.076918	0.269217
10	AG142	0.782375	0.409025	3.643273	0.135064	0.042689	0.243022
1	GD14	0.644283	-0.059119	3.643273	-0.034441	-0.138420	0.227315
2	GD14	0.645940	0.036694	3.643273	0.011129	-0.077191	0.230723
3	GD14	0.613964	0.010868	3.643273	0.035235	-0.134660	0.308066
4	GD14	0.599457	0.029192	3.643273	0.008724	-0.148010	0.305285
5	GD14	0.680858	-0.073487	3.643273	0.064309	-0.046482	0.315203
6	GD14	0.637235	-0.063907	3.643273	0.070349	-0.118947	0.269597
7	GD14	0.627080	-0.078066	3.643273	0.013492	-0.136022	0.275888
8	GD14	0.617989	-0.080187	3.643273	0.043800	-0.192821	0.268543
9	GD14	0.562820	-0.084458	3.643273	0.121373	-0.142644	0.286629
10	GD14	0.655881	0.211736	3.643273	0.116990	-0.051510	0.277251
1	GD15	0.602831	-0.039038	3.643273	-0.014158	0.076956	0.275326
2	GD15	0.614445	-0.068128	3.643273	0.025077	0.169404	0.218806
3	GD15	0.621913	-0.262771	3.643273	0.010199	-0.008323	0.295754
4	GD15	0.622868	-0.122215	3.643273	0.103506	0.053673	0.221643
5	GD15	0.636386	-0.094975	3.643273	0.000263	0.005106	0.283669
6	GD15	0.624868	-0.225704	3.643273	0.000963	0.042213	0.268699
7	GD15	0.646565	0.121673	3.643273	-0.128621	0.069641	0.254833
8	GD15	0.610972	0.087514	3.643273	-0.065988	0.017704	0.229003
9	GD15	0.532246	-0.271538	3.643273	0.076553	0.021617	0.276311
10	GD15	0.591971	-0.110231	3.643273	-0.072421	-0.030792	0.304075
1	GD16	0.366914	-0.019658	3.643273	-0.008163	0.071256	0.301915
2	GD16	0.378234	0.352642	3.643273	0.136535	0.151382	0.298953
3	GD16	0.386835	0.043435	3.643273	0.072076	0.069366	0.224316
4	GD16	0.364181	0.235689	3.643273	0.059742	0.108328	0.287011
5	GD16	0.388983	0.064523	3.643273	-0.146908	0.067662	0.245070
6	GD16	0.370184	-0.085599	3.643273	0.005100	0.087839	0.275930
7	GD16	0.340521	0.115585	3.643273	-0.104660	-0.022997	0.245963
8	GD16	0.428640	0.192033	3.643273	-0.135963	0.020588	0.246008
9	GD16	0.379999	-0.044271	3.643273	0.003951	0.051609	0.312762
10	GD16	0.418482	0.038599	3.643273	-0.053949	0.166995	0.264553
