rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.014598	-0.316934	0.000000	-0.153768	0.124252	-0.047700
2	AG111	-0.028512	0.225066	0.000000	-0.098339	0.019878	0.054000
3	AG111	-0.009774	-0.290335	0.000000	-0.033084	0.063563	-0.034304
4	AG111	-0.016772	-0.284275	0.000000	-0.094880	0.025351	-0.012160
5	AG111	-0.003913	-0.114316	0.000000	0.069904	0.136583	0.019719
6	AG111	-0.031194	-0.114095	0.000000	0.019438	0.085772	-0.007481
7	AG111	0.019872	0.033804	0.000000	-0.060471	0.121174	-0.042420
8	AG111	-0.016654	-0.000535	0.000000	0.027242	0.049881	-0.026919
9	AG111	-0.002627	-0.161081	0.000000	-0.008381	0.112407	-0.040912
10	AG111	-0.025555	-0.391452	0.000000	-0.019519	0.009134	-0.038769
1	AG112	0.185189	0.201063	0.000000	0.012191	-0.072149	-0.038772
2	AG112	0.160937	0.031046	0.000000	0.051776	-0.048463	0.002478
3	AG112	0.113012	0.074478	0.000000	0.143105	-0.097765	-0.009292
4	AG112	0.105495	0.309859	0.000000	0.034272	-0.003068	-0.004673
5	AG112	0.122509	-0.182103	0.000000	0.055473	-0.132792	0.017078
6	AG112	0.160011	-0.084129	0.000000	-0.068077	-0.128816	-0.023430
7	AG112	0.168390	0.116516	0.000000	0.044862	0.008645	0.026765
8	AG112	0.105263	-0.018734	0.000000	0.271116	0.007497	0.019803
9	AG112	0.117423	0.408321	0.000000	0.025875	-0.017740	-0.001342
10	AG112	0.163535	-0.051854	0.000000	0.026410	-0.072082	0.049610
1	AG139	-0.025279	-0.075594	0.000000	-0.088081	0.011963	0.002708
2	AG139	-0.050109	-0.155841	0.000000	0.010801	-0.072390	-0.005744
3	AG139	-0.072181	0.155999	0.000000	-0.017677	0.014564	0.000443
4	AG139	-0.035554	-0.189285	0.000000	0.123406	-0.054864	-0.044585
5	AG139	-0.038163	-0.168680	0.000000	-0.014908	-0.071968	0.001494
6	AG139	-0.038292	0.071032	0.000000	-0.048659	0.035162	0.013791
7	AG139	-0.045226	0.284661	0.000000	0.036399	0.011871	-0.006740
8	AG139	-0.048513	-0.115299	0.000000	-0.013457	0.030575	0.008010
9	AG139	0.017605	-0.045614	0.000000	0.092208	0.053744	-0.020546
10	AG139	-0.062202	0.258728	0.000000	-0.021658	0.081230	0.031564
1	AG142	0.155955	0.179483	0.000000	0.020002	-0.030117	-0.002671
2	AG142	0.124553	0.520751	0.000000	0.090762	-0.034455	-0.044011
3	AG142	0.159460	0.525456	0.000000	-0.030099	0.009088	-0.045504
4	AG142	0.117798	0.372746	0.000000	0.093407	-0.020962	-0.007176
5	AG142	0.149273	0.650684	0.000000	-0.066345	0.047917	-0.009250
6	AG142	0.158880	0.301948	0.000000	-0.052631	0.131273	-0.008065
7	AG142	0.138153	0.226135	0.000000	-0.070482	-0.043034	0.008042
8	AG142	0.121255	0.270898	0.000000	0.019140	0.007386	0.015374
9	AG142	0.158200	0.252677	0.000000	-0.002817	0.076918	0.016304
10	AG142	0.169116	0.409025	0.000000	0.135064	0.042689	-0.009891
1	GD14	0.031023	-0.059119	0.000000	-0.034441	-0.138420	-0.025598
2	GD14	0.032680	0.036694	0.000000	0.011129	-0.077191	-0.022190
3	GD14	0.000705	0.010868	0.000000	0.035235	-0.134660	0.055153
4	GD14	-0.013802	0.029192	0.000000	0.008724	-0.148010	0.052372
5	GD14	0.067599	-0.073487	0.000000	0.064309	-0.046482	0.062290
6	GD14	0.023976	-0.063907	0.000000	0.070349	-0.118947	0.016684
7	GD14	0.013821	-0.078066	0.000000	0.013492	-0.136022	0.022974
8	GD14	0.004729	-0.080187	0.000000	0.043800	-0.192821	0.015630
9	GD14	-0.050439	-0.084458	0.000000	0.121373	-0.142644	0.033716
10	GD14	0.042621	0.211736	0.000000	0.116990	-0.051510	0.024338
1	GD15	-0.010429	-0.039038	0.000000	-0.014158	0.076956	0.022412
2	GD15	0.001185	-0.068128	0.000000	0.025077	0.169404	-0.034108
3	GD15	0.008653	-0.262771	0.000000	0.010199	-0.008323	0.042841
4	GD15	0.009608	-0.122215	0.000000	0.103506	0.053673	-0.031270
5	GD15	0.023127	-0.094975	0.000000	0.000263	0.005106	0.030755
6	GD15	0.011608	-0.225704	0.000000	0.000963	0.042213	0.015786
7	GD15	0.033306	0.121673	0.000000	-0.128621	0.069641	0.001920
8	GD15	-0.002287	0.087514	0.000000	-0.065988	0.017704	-0.023910
9	GD15	-0.081014	-0.271538	0.000000	0.076553	0.021617	0.023398
10	GD15	-0.021289	-0.110231	0.000000	-0.072421	-0.030792	0.051162
1	GD16	-0.246346	-0.019658	0.000000	-0.008163	0.071256	0.049002
2	GD16	-0.235025	0.352642	0.000000	0.136535	0.151382	0.046040
3	GD16	-0.226425	0.043435	0.000000	0.072076	0.069366	-0.028597
4	GD16	-0.249078	0.235689	0.000000	0.059742	0.108328	0.034098
5	GD16	-0.224276	0.064523	0.000000	-0.146908	0.067662	-0.007843
6	GD16	-0.243075	-0.085599	0.000000	0.005100	0.087839	0.023017
7	GD16	-0.272739	0.115585	0.000000	-0.104660	-0.022997	-0.006950
8	GD16	-0.184619	0.192033	0.000000	-0.135963	0.020588	-0.006905
9	GD16	-0.233261	-0.044271	0.000000	0.003951	0.051609	0.059849
10	GD16	-0.194778	0.038599	0.000000	-0.053949	0.166995	0.011640
