rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.555675	0.169407	7.992284	10.287636	0.406685
2	AG111	0.588212	0.188651	7.915820	10.132354	0.173288
3	AG111	0.585785	0.205985	7.826140	10.086687	0.208729
4	AG111	0.598258	0.247370	8.007379	10.039181	0.111669
5	AG111	0.566974	0.228825	7.925524	9.934423	0.122630
6	AG111	0.641577	0.223448	7.958420	9.941433	-0.035988
7	AG111	0.564050	0.273718	7.899182	10.161276	0.162236
8	AG111	0.606686	0.247350	8.168307	9.940031	-0.067537
9	AG111	0.587654	0.193620	7.940170	10.173346	0.379288
10	AG111	0.582276	0.188362	8.386050	10.235938	0.209006
1	AG112	0.739186	0.253854	7.735149	9.935447	0.418959
2	AG112	0.752560	0.252914	7.906172	10.050270	0.236361
3	AG112	0.749945	0.264564	8.052955	10.053224	0.305395
4	AG112	0.762167	0.270289	7.958115	10.158589	0.279832
5	AG112	0.741348	0.237399	7.786812	10.251741	0.399463
6	AG112	0.764077	0.240111	8.092670	10.031427	0.379241
7	AG112	0.712088	0.258432	8.011394	10.076575	0.457342
8	AG112	0.771508	0.264457	8.093952	10.459123	0.468819
9	AG112	0.704502	0.244087	7.870399	10.087482	0.407436
10	AG112	0.707723	0.258044	8.123246	10.150303	0.375282
1	AG139	0.549126	0.242091	8.320041	10.083606	0.371007
2	AG139	0.562182	0.256613	7.980871	10.034198	0.190486
3	AG139	0.628534	0.278917	8.056060	10.204924	0.255235
4	AG139	0.624018	0.226548	7.878995	10.185498	0.207350
5	AG139	0.537977	0.212297	8.065831	10.093114	0.358647
6	AG139	0.600992	0.215358	7.893316	10.295714	0.420413
7	AG139	0.531898	0.252417	7.931083	10.320970	0.306310
8	AG139	0.554458	0.274946	7.749518	10.038098	0.360997
9	AG139	0.575293	0.282816	7.915558	10.237809	0.234009
10	AG139	0.550879	0.223967	8.300372	10.347435	0.316228
1	AG142	0.774563	0.246352	8.028793	10.121028	0.212632
2	AG142	0.757385	0.259248	8.054425	10.189132	0.160947
3	AG142	0.769916	0.261691	8.107874	10.347780	0.224941
4	AG142	0.750611	0.237145	7.909110	10.025775	0.269402
5	AG142	0.775545	0.256056	8.139117	10.069953	0.179370
6	AG142	0.725522	0.265127	7.978967	10.483416	0.416736
7	AG142	0.756261	0.217042	8.043219	10.421649	0.349339
8	AG142	0.760042	0.307329	8.160854	10.367261	0.276161
9	AG142	0.711174	0.314474	8.067152	10.093274	0.325752
10	AG142	0.746721	0.240550	8.000260	10.103665	0.198081
1	GD14	0.665138	0.226587	7.953467	10.183700	0.477058
2	GD14	0.673699	0.221681	7.986041	10.284606	0.467128
3	GD14	0.651649	0.268406	8.168473	10.144247	0.427941
4	GD14	0.645556	0.221109	8.066164	10.036260	0.519571
5	GD14	0.635347	0.233469	8.143263	10.161317	0.554837
6	GD14	0.621189	0.266987	8.044987	10.120894	0.495512
7	GD14	0.594104	0.261450	8.135554	10.275711	0.534217
8	GD14	0.625429	0.214931	8.173173	10.159672	0.452920
9	GD14	0.591196	0.298157	8.256211	10.274026	0.510239
10	GD14	0.625197	0.205300	7.969987	9.973680	0.421316
1	GD15	0.608622	0.230893	7.833474	10.088648	0.250343
2	GD15	0.584527	0.241606	7.925754	10.413074	0.262520
3	GD15	0.599493	0.197679	8.039293	10.188232	0.269935
4	GD15	0.608137	0.207875	7.907413	10.006649	0.233618
5	GD15	0.598167	0.232091	8.158067	10.221076	0.237859
6	GD15	0.604854	0.216977	7.768881	10.181096	0.388010
7	GD15	0.609864	0.247991	7.826081	10.117477	0.234299
8	GD15	0.612097	0.320188	7.859269	10.303774	0.208681
9	GD15	0.570227	0.280637	8.270647	10.256649	0.201467
10	GD15	0.584411	0.228445	7.853138	10.044844	0.251798
1	GD16	0.389541	0.213783	8.093266	10.013351	0.261925
2	GD16	0.419807	0.243242	8.016246	10.385952	0.246239
3	GD16	0.391679	0.216341	8.073830	10.271526	0.321814
4	GD16	0.382436	0.268383	7.993890	10.314420	0.186144
5	GD16	0.349969	0.275653	7.664944	10.442625	0.282266
6	GD16	0.408335	0.244095	7.837918	10.108198	0.249632
7	GD16	0.452499	0.258307	8.087210	10.237412	0.080262
8	GD16	0.418607	0.203960	8.257825	10.044127	0.193047
9	GD16	0.378161	0.232915	7.922025	10.181211	0.250530
10	GD16	0.354554	0.277208	8.041862	10.279673	0.206535
