rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.011457	-0.558646	0.053254	0.015224	-0.041262
2	AG111	-0.022956	-0.423978	-0.035495	-0.010653	-0.206916
3	AG111	0.000034	0.014238	0.040866	0.022836	-0.210676
4	AG111	0.015423	-0.585798	-0.049782	-0.012897	-0.058661
5	AG111	0.008626	-0.118549	-0.088837	-0.023902	-0.292176
6	AG111	-0.003818	-0.485927	0.005859	0.026353	0.038475
7	AG111	0.017471	-0.363157	-0.017284	-0.005328	-0.283516
8	AG111	-0.010896	-0.445171	0.035540	0.013975	-0.021204
9	AG111	-0.045878	-0.467411	0.011950	-0.013453	0.026547
10	AG111	0.019013	-0.241599	-0.128540	-0.013740	-0.022399
1	AG112	0.140471	0.122494	0.018260	-0.000907	0.090670
2	AG112	0.094676	0.308337	-0.092856	-0.018088	0.251622
3	AG112	0.192883	0.001811	-0.008284	-0.006617	0.041803
4	AG112	0.165141	-0.021061	0.058260	-0.002331	0.008936
5	AG112	0.103252	-0.005544	-0.011178	0.004453	0.234857
6	AG112	0.107422	-0.113464	0.007534	-0.014160	0.135233
7	AG112	0.142670	0.043018	-0.045485	-0.023419	0.168724
8	AG112	0.125365	0.298801	0.058170	0.027506	0.150005
9	AG112	0.076483	0.165210	0.029280	0.002102	0.097966
10	AG112	0.169013	-0.035332	0.046971	-0.001329	0.161883
1	AG139	0.012496	-0.021068	-0.043703	-0.000404	-0.149462
2	AG139	-0.044809	0.156892	0.088754	0.007337	-0.148011
3	AG139	-0.046417	-0.215574	0.019657	0.001581	-0.066665
4	AG139	-0.018874	0.215466	-0.069911	-0.013999	-0.095574
5	AG139	0.003111	0.110117	-0.022731	0.012415	-0.022041
6	AG139	-0.023681	-0.062008	0.044787	-0.012190	-0.194530
7	AG139	-0.037767	-0.027532	-0.067211	-0.011681	-0.005592
8	AG139	-0.062017	-0.034703	-0.028266	-0.000357	-0.016459
9	AG139	-0.017738	0.063940	0.036399	-0.008870	-0.121327
10	AG139	-0.009377	-0.306700	0.086092	0.006006	0.017864
1	AG142	0.146192	0.148662	0.004445	0.023848	0.052898
2	AG142	0.156543	0.529910	-0.019435	0.019807	0.050573
3	AG142	0.152286	0.610592	0.043148	0.011975	-0.078455
4	AG142	0.091740	0.540995	0.068144	0.013690	-0.068584
5	AG142	0.112431	0.396834	-0.047047	-0.022062	0.045814
6	AG142	0.108647	0.286809	-0.009686	-0.002433	-0.095403
7	AG142	0.149681	0.418782	0.024867	-0.017215	-0.149049
8	AG142	0.127564	0.360213	-0.039538	0.005839	0.015581
9	AG142	0.147316	0.551058	-0.006875	0.015156	-0.044057
10	AG142	0.131446	0.386224	0.028289	-0.010121	-0.010529
1	GD14	-0.056224	-0.136333	-0.140157	0.023152	0.331076
2	GD14	-0.003471	-0.131154	0.045208	0.008475	0.292901
3	GD14	0.060351	-0.037382	0.016428	0.006326	0.182911
4	GD14	0.005943	-0.289592	0.130060	-0.002064	0.313786
5	GD14	0.033324	0.033238	-0.027408	0.007488	0.244662
6	GD14	0.080628	0.103983	-0.015615	-0.018706	0.125678
7	GD14	0.007178	-0.092429	0.029252	-0.018680	0.239779
8	GD14	0.022063	0.201332	0.039621	-0.014146	0.208766
9	GD14	0.007055	-0.149070	0.114447	-0.002412	0.173741
10	GD14	0.045703	0.078951	-0.064483	0.008637	0.233929
1	GD15	-0.014559	0.085287	-0.092874	0.003354	-0.116651
2	GD15	-0.015155	-0.110171	0.039755	-0.002500	-0.022106
3	GD15	-0.014940	-0.221567	0.034556	0.004621	0.057050
4	GD15	-0.056618	-0.116492	0.040916	-0.020541	0.081187
5	GD15	-0.015052	-0.334764	-0.041242	-0.029966	0.017477
6	GD15	0.062587	-0.362166	0.005875	0.003030	-0.100682
7	GD15	0.042292	-0.101270	-0.051633	0.001865	-0.125116
8	GD15	-0.009496	0.239157	-0.156453	0.005734	-0.014012
9	GD15	-0.035375	0.047096	-0.103250	-0.004811	-0.037299
10	GD15	-0.003171	-0.109838	0.013788	-0.012836	-0.042006
1	GD16	-0.202367	-0.160929	-0.056573	-0.011537	-0.160730
2	GD16	-0.217341	0.002327	-0.118814	0.013891	-0.027098
3	GD16	-0.250353	-0.171077	-0.037192	0.013045	-0.020391
4	GD16	-0.195481	-0.109309	-0.052436	-0.025404	-0.127075
5	GD16	-0.254797	0.036584	-0.023894	0.029736	-0.049041
6	GD16	-0.272437	-0.167968	0.060204	0.018047	-0.089583
7	GD16	-0.223303	-0.311934	0.150807	0.012160	-0.081809
8	GD16	-0.208341	-0.039564	-0.029208	0.004677	-0.184894
9	GD16	-0.191318	0.169928	-0.061808	-0.009058	-0.068267
10	GD16	-0.251446	0.121633	-0.000950	-0.012350	-0.185374
