rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.601614	0.206095	3.803627	4.395220	0.194017
2	AG111	0.590116	0.235805	3.714878	4.282944	0.028363
3	AG111	0.613105	0.365483	3.791239	4.428802	0.024603
4	AG111	0.628494	0.200574	3.700591	4.273342	0.176618
5	AG111	0.621697	0.320036	3.661536	4.226571	-0.056897
6	AG111	0.609254	0.221640	3.756232	4.444408	0.273754
7	AG111	0.630542	0.250591	3.733089	4.305811	-0.048237
8	AG111	0.602175	0.230860	3.785913	4.389735	0.214075
9	AG111	0.567193	0.225782	3.762323	4.270967	0.261826
10	AG111	0.632084	0.282982	3.621833	4.269741	0.212880
1	AG112	0.753542	0.407270	3.768633	4.324887	0.325949
2	AG112	0.707747	0.490448	3.657517	4.251218	0.486901
3	AG112	0.805955	0.360969	3.742089	4.300263	0.277082
4	AG112	0.778212	0.352807	3.808633	4.318736	0.244215
5	AG112	0.716323	0.358324	3.739195	4.348133	0.470136
6	AG112	0.720493	0.321667	3.757907	4.267949	0.370512
7	AG112	0.755741	0.376154	3.704888	4.228613	0.404003
8	AG112	0.738436	0.485793	3.808543	4.449532	0.385284
9	AG112	0.689554	0.425044	3.779653	4.337923	0.333245
10	AG112	0.782084	0.347808	3.797344	4.323064	0.397162
1	AG139	0.625567	0.352804	3.706670	4.327066	0.085817
2	AG139	0.568262	0.421523	3.839127	4.360692	0.087269
3	AG139	0.566654	0.290443	3.770030	4.335661	0.168614
4	AG139	0.594198	0.446950	3.680462	4.268636	0.139705
5	AG139	0.616182	0.402260	3.727642	4.382891	0.213238
6	AG139	0.589390	0.338652	3.795159	4.276367	0.040749
7	AG139	0.575304	0.350531	3.683162	4.278544	0.229688
8	AG139	0.551054	0.348027	3.722107	4.327266	0.218820
9	AG139	0.595333	0.384107	3.786772	4.290586	0.113952
10	AG139	0.603695	0.265146	3.836465	4.354889	0.253144
1	AG142	0.759263	0.418068	3.754818	4.433287	0.288177
2	AG142	0.769614	0.612098	3.730938	4.415410	0.285852
3	AG142	0.765357	0.663530	3.793521	4.380964	0.156824
4	AG142	0.704811	0.618920	3.818517	4.388484	0.166696
5	AG142	0.725502	0.535829	3.703326	4.234355	0.281094
6	AG142	0.721718	0.480002	3.740686	4.318296	0.139876
7	AG142	0.762753	0.547719	3.775240	4.254929	0.086230
8	AG142	0.740635	0.516562	3.710835	4.354163	0.250860
9	AG142	0.760387	0.625180	3.743498	4.394918	0.191223
10	AG142	0.744517	0.530174	3.778662	4.285223	0.224750
1	GD14	0.556847	0.314395	3.610216	4.430205	0.566355
2	GD14	0.609601	0.316027	3.795581	4.365655	0.528180
3	GD14	0.673422	0.347095	3.766801	4.356284	0.418190
4	GD14	0.619014	0.269721	3.880433	4.319890	0.549065
5	GD14	0.646395	0.372494	3.722965	4.361348	0.479941
6	GD14	0.693699	0.399800	3.734758	4.248589	0.360957
7	GD14	0.620249	0.328505	3.779625	4.248703	0.475058
8	GD14	0.635134	0.440678	3.789993	4.268011	0.444045
9	GD14	0.620126	0.310415	3.864820	4.318383	0.409020
10	GD14	0.658774	0.389916	3.685890	4.366363	0.469208
1	GD15	0.598512	0.392395	3.657499	4.343357	0.118629
2	GD15	0.597917	0.322728	3.790128	4.318003	0.213173
3	GD15	0.598131	0.288708	3.784929	4.348863	0.292330
4	GD15	0.556453	0.320695	3.791288	4.240803	0.316466
5	GD15	0.598019	0.257808	3.709131	4.201019	0.252756
6	GD15	0.675658	0.250840	3.756248	4.341951	0.134597
7	GD15	0.655363	0.325614	3.698740	4.336892	0.110163
8	GD15	0.603575	0.457665	3.593920	4.353705	0.221268
9	GD15	0.577696	0.377692	3.647123	4.308037	0.197980
10	GD15	0.609901	0.322836	3.764161	4.273604	0.193273
1	GD16	0.410704	0.306756	3.693800	4.279158	0.074550
2	GD16	0.395730	0.361155	3.631559	4.389366	0.208181
3	GD16	0.362718	0.303659	3.713181	4.385654	0.214888
4	GD16	0.417591	0.323006	3.697937	4.220228	0.108204
5	GD16	0.358274	0.373742	3.726479	4.459469	0.186238
6	GD16	0.340634	0.304604	3.810577	4.407643	0.145696
7	GD16	0.389768	0.263762	3.901180	4.381774	0.153470
8	GD16	0.404731	0.346339	3.721165	4.349108	0.050385
9	GD16	0.421753	0.427054	3.688565	4.289779	0.167012
10	GD16	0.361625	0.406919	3.749423	4.275681	0.049905
