parameter	value	se_sa	rse_sa
rhoS_pop	0.61233195729237500	0.04684685776360784	7.65056554793521926
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	5.87833330769769091	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.29099641506655138	nan	nan
omega_rhoS	0.12076400285931832	0.03386399130477653	28.04146144793307016
omega_deltaSC	0.26073855393445655	0.12829994856812144	49.20635887256357677
b1	0.16960821877781221	0.02337916769790465	13.78421863419926829
b2	0.18858905206574428	0.02419198097047889	12.82788195045664281
b3	0.31843499195276592	0.05338344229307480	16.76431411187162368
