rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.572430	0.235061	3.746478	4.613743	0.262165
2	AG111	0.581468	0.254512	3.820219	4.936880	0.246830
3	AG111	0.635345	0.213599	3.697491	4.915415	0.338012
4	AG111	0.594530	0.213022	3.590902	4.382519	0.344403
5	AG111	0.587652	0.226051	3.766819	4.733479	0.241955
6	AG111	0.620238	0.284373	3.512445	4.465906	0.261823
7	AG111	0.624613	0.250293	3.779813	4.403734	0.142797
8	AG111	0.592122	0.296522	3.608279	4.090762	0.221694
9	AG111	0.613552	0.256181	3.715783	4.554831	0.224577
10	AG111	0.619286	0.250681	3.641274	4.926678	0.316018
1	AG112	0.749418	0.403125	3.839325	4.518717	0.303667
2	AG112	0.756002	0.433904	3.647977	3.885699	0.193448
3	AG112	0.702095	0.233704	3.956728	4.107812	0.322024
4	AG112	0.767482	0.516824	3.850615	4.189711	0.200433
5	AG112	0.710856	0.474535	3.904140	4.328368	0.253494
6	AG112	0.798670	0.304717	3.675070	3.946650	0.209758
7	AG112	0.770241	0.315317	3.796704	4.406453	0.219893
8	AG112	0.805633	0.553954	3.721775	4.585655	0.255251
9	AG112	0.787713	0.383971	3.706998	4.373255	0.194364
10	AG112	0.718939	0.464153	3.682192	3.978815	0.287544
1	AG139	0.597066	0.519496	3.720052	4.707586	0.189552
2	AG139	0.614250	0.297962	3.646295	4.563321	0.294458
3	AG139	0.549245	0.509668	3.629643	4.069348	0.270327
4	AG139	0.596171	0.399240	3.818339	4.589164	0.213068
5	AG139	0.591961	0.307282	3.853278	4.818836	0.214855
6	AG139	0.622943	0.307628	3.645273	4.282072	0.200623
7	AG139	0.549039	0.366314	3.422156	4.053216	0.190838
8	AG139	0.602333	0.391179	3.666792	4.573558	0.312724
9	AG139	0.530310	0.535407	3.793212	4.416636	0.202239
10	AG139	0.574373	0.451059	3.705304	4.495258	0.200693
1	AG142	0.763955	0.393552	3.726178	4.436963	0.269657
2	AG142	0.755648	0.447639	3.813738	4.478560	0.231707
3	AG142	0.761823	0.488700	3.718450	4.420472	0.250352
4	AG142	0.745005	0.579251	3.581370	4.192434	0.213588
5	AG142	0.720136	0.475797	3.859614	4.502958	0.222395
6	AG142	0.800966	0.567439	3.808091	4.656273	0.262393
7	AG142	0.720162	0.525898	3.980692	4.820049	0.229717
8	AG142	0.741487	0.535569	3.879333	4.556980	0.222928
9	AG142	0.766227	0.575669	3.785812	4.472073	0.293934
10	AG142	0.757898	0.462701	3.710845	4.419913	0.163305
1	GD14	0.648104	0.331402	3.622906	3.800079	0.328407
2	GD14	0.639090	0.306821	3.814467	4.162907	0.343035
3	GD14	0.619623	0.325902	4.038624	4.013248	0.254144
4	GD14	0.618207	0.292111	4.074516	4.225133	0.252926
5	GD14	0.606451	0.363478	3.816372	3.909167	0.212522
6	GD14	0.620724	0.331444	3.720717	3.991398	0.307339
7	GD14	0.638964	0.305980	3.864439	3.991712	0.306537
8	GD14	0.666396	0.256616	3.957908	3.931120	0.231874
9	GD14	0.631228	0.255724	4.048489	4.168192	0.251388
10	GD14	0.640515	0.258700	3.975226	3.985307	0.301939
1	GD15	0.653571	0.307428	3.719818	4.580115	0.201575
2	GD15	0.661157	0.362590	3.455669	4.536741	0.187610
3	GD15	0.553639	0.314138	3.811901	4.208700	0.235520
4	GD15	0.624611	0.375380	3.528057	4.539548	0.211988
5	GD15	0.609798	0.264354	3.910727	4.756354	0.262550
6	GD15	0.587746	0.305278	3.608556	4.425322	0.294859
7	GD15	0.592334	0.486526	3.700934	4.789507	0.289460
8	GD15	0.594087	0.346265	3.737713	4.633334	0.354640
9	GD15	0.613937	0.299935	3.587986	4.184126	0.240599
10	GD15	0.636825	0.401341	3.585211	4.496899	0.204267
1	GD16	0.348267	0.375427	3.591924	4.686897	0.222588
2	GD16	0.380680	0.424039	3.750140	4.890628	0.259240
3	GD16	0.388011	0.482949	3.532591	4.609750	0.279140
4	GD16	0.383928	0.331459	3.607688	4.185536	0.237852
5	GD16	0.341598	0.366199	3.719058	4.560555	0.304918
6	GD16	0.393015	0.280738	3.869803	4.417740	0.248177
7	GD16	0.373704	0.293167	3.533503	4.474042	0.247880
8	GD16	0.390317	0.272968	3.830997	4.651284	0.238604
9	GD16	0.388797	0.365611	3.696936	4.407913	0.129584
10	GD16	0.331256	0.412532	3.490286	4.345300	0.225036
