rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.627529	-0.680240	3.141155	0.000000	-0.174693	-0.213801	23713.430125	25743.716570
2	AG111	0.647465	-0.208667	3.141155	0.000000	-0.036363	-0.213801	23039.635386	25394.297500
3	AG111	0.591562	-0.230474	3.141155	0.000000	-0.102850	-0.213801	24000.610300	24269.451627
4	AG111	0.590971	-0.046044	3.141155	0.000000	-0.124885	-0.213801	23651.255093	24324.366182
5	AG111	0.587767	-0.224331	3.141155	0.000000	-0.126631	-0.213801	23597.482989	24871.083628
6	AG111	0.606446	-0.001842	3.141155	0.000000	-0.126976	-0.213801	23687.278773	24183.211357
7	AG111	0.623551	-0.238436	3.141155	0.000000	-0.140176	-0.213801	23479.893429	24780.745705
8	AG111	0.586034	-0.618422	3.141155	0.000000	-0.211240	-0.213801	23791.766237	25273.308715
9	AG111	0.625102	-0.316008	3.141155	0.000000	-0.204556	-0.213801	23305.921207	25327.928146
10	AG111	0.576098	-0.112203	3.141155	0.000000	-0.135232	-0.213801	23824.825733	24919.127162
1	AG112	0.750991	0.008947	3.141155	0.000000	-0.220930	-0.213801	23509.565917	24633.427098
2	AG112	0.765676	0.232195	3.141155	0.000000	-0.270012	-0.213801	23738.575078	24761.016657
3	AG112	0.737058	0.198394	3.141155	0.000000	-0.214380	-0.213801	24213.252903	25498.697223
4	AG112	0.726017	0.174077	3.141155	0.000000	-0.265947	-0.213801	24871.235075	24285.379541
5	AG112	0.780021	0.006539	3.141155	0.000000	-0.251901	-0.213801	22894.982275	24254.310020
6	AG112	0.717155	0.242369	3.141155	0.000000	-0.236413	-0.213801	22983.576683	25387.894416
7	AG112	0.807147	0.029375	3.141155	0.000000	-0.231019	-0.213801	23582.321879	23726.814657
8	AG112	0.781765	0.389796	3.141155	0.000000	-0.218903	-0.213801	24844.339330	23906.714916
9	AG112	0.793863	-0.060974	3.141155	0.000000	-0.281063	-0.213801	23181.416489	25922.776511
10	AG112	0.764588	-0.155198	3.141155	0.000000	-0.234908	-0.213801	23861.671837	25308.789862
1	AG139	0.600072	0.282881	3.141155	0.000000	-0.151309	-0.213801	22767.832180	24151.424224
2	AG139	0.614909	0.366829	3.141155	0.000000	-0.154524	-0.213801	23396.137112	24733.067398
3	AG139	0.578635	0.506200	3.141155	0.000000	-0.164535	-0.213801	24874.921289	24332.775199
4	AG139	0.617748	0.183145	3.141155	0.000000	-0.156778	-0.213801	23355.353622	25022.688016
5	AG139	0.582163	0.440040	3.141155	0.000000	-0.138184	-0.213801	24129.746590	25250.411616
6	AG139	0.536829	0.023618	3.141155	0.000000	-0.167459	-0.213801	23556.349396	24867.853491
7	AG139	0.608933	0.258302	3.141155	0.000000	-0.157765	-0.213801	23394.861597	23858.705725
8	AG139	0.615035	0.177338	3.141155	0.000000	-0.111650	-0.213801	23757.328872	24198.978006
9	AG139	0.602368	0.388058	3.141155	0.000000	-0.213530	-0.213801	23739.357586	24307.442358
10	AG139	0.587702	0.223492	3.141155	0.000000	-0.198202	-0.213801	23521.287012	24849.420844
1	AG142	0.766112	0.479506	3.141155	0.000000	-0.145662	-0.213801	23255.598137	26002.738463
2	AG142	0.758904	0.202894	3.141155	0.000000	-0.208398	-0.213801	23683.644276	24370.709573
3	AG142	0.802235	0.864568	3.141155	0.000000	-0.156784	-0.213801	24057.728029	25792.470399
4	AG142	0.767187	0.569015	3.141155	0.000000	-0.210646	-0.213801	22978.056919	25245.557913
5	AG142	0.781068	0.912759	3.141155	0.000000	-0.186343	-0.213801	23423.812107	24171.070890
6	AG142	0.733738	0.600627	3.141155	0.000000	-0.223340	-0.213801	23251.705075	25155.356461
7	AG142	0.733691	0.419945	3.141155	0.000000	-0.215466	-0.213801	23219.732125	24589.145888
8	AG142	0.781691	0.357795	3.141155	0.000000	-0.203449	-0.213801	23904.791937	25993.882752
9	AG142	0.774640	0.527038	3.141155	0.000000	-0.175624	-0.213801	23928.894233	25988.025555
10	AG142	0.705831	0.388826	3.141155	0.000000	-0.193860	-0.213801	24424.817383	23697.516295
1	GD14	0.614631	-0.350837	3.141155	0.000000	-0.345240	-0.213801	24056.348164	25299.331165
2	GD14	0.650580	0.115884	3.141155	0.000000	-0.298571	-0.213801	23308.319107	24040.208562
3	GD14	0.654256	-0.108999	3.141155	0.000000	-0.290174	-0.213801	23935.956437	23657.418926
4	GD14	0.651382	0.031161	3.141155	0.000000	-0.400699	-0.213801	23008.027885	25012.664731
5	GD14	0.660054	-0.063514	3.141155	0.000000	-0.297140	-0.213801	24122.973032	24028.856889
6	GD14	0.666261	-0.208358	3.141155	0.000000	-0.347113	-0.213801	23508.684859	25323.523553
7	GD14	0.650000	-0.148655	3.141155	0.000000	-0.316398	-0.213801	24005.674571	23950.860277
8	GD14	0.645762	0.004137	3.141155	0.000000	-0.272406	-0.213801	23330.851013	24332.591155
9	GD14	0.598903	0.175099	3.141155	0.000000	-0.366719	-0.213801	23907.416616	26227.378698
10	GD14	0.634421	0.035861	3.141155	0.000000	-0.341285	-0.213801	23652.688533	24072.810527
1	GD15	0.678730	-0.240398	3.141155	0.000000	-0.139661	-0.213801	23499.309284	25470.410386
2	GD15	0.646733	-0.356064	3.141155	0.000000	-0.172790	-0.213801	23663.359064	23445.014845
3	GD15	0.589812	0.113852	3.141155	0.000000	-0.125404	-0.213801	23095.540208	24989.916050
4	GD15	0.628458	0.130922	3.141155	0.000000	-0.158883	-0.213801	23953.626086	23605.634694
5	GD15	0.645626	-0.282919	3.141155	0.000000	-0.153675	-0.213801	23523.004520	24741.220381
6	GD15	0.668017	0.317726	3.141155	0.000000	-0.163684	-0.213801	23231.707850	24409.596142
7	GD15	0.620207	0.194147	3.141155	0.000000	-0.139286	-0.213801	24185.723330	25095.785109
8	GD15	0.621110	0.188071	3.141155	0.000000	-0.175457	-0.213801	24100.063623	23640.613770
9	GD15	0.601331	0.046147	3.141155	0.000000	-0.155605	-0.213801	24113.379151	24321.557770
10	GD15	0.614624	0.164849	3.141155	0.000000	-0.175320	-0.213801	23848.545644	25450.497284
1	GD16	0.413151	0.404925	3.141155	0.000000	-0.093224	-0.213801	24066.007862	24661.818211
2	GD16	0.404670	0.047957	3.141155	0.000000	-0.099362	-0.213801	23691.104783	24907.302114
3	GD16	0.397681	0.145286	3.141155	0.000000	-0.136518	-0.213801	23185.869370	23210.996857
