rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.004258	-0.680240	0.000000	0.000000	-0.174693	0.000000	0.005064	0.043370
2	AG111	0.015677	-0.208667	0.000000	0.000000	-0.036363	0.000000	-0.023762	0.029704
3	AG111	-0.040226	-0.230474	0.000000	0.000000	-0.102850	0.000000	0.017101	-0.015602
4	AG111	-0.040817	-0.046044	0.000000	0.000000	-0.124885	0.000000	0.002438	-0.013342
5	AG111	-0.044021	-0.224331	0.000000	0.000000	-0.126631	0.000000	0.000162	0.008885
6	AG111	-0.025341	-0.001842	0.000000	0.000000	-0.126976	0.000000	0.003960	-0.019162
7	AG111	-0.008236	-0.238436	0.000000	0.000000	-0.140176	0.000000	-0.004834	0.005246
8	AG111	-0.045754	-0.618422	0.000000	0.000000	-0.211240	0.000000	0.008362	0.024928
9	AG111	-0.006685	-0.316008	0.000000	0.000000	-0.204556	0.000000	-0.012271	0.027087
10	AG111	-0.055690	-0.112203	0.000000	0.000000	-0.135232	0.000000	0.009750	0.010815
1	AG112	0.119204	0.008947	0.000000	0.000000	-0.220930	0.000000	-0.003571	-0.000716
2	AG112	0.133888	0.232195	0.000000	0.000000	-0.270012	0.000000	0.006123	0.004450
3	AG112	0.105270	0.198394	0.000000	0.000000	-0.214380	0.000000	0.025922	0.033807
4	AG112	0.094230	0.174077	0.000000	0.000000	-0.265947	0.000000	0.052734	-0.014946
5	AG112	0.148233	0.006539	0.000000	0.000000	-0.251901	0.000000	-0.030060	-0.016227
6	AG112	0.085367	0.242369	0.000000	0.000000	-0.236413	0.000000	-0.026198	0.029452
7	AG112	0.175360	0.029375	0.000000	0.000000	-0.231019	0.000000	-0.000481	-0.038215
8	AG112	0.149977	0.389796	0.000000	0.000000	-0.218903	0.000000	0.051652	-0.030661
9	AG112	0.162075	-0.060974	0.000000	0.000000	-0.281063	0.000000	-0.017627	0.050301
10	AG112	0.132800	-0.155198	0.000000	0.000000	-0.234908	0.000000	0.011295	0.026331
1	AG139	-0.031716	0.282881	0.000000	0.000000	-0.151309	0.000000	-0.035629	-0.020477
2	AG139	-0.016879	0.366829	0.000000	0.000000	-0.154524	0.000000	-0.008407	0.003320
