rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.009088	-0.658764	0.000000	-354334593712951996186624.000000	346.611713	0.000000
2	AG111	-0.032653	-0.284537	0.000000	4083159992445785759285248.000000	192.491008	0.000000
3	AG111	0.020695	-0.666401	0.000000	1885107688992304204349440.000000	402.291646	0.000000
4	AG111	0.006841	-0.900298	0.000000	239619060155320702599168.000000	155.218513	0.000000
5	AG111	0.014098	-0.647200	0.000000	166986011667620329160704.000000	228.053377	0.000000
6	AG111	0.000986	-0.713896	0.000000	1313646480831743818465280.000000	168.432663	0.000000
7	AG111	-0.020656	-0.708889	0.000000	1250203687947822673428480.000000	366.185139	0.000000
8	AG111	-0.018659	-0.807757	0.000000	-3285773246035073192427520.000000	68.353605	0.000000
9	AG111	-0.013846	-0.238942	0.000000	4012963615590274106916864.000000	165.589444	0.000000
10	AG111	-0.013520	-0.954588	0.000000	450323740010587527053312.000000	675.294325	0.000000
1	AG112	0.173078	0.264455	0.000000	-3384468427664573494984704.000000	182.453001	0.000000
2	AG112	0.158649	0.207203	0.000000	-2830789376683937714143232.000000	126.412295	0.000000
3	AG112	0.110974	0.129798	0.000000	1344169414415289749078016.000000	316.265976	0.000000
4	AG112	0.173392	-0.232770	0.000000	-2117427818396199606550528.000000	209.396595	0.000000
5	AG112	0.122081	-0.285153	0.000000	2445049326323602749915136.000000	392.655265	0.000000
6	AG112	0.134057	-0.352751	0.000000	735266157767268912594944.000000	158.817660	0.000000
7	AG112	0.221112	0.299076	0.000000	-2232481679427665188093952.000000	86.495847	0.000000
8	AG112	0.116890	-0.000751	0.000000	-335107299242256858349568.000000	184.813367	0.000000
9	AG112	0.087450	0.223978	0.000000	-6074356251265046895656960.000000	250.437303	0.000000
10	AG112	0.155832	-0.114177	0.000000	1551205575663354472562688.000000	65.804549	0.000000
1	AG139	0.000405	-0.237891	0.000000	863545340071489715568640.000000	271.425588	0.000000
2	AG139	-0.003074	-0.086301	0.000000	5742608251214523871002624.000000	73.259863	0.000000
3	AG139	-0.068783	-0.012107	0.000000	2946221365046093629358080.000000	221.687931	0.000000
4	AG139	-0.018412	0.090416	0.000000	-3263651087392018238799872.000000	677.902163	0.000000
5	AG139	-0.047605	0.083460	0.000000	-797170759184234751983616.000000	225.001890	0.000000
6	AG139	-0.067074	-0.071321	0.000000	328213074339517624745984.000000	148.102716	0.000000
7	AG139	-0.010545	-0.152054	0.000000	1256315024488784262594560.000000	339.815218	0.000000
8	AG139	-0.056624	-0.006988	0.000000	-1924787329358003945078784.000000	223.683738	0.000000
9	AG139	-0.021223	-0.173070	0.000000	-400734987236697459130368.000000	489.634367	0.000000
10	AG139	-0.070286	0.497892	0.000000	-5338169173656896198934528.000000	550.229931	0.000000
1	AG142	0.130090	0.237723	0.000000	3858332119337993169272832.000000	343.490232	0.000000
2	AG142	0.109385	0.638827	0.000000	2320127955178330714537984.000000	371.836809	0.000000
3	AG142	0.096490	-0.319094	0.000000	3298997509496058784251904.000000	56.165804	0.000000
4	AG142	0.140430	0.184534	0.000000	-2553211523406465997996032.000000	403.859408	0.000000
5	AG142	0.155664	0.579376	0.000000	-2808169944798436433854464.000000	112.388117	0.000000
6	AG142	0.124291	0.369419	0.000000	2378716020638535917764608.000000	368.381280	0.000000
7	AG142	0.108761	0.447418	0.000000	540198345639684504289280.000000	265.916473	0.000000
8	AG142	0.129468	0.355112	0.000000	4151076034552528073916416.000000	198.074364	0.000000
9	AG142	0.104858	0.243251	0.000000	159002605853957387452416.000000	178.805326	0.000000
10	AG142	0.111587	0.915833	0.000000	-3029246537435443756007424.000000	465.826758	0.000000
1	GD14	0.040077	0.841324	0.000000	84032275785627461484544.000000	87.211250	0.000000
2	GD14	-0.044520	0.072576	0.000000	2685912527551711147982848.000000	70.861448	0.000000
3	GD14	0.013207	0.418213	0.000000	-1595027054135372935069696.000000	206.074263	0.000000
4	GD14	0.032289	0.286382	0.000000	-1994154677027596820021248.000000	665.676404	0.000000
5	GD14	-0.015604	0.330722	0.000000	-4027085480870563979198464.000000	379.125979	0.000000
6	GD14	-0.050943	1.452621	0.000000	1843772391773644966068224.000000	304.204709	0.000000
7	GD14	0.014824	0.033589	0.000000	682139266446159327002624.000000	122.805878	0.000000
8	GD14	-0.022649	0.290437	0.000000	4179992330058632322351104.000000	99.670914	0.000000
9	GD14	0.002381	0.686611	0.000000	-995039833990259168772096.000000	428.063050	0.000000
10	GD14	0.019203	0.591170	0.000000	-510235122491202220326912.000000	513.839121	0.000000
1	GD15	0.037982	-0.256186	0.000000	407095767686823299514368.000000	147.015712	0.000000
2	GD15	-0.036129	-0.374357	0.000000	-2423415640205861947703296.000000	166.763101	0.000000
