rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.582437	-0.194636	3.973716	0.000000	0.180068	0.231631	24322.291578	25037.882506
2	AG111	0.629181	-0.494868	3.973716	0.000000	0.060804	0.231631	23666.302340	24672.561079
3	AG111	0.652881	-0.657175	3.973716	0.000000	-0.038646	0.231631	24103.924623	24659.868683
4	AG111	0.636314	0.123293	3.973716	0.000000	0.161699	0.231631	23567.667782	24299.675340
5	AG111	0.574658	-0.238027	3.973716	0.000000	0.026682	0.231631	24587.033337	24174.534924
6	AG111	0.599075	-0.002769	3.973716	0.000000	0.017773	0.231631	23573.838485	24778.023697
7	AG111	0.686217	-0.614521	3.973716	0.000000	-0.033792	0.231631	24303.606697	24611.730965
8	AG111	0.601092	-0.486946	3.973716	0.000000	0.177758	0.231631	23781.291861	24382.083639
9	AG111	0.564333	-0.002991	3.973716	0.000000	0.041603	0.231631	23143.413763	24863.503772
10	AG111	0.664196	-0.593872	3.973716	0.000000	0.105684	0.231631	24340.487131	24630.993881
1	AG112	0.798847	0.243362	3.973716	0.000000	0.003678	0.231631	23685.226097	25113.138426
2	AG112	0.779735	0.429534	3.973716	0.000000	-0.109334	0.231631	24080.261409	23144.211491
3	AG112	0.831815	0.114834	3.973716	0.000000	0.067643	0.231631	24030.124179	24935.373714
4	AG112	0.790355	0.077357	3.973716	0.000000	-0.098791	0.231631	23219.698911	23855.318237
5	AG112	0.717500	0.097110	3.973716	0.000000	-0.085925	0.231631	24102.114430	24981.927091
6	AG112	0.768524	0.009202	3.973716	0.000000	-0.004666	0.231631	24002.828853	23790.533627
7	AG112	0.695155	-0.059651	3.973716	0.000000	-0.121999	0.231631	24072.498014	24709.032310
8	AG112	0.774605	0.033659	3.973716	0.000000	-0.037403	0.231631	23654.574223	25121.530959
9	AG112	0.733629	-0.048242	3.973716	0.000000	-0.095510	0.231631	24079.419027	24680.523042
10	AG112	0.739519	-0.012387	3.973716	0.000000	-0.066923	0.231631	23640.699182	25596.911195
1	AG139	0.612345	-0.121926	3.973716	0.000000	-0.003898	0.231631	23969.398352	24886.738388
2	AG139	0.583007	-0.069314	3.973716	0.000000	0.042933	0.231631	23792.652174	24942.710745
3	AG139	0.551673	0.212004	3.973716	0.000000	-0.012116	0.231631	23087.899265	24798.988058
4	AG139	0.634352	0.224827	3.973716	0.000000	0.039208	0.231631	23737.463379	25242.686230
5	AG139	0.629071	0.153247	3.973716	0.000000	-0.022827	0.231631	23031.021442	25052.860009
6	AG139	0.581043	-0.077869	3.973716	0.000000	-0.031401	0.231631	23931.187708	24595.063599
7	AG139	0.604016	0.057298	3.973716	0.000000	0.096286	0.231631	23779.529441	24896.653702
8	AG139	0.608596	0.076950	3.973716	0.000000	0.059624	0.231631	23310.841274	24128.264779
9	AG139	0.562449	-0.061489	3.973716	0.000000	-0.019930	0.231631	23615.446353	24614.009411
10	AG139	0.558205	0.086422	3.973716	0.000000	-0.045730	0.231631	23593.802441	25097.536731
1	AG142	0.781123	0.210847	3.973716	0.000000	0.069677	0.231631	23100.105873	25353.367221
2	AG142	0.739042	0.215792	3.973716	0.000000	0.011991	0.231631	24021.000636	25454.613429
3	AG142	0.791812	0.314580	3.973716	0.000000	0.126750	0.231631	23370.044339	25234.819122
4	AG142	0.789253	0.408036	3.973716	0.000000	-0.029356	0.231631	24410.631167	23975.839941
5	AG142	0.803064	0.485856	3.973716	0.000000	0.072011	0.231631	23564.368787	24703.760425
6	AG142	0.839533	0.132522	3.973716	0.000000	0.049589	0.231631	23449.809240	25401.483923
7	AG142	0.715358	0.327324	3.973716	0.000000	-0.062209	0.231631	24379.798326	24316.618154
8	AG142	0.770214	0.366072	3.973716	0.000000	0.108516	0.231631	23918.514573	24648.872593
9	AG142	0.856802	0.224996	3.973716	0.000000	0.030589	0.231631	24226.200731	25146.250659
10	AG142	0.726106	0.214739	3.973716	0.000000	-0.000180	0.231631	24050.925453	25695.850644
1	GD14	0.634234	0.175585	3.973716	0.000000	-0.153517	0.231631	23302.125886	23976.543519
2	GD14	0.672015	-0.052875	3.973716	0.000000	-0.115823	0.231631	22676.009837	25996.880776
3	GD14	0.676192	0.157790	3.973716	0.000000	-0.037370	0.231631	22924.432292	25376.398693
4	GD14	0.637027	-0.086599	3.973716	0.000000	-0.107657	0.231631	23726.847123	24005.256275
5	GD14	0.640096	-0.279546	3.973716	0.000000	-0.108161	0.231631	23394.973500	25156.439511
6	GD14	0.623979	-0.035458	3.973716	0.000000	-0.160629	0.231631	23433.923964	24677.923781
7	GD14	0.602395	0.062786	3.973716	0.000000	-0.127060	0.231631	23526.048564	25995.710606
8	GD14	0.631873	0.073498	3.973716	0.000000	-0.098689	0.231631	23220.690528	23714.308599
9	GD14	0.650923	-0.344021	3.973716	0.000000	-0.142033	0.231631	24072.794513	24717.428076
10	GD14	0.604058	-0.020615	3.973716	0.000000	-0.164364	0.231631	23077.813372	24435.213339
1	GD15	0.603550	-0.225078	3.973716	0.000000	0.046752	0.231631	24112.241884	24959.909862
2	GD15	0.636422	-0.074647	3.973716	0.000000	0.133737	0.231631	23063.564612	24690.729974
3	GD15	0.604055	0.131562	3.973716	0.000000	0.085292	0.231631	23788.208023	24564.336053
4	GD15	0.597885	-0.229877	3.973716	0.000000	-0.057846	0.231631	23389.857047	24609.148939
5	GD15	0.608055	0.005975	3.973716	0.000000	0.157407	0.231631	23221.692369	26127.553069
6	GD15	0.620726	-0.069692	3.973716	0.000000	0.007955	0.231631	23992.056495	25297.828812
7	GD15	0.648676	0.245613	3.973716	0.000000	0.155990	0.231631	22624.902710	24405.946473
8	GD15	0.645467	-0.078011	3.973716	0.000000	-0.000367	0.231631	23767.738807	23909.823805
9	GD15	0.594739	0.103834	3.973716	0.000000	0.017271	0.231631	24037.754509	24740.978640
10	GD15	0.639953	-0.023346	3.973716	0.000000	0.042398	0.231631	23569.547804	24685.474956
