rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.035864	-0.158591	0.000000	0.000000	-0.012879	-0.087677
2	AG111	-0.035764	-0.624611	0.000000	0.000000	-0.027429	-0.208773
3	AG111	-0.030074	-0.294265	0.000000	0.000000	0.023803	-0.062950
4	AG111	0.007963	-0.565439	0.000000	0.000000	-0.007093	-0.203238
5	AG111	0.022802	-0.490713	0.000000	0.000000	0.020027	-0.163772
6	AG111	-0.038295	-0.347978	0.000000	0.000000	-0.004313	-0.261085
7	AG111	-0.027332	-0.224385	0.000000	0.000000	0.030509	-0.121469
8	AG111	-0.004523	-0.450895	0.000000	0.000000	0.022849	0.007657
9	AG111	-0.022557	-0.158813	0.000000	0.000000	0.003714	-0.230505
10	AG111	-0.021110	-0.095060	0.000000	0.000000	0.013478	-0.053252
1	AG112	0.119175	-0.081195	0.000000	0.000000	0.010706	0.125341
2	AG112	0.163523	0.289358	0.000000	0.000000	-0.032906	-0.044918
3	AG112	0.143883	0.108354	0.000000	0.000000	-0.051097	-0.089875
4	AG112	0.110965	0.181079	0.000000	0.000000	-0.019329	0.020894
5	AG112	0.075093	-0.101796	0.000000	0.000000	-0.029664	0.316329
6	AG112	0.126769	0.070814	0.000000	0.000000	-0.021060	-0.008639
7	AG112	0.140868	0.149256	0.000000	0.000000	0.074613	0.050799
8	AG112	0.148045	0.179348	0.000000	0.000000	-0.022428	0.085086
9	AG112	0.188203	-0.164387	0.000000	0.000000	-0.066643	-0.024675
10	AG112	0.091111	-0.011856	0.000000	0.000000	0.007703	0.086916
1	AG139	-0.083983	-0.200552	0.000000	0.000000	0.031364	0.160979
2	AG139	-0.078031	0.105728	0.000000	0.000000	0.029977	0.039964
3	AG139	-0.051742	-0.086546	0.000000	0.000000	-0.038456	-0.054093
4	AG139	-0.004721	0.172232	0.000000	0.000000	-0.012584	-0.177454
5	AG139	-0.045899	-0.045463	0.000000	0.000000	-0.027924	-0.027526
6	AG139	-0.013917	-0.135464	0.000000	0.000000	0.046007	0.141766
7	AG139	-0.042795	-0.226847	0.000000	0.000000	-0.013260	0.044797
8	AG139	-0.075048	0.060143	0.000000	0.000000	0.024815	-0.137015
9	AG139	-0.071812	0.323897	0.000000	0.000000	0.004571	-0.173947
10	AG139	-0.011821	0.146857	0.000000	0.000000	-0.057494	-0.137517
1	AG142	0.147093	0.263289	0.000000	0.000000	-0.025699	-0.068185
2	AG142	0.122971	0.398110	0.000000	0.000000	-0.026621	-0.106786
3	AG142	0.137498	0.399444	0.000000	0.000000	0.021304	0.008618
4	AG142	0.161763	0.279999	0.000000	0.000000	0.002757	-0.031339
5	AG142	0.144239	0.161757	0.000000	0.000000	0.016074	0.052927
6	AG142	0.118405	0.340172	0.000000	0.000000	0.042995	0.062196
7	AG142	0.128073	0.153040	0.000000	0.000000	-0.021349	0.019284
8	AG142	0.092048	0.602262	0.000000	0.000000	-0.059551	-0.056011
9	AG142	0.146354	0.601381	0.000000	0.000000	-0.040943	-0.118339
10	AG142	0.143433	0.071846	0.000000	0.000000	0.000972	0.032130
1	GD14	0.022384	0.006368	0.000000	0.000000	-0.019473	0.189253
2	GD14	0.005288	-0.185728	0.000000	0.000000	0.042277	0.309044
3	GD14	-0.011123	0.067558	0.000000	0.000000	-0.027981	0.251277
4	GD14	-0.003708	0.088435	0.000000	0.000000	0.026249	0.240432
5	GD14	-0.044345	0.097968	0.000000	0.000000	-0.036573	0.262483
6	GD14	0.035621	-0.155891	0.000000	0.000000	-0.039327	0.116756
7	GD14	-0.005618	-0.071233	0.000000	0.000000	-0.005436	0.226193
8	GD14	0.025650	-0.131784	0.000000	0.000000	-0.034132	0.178301
9	GD14	-0.004107	-0.095241	0.000000	0.000000	-0.057772	0.238954
10	GD14	-0.014953	-0.156500	0.000000	0.000000	0.000292	0.308145
1	GD15	-0.044087	0.322877	0.000000	0.000000	-0.020629	-0.130390
2	GD15	-0.007676	-0.231308	0.000000	0.000000	-0.024518	-0.079999
3	GD15	-0.055381	-0.194379	0.000000	0.000000	-0.030541	-0.007592
4	GD15	-0.031813	-0.131300	0.000000	0.000000	0.023414	0.009554
5	GD15	-0.023784	-0.099068	0.000000	0.000000	0.000714	-0.008968
6	GD15	-0.053276	-0.357763	0.000000	0.000000	0.011071	-0.058352
7	GD15	0.023205	-0.298508	0.000000	0.000000	-0.018707	-0.030644
8	GD15	-0.044856	0.095849	0.000000	0.000000	0.010389	-0.088350
9	GD15	-0.025715	-0.073484	0.000000	0.000000	0.024153	0.027538
10	GD15	0.000274	0.124690	0.000000	0.000000	-0.048513	-0.075656
1	GD16	-0.177542	0.101909	0.000000	0.000000	-0.014145	-0.286484
2	GD16	-0.223407	-0.070756	0.000000	0.000000	-0.005916	-0.088339
3	GD16	-0.248035	-0.191637	0.000000	0.000000	0.009758	0.115434
4	GD16	-0.263954	-0.003808	0.000000	0.000000	-0.029680	-0.265192
5	GD16	-0.201980	-0.094388	0.000000	0.000000	-0.029359	-0.065504
6	GD16	-0.209831	-0.128473	0.000000	0.000000	0.034790	-0.079971
7	GD16	-0.232755	0.137804	0.000000	0.000000	0.025050	0.007186
8	GD16	-0.250438	-0.145648	0.000000	0.000000	-0.015017	-0.152686
9	GD16	-0.259465	0.013703	0.000000	0.000000	0.027625	0.070678
10	GD16	-0.206534	-0.000073	0.000000	0.000000	-0.004027	-0.126300
