rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	0.002535	-0.226445	-0.068884	0.011351	-0.264612
2	AG111	-0.027738	-0.085532	-0.044030	0.002816	-0.145566
3	AG111	-0.005859	0.005840	-0.179773	-0.004287	0.074178
4	AG111	0.003179	-0.090430	-0.217547	-0.003548	-0.089432
5	AG111	-0.019150	-0.249882	0.076345	0.009327	-0.027296
6	AG111	-0.036504	-0.143360	-0.052788	0.001523	-0.128029
7	AG111	-0.045491	-0.022995	0.154873	-0.011147	-0.112009
8	AG111	-0.042512	-0.389207	-0.158042	0.002786	0.075570
9	AG111	-0.016995	-0.346711	0.172479	-0.015278	-0.168917
10	AG111	-0.060141	-0.171604	-0.029103	0.000184	-0.042164
1	AG112	0.145376	0.114851	-0.025955	0.005157	0.101090
2	AG112	0.120519	0.109758	0.030066	0.002193	0.037635
3	AG112	0.146646	0.168752	0.171950	0.000459	0.000990
4	AG112	0.111710	-0.045340	0.001982	-0.019673	0.024964
5	AG112	0.153273	0.056513	-0.008750	-0.010032	-0.016378
6	AG112	0.135806	0.082925	-0.085333	-0.008569	0.030463
7	AG112	0.130257	-0.088849	0.112920	0.000872	0.064222
8	AG112	0.098696	0.178098	-0.001886	-0.000079	0.005399
9	AG112	0.091179	-0.005174	0.088496	0.003035	0.226710
10	AG112	0.120992	0.256067	0.008308	-0.003616	0.073692
1	AG139	-0.062487	-0.090220	-0.080219	-0.005097	0.038085
2	AG139	-0.040985	0.128745	-0.181732	-0.026578	-0.018500
3	AG139	-0.089272	0.152968	-0.104708	0.004945	0.002594
4	AG139	-0.014093	-0.032223	0.004990	-0.006588	0.036781
5	AG139	-0.107450	0.011470	-0.206411	-0.006720	0.139780
6	AG139	-0.054389	0.208386	0.048968	-0.014974	-0.080665
7	AG139	-0.025791	-0.086739	0.043234	-0.001802	0.007655
8	AG139	-0.036089	-0.053323	-0.118228	0.018938	0.124274
9	AG139	-0.043567	-0.130236	0.097292	-0.008072	0.046397
10	AG139	-0.035841	0.166764	-0.138253	0.000247	0.020220
1	AG142	0.134962	0.234080	-0.314883	-0.008485	0.027937
2	AG142	0.145722	0.310247	0.010605	0.005743	-0.108257
3	AG142	0.183036	0.182698	-0.011007	-0.006617	-0.077345
4	AG142	0.131739	0.343364	0.028262	-0.002826	-0.071283
5	AG142	0.134941	0.280788	0.118213	-0.016396	-0.182944
6	AG142	0.136523	0.316582	-0.113076	0.004913	0.021327
7	AG142	0.111489	0.273851	-0.189639	0.018823	0.073351
8	AG142	0.109413	0.302936	0.077101	0.003833	-0.044620
9	AG142	0.139944	0.217421	0.148931	0.015791	-0.027866
10	AG142	0.110715	0.150410	0.241358	0.011010	0.046084
1	GD14	0.055258	-0.076711	-0.085422	0.003517	0.350635
2	GD14	-0.001785	-0.065633	0.074342	-0.000621	0.169667
3	GD14	-0.001778	-0.001375	-0.023345	0.005751	0.203974
4	GD14	0.005869	-0.049969	-0.026903	0.001597	0.263379
5	GD14	0.010859	-0.099536	0.067048	0.005224	0.299808
6	GD14	0.009997	0.083304	-0.065597	-0.007922	0.207879
7	GD14	-0.002662	0.011061	0.114579	0.000529	0.102591
8	GD14	0.012492	-0.030588	0.184109	0.001879	0.224230
9	GD14	-0.001157	0.016877	0.007977	0.001096	0.249358
10	GD14	0.015396	0.004734	0.027289	-0.010435	0.127845
1	GD15	0.005046	0.208111	-0.013159	-0.000154	-0.180089
2	GD15	-0.062692	-0.055192	0.158058	0.005498	0.009655
3	GD15	0.023969	-0.156665	-0.070965	0.010587	-0.033954
4	GD15	-0.025818	-0.088519	0.139105	-0.014235	-0.165237
5	GD15	0.012620	0.013059	-0.091600	-0.007415	-0.034081
6	GD15	-0.008427	-0.095063	-0.110296	-0.004035	-0.164468
7	GD15	-0.035397	0.094236	-0.025313	0.006369	-0.024463
8	GD15	0.008919	0.162854	-0.055916	0.016151	-0.050915
9	GD15	-0.029453	-0.114717	-0.221655	-0.008706	0.063343
10	GD15	-0.005976	-0.127837	0.160748	-0.002685	-0.027529
1	GD16	-0.216499	0.210566	-0.085434	0.000183	-0.140277
2	GD16	-0.196083	-0.122227	-0.138410	-0.011148	-0.119992
3	GD16	-0.254463	0.070032	0.176424	0.004771	-0.068705
4	GD16	-0.237607	-0.100274	0.079923	-0.009076	-0.112540
5	GD16	-0.244849	-0.069663	0.132633	-0.001420	0.028888
6	GD16	-0.248947	0.003456	0.177996	0.004535	-0.106773
7	GD16	-0.238829	-0.074383	-0.015866	0.007186	0.031797
8	GD16	-0.248727	-0.088279	-0.092558	-0.003440	-0.008590
9	GD16	-0.227426	0.102435	0.025901	-0.001117	-0.194704
10	GD16	-0.189818	0.021205	-0.059720	0.006770	-0.202701
