parameter	value	se_sa	rse_sa
rhoS_pop	0.61974346651267931	0.04587260790335015	7.40187035153062567
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	1.64714717321796345	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.21518531953915954	nan	nan
omega_rhoS	0.11748486972020664	0.03323524380700432	28.28895660024558367
omega_deltaSC	0.27932840164536160	0.23933824893792743	85.68346345309844025
omega_rhoC	0.24149085764793640	0.08909368201971127	36.89319044516325619
omega_deltaCB	0.11483509542778421	0.07555181493355517	65.79157238656807749
b1	0.16433089679544260	0.02162488483264428	13.15935423851712294
b2	0.18988930902796849	0.02655940207441653	13.98678114653871596
b3	0.28259711149638606	0.05612448193873138	19.86024614389914689
