rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.019140	-0.471335	0.000000	-0.001128	0.107263	-0.027067
2	AG111	-0.060188	-0.318986	0.000000	-0.018106	-0.005413	-0.017894
3	AG111	-0.025017	-0.410969	0.000000	0.159636	0.064286	0.002562
4	AG111	-0.039938	-0.318763	0.000000	-0.006662	-0.033773	0.003666
5	AG111	-0.028782	-0.611442	0.000000	0.086139	-0.018728	0.005881
6	AG111	-0.041267	-0.502979	0.000000	0.032723	-0.034206	0.017387
7	AG111	-0.017315	-0.615342	0.000000	0.072596	0.052145	-0.014335
8	AG111	0.052064	-0.411045	0.000000	-0.164422	0.046394	-0.014270
9	AG111	-0.053139	0.061160	0.000000	-0.103250	-0.030060	-0.025333
10	AG111	-0.011603	-0.418874	0.000000	-0.148164	-0.019378	-0.002486
1	AG112	0.150256	-0.118307	0.000000	-0.012234	-0.085092	0.028567
2	AG112	0.133759	-0.396104	0.000000	-0.079630	-0.122409	0.023155
3	AG112	0.111079	-0.251188	0.000000	-0.006904	-0.136259	0.016304
4	AG112	0.127036	-0.054245	0.000000	-0.182176	-0.073099	0.083301
5	AG112	0.134113	0.181219	0.000000	-0.013404	0.005162	0.016902
6	AG112	0.116852	0.018969	0.000000	0.064493	-0.000837	0.064187
7	AG112	0.188443	0.002624	0.000000	0.166625	0.029440	-0.039390
8	AG112	0.097828	0.125866	0.000000	-0.016630	-0.089186	-0.002888
9	AG112	0.151724	0.137098	0.000000	0.059173	-0.036694	0.010484
10	AG112	0.153866	-0.084546	0.000000	0.006100	-0.086931	0.017742
1	AG139	-0.080190	0.031947	0.000000	-0.032874	-0.024851	-0.019396
2	AG139	-0.046898	0.215926	0.000000	-0.024256	0.035842	0.039968
3	AG139	-0.022570	0.155722	0.000000	-0.132202	-0.041448	-0.015528
4	AG139	0.005766	0.223852	0.000000	0.040744	0.025416	-0.020177
5	AG139	0.043963	0.114248	0.000000	-0.180738	0.042155	0.037088
6	AG139	-0.033259	0.189651	0.000000	0.136730	0.046754	-0.039564
7	AG139	-0.024123	0.112405	0.000000	0.044017	0.059082	-0.010058
8	AG139	-0.084573	0.146746	0.000000	-0.117228	-0.045359	0.016783
9	AG139	-0.032873	0.193641	0.000000	0.060646	0.031989	0.020225
10	AG139	-0.060204	-0.043302	0.000000	0.089632	0.027426	-0.000245
1	AG142	0.180388	-0.005718	0.000000	-0.098316	-0.083498	0.027394
2	AG142	0.184723	0.259874	0.000000	0.071092	0.058392	-0.030690
3	AG142	0.159888	0.609096	0.000000	-0.175137	-0.030198	0.017340
4	AG142	0.116548	0.732853	0.000000	-0.047070	-0.038429	0.007854
5	AG142	0.106781	0.121083	0.000000	0.158693	0.102919	0.045875
6	AG142	0.100195	0.239727	0.000000	-0.078706	-0.020649	0.011822
7	AG142	0.150301	0.486495	0.000000	0.061226	-0.005416	-0.005926
8	AG142	0.119147	0.371384	0.000000	0.175235	-0.011666	-0.028004
9	AG142	0.153216	0.273692	0.000000	-0.018080	0.046608	0.013511
10	AG142	0.171315	0.444282	0.000000	-0.042099	0.024600	0.009832
1	GD14	0.026140	-0.165906	0.000000	-0.039202	-0.149342	0.013466
2	GD14	-0.045400	0.430522	0.000000	0.132484	-0.078071	0.024379
3	GD14	0.046570	-0.240520	0.000000	0.128907	-0.106744	0.022096
4	GD14	-0.019333	-0.152817	0.000000	0.104522	-0.147935	-0.021068
5	GD14	-0.041207	-0.148440	0.000000	0.162880	-0.083472	0.016408
6	GD14	0.017714	0.006858	0.000000	-0.154483	-0.198314	0.035034
7	GD14	0.018269	0.070413	0.000000	-0.050226	-0.124001	0.016688
8	GD14	0.047887	0.001195	0.000000	0.107282	-0.064336	-0.055990
9	GD14	0.016881	0.115245	0.000000	-0.005348	-0.131870	0.002955
10	GD14	0.010144	-0.162419	0.000000	0.053248	-0.106155	0.052535
1	GD15	-0.006570	0.079391	0.000000	-0.070911	0.046090	-0.006592
2	GD15	-0.004526	0.122715	0.000000	-0.184290	0.106099	-0.032573
3	GD15	-0.035399	-0.071520	0.000000	0.086237	0.046618	-0.026359
4	GD15	0.004993	-0.118308	0.000000	-0.017156	0.034564	-0.020243
5	GD15	-0.003269	0.253808	0.000000	-0.086196	0.001749	-0.035333
6	GD15	-0.006625	-0.144420	0.000000	-0.135604	0.038443	-0.002793
7	GD15	-0.024657	-0.336060	0.000000	-0.110945	-0.032140	0.026534
8	GD15	-0.010121	0.144993	0.000000	-0.026507	0.055181	0.029128
9	GD15	0.019848	0.080712	0.000000	-0.022980	0.077782	-0.017248
10	GD15	-0.007106	0.212389	0.000000	-0.156713	0.014443	0.018878
1	GD16	-0.202593	-0.165402	0.000000	0.015053	0.114075	0.025785
2	GD16	-0.302643	0.026289	0.000000	-0.015740	0.068135	0.026166
3	GD16	-0.228994	0.410090	0.000000	-0.203193	0.109469	-0.006122
4	GD16	-0.231246	-0.017357	0.000000	-0.062043	0.005667	-0.035574
5	GD16	-0.263282	0.044786	0.000000	-0.126709	0.005638	-0.097314
6	GD16	-0.229790	-0.215057	0.000000	-0.060613	-0.073601	-0.027194
7	GD16	-0.253659	0.170789	0.000000	0.043804	0.140923	0.022811
8	GD16	-0.225345	0.111010	0.000000	0.188037	0.063100	-0.077103
9	GD16	-0.201107	-0.153843	0.000000	0.021703	0.064050	-0.078803
10	GD16	-0.254898	-0.214700	0.000000	0.051115	-0.024785	-0.042938
