rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.594517	-0.471335	3.554387	-0.001128	0.107263	0.214154
2	AG111	0.553469	-0.318986	3.554387	-0.018106	-0.005413	0.223327
3	AG111	0.588641	-0.410969	3.554387	0.159636	0.064286	0.243783
4	AG111	0.573719	-0.318763	3.554387	-0.006662	-0.033773	0.244887
5	AG111	0.584876	-0.611442	3.554387	0.086139	-0.018728	0.247102
6	AG111	0.572390	-0.502979	3.554387	0.032723	-0.034206	0.258608
7	AG111	0.596343	-0.615342	3.554387	0.072596	0.052145	0.226886
8	AG111	0.665722	-0.411045	3.554387	-0.164422	0.046394	0.226951
9	AG111	0.560519	0.061160	3.554387	-0.103250	-0.030060	0.215888
10	AG111	0.602054	-0.418874	3.554387	-0.148164	-0.019378	0.238735
1	AG112	0.763913	-0.118307	3.554387	-0.012234	-0.085092	0.269788
2	AG112	0.747416	-0.396104	3.554387	-0.079630	-0.122409	0.264377
3	AG112	0.724737	-0.251188	3.554387	-0.006904	-0.136259	0.257525
4	AG112	0.740694	-0.054245	3.554387	-0.182176	-0.073099	0.324522
5	AG112	0.747770	0.181219	3.554387	-0.013404	0.005162	0.258123
6	AG112	0.730510	0.018969	3.554387	0.064493	-0.000837	0.305408
7	AG112	0.802101	0.002624	3.554387	0.166625	0.029440	0.201831
8	AG112	0.711485	0.125866	3.554387	-0.016630	-0.089186	0.238334
9	AG112	0.765381	0.137098	3.554387	0.059173	-0.036694	0.251706
10	AG112	0.767523	-0.084546	3.554387	0.006100	-0.086931	0.258963
1	AG139	0.533467	0.031947	3.554387	-0.032874	-0.024851	0.221825
2	AG139	0.566760	0.215926	3.554387	-0.024256	0.035842	0.281189
3	AG139	0.591087	0.155722	3.554387	-0.132202	-0.041448	0.225693
4	AG139	0.619424	0.223852	3.554387	0.040744	0.025416	0.221044
5	AG139	0.657621	0.114248	3.554387	-0.180738	0.042155	0.278309
6	AG139	0.580399	0.189651	3.554387	0.136730	0.046754	0.201658
7	AG139	0.589534	0.112405	3.554387	0.044017	0.059082	0.231163
8	AG139	0.529085	0.146746	3.554387	-0.117228	-0.045359	0.258004
9	AG139	0.580785	0.193641	3.554387	0.060646	0.031989	0.261446
10	AG139	0.553453	-0.043302	3.554387	0.089632	0.027426	0.240977
1	AG142	0.794046	-0.005718	3.554387	-0.098316	-0.083498	0.268615
2	AG142	0.798380	0.259874	3.554387	0.071092	0.058392	0.210532
3	AG142	0.773545	0.609096	3.554387	-0.175137	-0.030198	0.258561
4	AG142	0.730206	0.732853	3.554387	-0.047070	-0.038429	0.249075
5	AG142	0.720439	0.121083	3.554387	0.158693	0.102919	0.287096
6	AG142	0.713853	0.239727	3.554387	-0.078706	-0.020649	0.253043
7	AG142	0.763959	0.486495	3.554387	0.061226	-0.005416	0.235296
8	AG142	0.732804	0.371384	3.554387	0.175235	-0.011666	0.213217
9	AG142	0.766874	0.273692	3.554387	-0.018080	0.046608	0.254732
10	AG142	0.784973	0.444282	3.554387	-0.042099	0.024600	0.251053
1	GD14	0.639797	-0.165906	3.554387	-0.039202	-0.149342	0.254687
2	GD14	0.568257	0.430522	3.554387	0.132484	-0.078071	0.265601
3	GD14	0.660227	-0.240520	3.554387	0.128907	-0.106744	0.263317
4	GD14	0.594324	-0.152817	3.554387	0.104522	-0.147935	0.220153
5	GD14	0.572450	-0.148440	3.554387	0.162880	-0.083472	0.257629
6	GD14	0.631372	0.006858	3.554387	-0.154483	-0.198314	0.276256
7	GD14	0.631926	0.070413	3.554387	-0.050226	-0.124001	0.257909
8	GD14	0.661544	0.001195	3.554387	0.107282	-0.064336	0.185232
9	GD14	0.630538	0.115245	3.554387	-0.005348	-0.131870	0.244176
10	GD14	0.623801	-0.162419	3.554387	0.053248	-0.106155	0.293756
1	GD15	0.607087	0.079391	3.554387	-0.070911	0.046090	0.234629
2	GD15	0.609131	0.122715	3.554387	-0.184290	0.106099	0.208648
3	GD15	0.578258	-0.071520	3.554387	0.086237	0.046618	0.214862
4	GD15	0.618651	-0.118308	3.554387	-0.017156	0.034564	0.220979
5	GD15	0.610388	0.253808	3.554387	-0.086196	0.001749	0.205888
6	GD15	0.607032	-0.144420	3.554387	-0.135604	0.038443	0.238428
7	GD15	0.589001	-0.336060	3.554387	-0.110945	-0.032140	0.267756
8	GD15	0.603536	0.144993	3.554387	-0.026507	0.055181	0.270349
9	GD15	0.633505	0.080712	3.554387	-0.022980	0.077782	0.223973
10	GD15	0.606551	0.212389	3.554387	-0.156713	0.014443	0.260099
1	GD16	0.411064	-0.165402	3.554387	0.015053	0.114075	0.267006
2	GD16	0.311014	0.026289	3.554387	-0.015740	0.068135	0.267387
3	GD16	0.384664	0.410090	3.554387	-0.203193	0.109469	0.235099
4	GD16	0.382411	-0.017357	3.554387	-0.062043	0.005667	0.205647
5	GD16	0.350376	0.044786	3.554387	-0.126709	0.005638	0.143908
6	GD16	0.383868	-0.215057	3.554387	-0.060613	-0.073601	0.214027
7	GD16	0.359998	0.170789	3.554387	0.043804	0.140923	0.264032
8	GD16	0.388312	0.111010	3.554387	0.188037	0.063100	0.164118
9	GD16	0.412550	-0.153843	3.554387	0.021703	0.064050	0.162418
10	GD16	0.358760	-0.214700	3.554387	0.051115	-0.024785	0.198283
