rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.052487	-0.362751	0.000000	0.000000	0.000000	0.000000
2	AG111	-0.037797	-0.599373	0.000000	0.000000	0.000000	0.000000
3	AG111	-0.011992	-0.637989	0.000000	0.000000	0.000000	0.000000
4	AG111	-0.052361	-0.345829	0.000000	0.000000	0.000000	0.000000
5	AG111	-0.013646	-0.402924	0.000000	0.000000	0.000000	0.000000
6	AG111	-0.013225	-0.317437	0.000000	0.000000	0.000000	0.000000
7	AG111	-0.044959	-0.351102	0.000000	0.000000	0.000000	0.000000
8	AG111	0.035004	-0.538158	0.000000	0.000000	0.000000	0.000000
9	AG111	-0.056787	-0.023799	0.000000	0.000000	0.000000	0.000000
10	AG111	0.022414	-0.618203	0.000000	0.000000	0.000000	0.000000
1	AG112	0.194442	0.210419	0.000000	0.000000	0.000000	0.000000
2	AG112	0.151798	0.172784	0.000000	0.000000	0.000000	0.000000
3	AG112	0.101191	0.284353	0.000000	0.000000	0.000000	0.000000
4	AG112	0.147377	0.051005	0.000000	0.000000	0.000000	0.000000
5	AG112	0.160050	0.239780	0.000000	0.000000	0.000000	0.000000
6	AG112	0.135383	0.115703	0.000000	0.000000	0.000000	0.000000
7	AG112	0.141514	0.073047	0.000000	0.000000	0.000000	0.000000
8	AG112	0.124907	0.097734	0.000000	0.000000	0.000000	0.000000
9	AG112	0.142838	-0.015238	0.000000	0.000000	0.000000	0.000000
10	AG112	0.125634	-0.102155	0.000000	0.000000	0.000000	0.000000
1	AG139	-0.003064	-0.275514	0.000000	0.000000	0.000000	0.000000
2	AG139	-0.041950	0.107313	0.000000	0.000000	0.000000	0.000000
3	AG139	-0.052758	0.029230	0.000000	0.000000	0.000000	0.000000
4	AG139	-0.089534	0.067256	0.000000	0.000000	0.000000	0.000000
5	AG139	-0.050439	-0.158031	0.000000	0.000000	0.000000	0.000000
6	AG139	-0.060130	0.051362	0.000000	0.000000	0.000000	0.000000
7	AG139	-0.037029	0.025272	0.000000	0.000000	0.000000	0.000000
8	AG139	-0.012473	-0.305363	0.000000	0.000000	0.000000	0.000000
9	AG139	-0.006084	-0.165331	0.000000	0.000000	0.000000	0.000000
10	AG139	-0.074269	-0.062416	0.000000	0.000000	0.000000	0.000000
1	AG142	0.118392	0.469341	0.000000	0.000000	0.000000	0.000000
2	AG142	0.113470	0.091481	0.000000	0.000000	0.000000	0.000000
3	AG142	0.119642	0.329761	0.000000	0.000000	0.000000	0.000000
4	AG142	0.098581	0.202110	0.000000	0.000000	0.000000	0.000000
5	AG142	0.148406	-0.035947	0.000000	0.000000	0.000000	0.000000
6	AG142	0.108278	0.169256	0.000000	0.000000	0.000000	0.000000
7	AG142	0.112621	0.187948	0.000000	0.000000	0.000000	0.000000
8	AG142	0.163824	0.057965	0.000000	0.000000	0.000000	0.000000
9	AG142	0.169162	0.216326	0.000000	0.000000	0.000000	0.000000
10	AG142	0.135399	0.302089	0.000000	0.000000	0.000000	0.000000
1	GD14	0.049866	0.456647	0.000000	0.000000	0.000000	0.000000
2	GD14	0.014185	0.252585	0.000000	0.000000	0.000000	0.000000
3	GD14	0.039204	0.003035	0.000000	0.000000	0.000000	0.000000
4	GD14	0.095621	0.168634	0.000000	0.000000	0.000000	0.000000
5	GD14	0.029415	-0.049877	0.000000	0.000000	0.000000	0.000000
6	GD14	0.122106	-0.015184	0.000000	0.000000	0.000000	0.000000
7	GD14	0.016810	0.198477	0.000000	0.000000	0.000000	0.000000
8	GD14	0.035235	0.156469	0.000000	0.000000	0.000000	0.000000
9	GD14	0.085345	-0.090469	0.000000	0.000000	0.000000	0.000000
10	GD14	0.084063	0.166635	0.000000	0.000000	0.000000	0.000000
1	GD15	-0.069398	-0.323821	0.000000	0.000000	0.000000	0.000000
2	GD15	-0.045916	-0.084402	0.000000	0.000000	0.000000	0.000000
3	GD15	-0.067653	0.084699	0.000000	0.000000	0.000000	0.000000
4	GD15	0.030254	-0.237672	0.000000	0.000000	0.000000	0.000000
5	GD15	0.030958	-0.203413	0.000000	0.000000	0.000000	0.000000
6	GD15	0.015310	-0.198285	0.000000	0.000000	0.000000	0.000000
7	GD15	-0.039337	-0.095044	0.000000	0.000000	0.000000	0.000000
8	GD15	-0.002000	-0.287730	0.000000	0.000000	0.000000	0.000000
9	GD15	0.010471	-0.206466	0.000000	0.000000	0.000000	0.000000
10	GD15	-0.037037	-0.019976	0.000000	0.000000	0.000000	0.000000
1	GD16	-0.166438	-0.005946	0.000000	0.000000	0.000000	0.000000
2	GD16	-0.252263	-0.072870	0.000000	0.000000	0.000000	0.000000
3	GD16	-0.240275	-0.159277	0.000000	0.000000	0.000000	0.000000
4	GD16	-0.222003	-0.208136	0.000000	0.000000	0.000000	0.000000
5	GD16	-0.267578	0.113502	0.000000	0.000000	0.000000	0.000000
6	GD16	-0.250952	-0.278948	0.000000	0.000000	0.000000	0.000000
7	GD16	-0.216821	-0.153489	0.000000	0.000000	0.000000	0.000000
8	GD16	-0.200221	-0.211861	0.000000	0.000000	0.000000	0.000000
9	GD16	-0.208100	-0.150884	0.000000	0.000000	0.000000	0.000000
10	GD16	-0.248285	-0.239076	0.000000	0.000000	0.000000	0.000000
