rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.612279	-0.320565	3.364930	0.000000	0.019729	0.170284
2	AG111	0.620009	-0.462683	3.364930	0.000000	0.035138	0.328167
3	AG111	0.575485	-0.284990	3.364930	0.000000	-0.023079	0.152751
4	AG111	0.584400	-0.619628	3.364930	0.000000	0.003306	0.288878
5	AG111	0.540131	-0.104125	3.364930	0.000000	0.012525	0.152929
6	AG111	0.631429	-0.398896	3.364930	0.000000	-0.023307	0.163381
7	AG111	0.619854	-0.174786	3.364930	0.000000	0.023466	0.177914
8	AG111	0.542771	-0.414590	3.364930	0.000000	-0.024445	0.212271
9	AG111	0.583044	-0.264908	3.364930	0.000000	0.016548	0.154613
10	AG111	0.604938	-0.405993	3.364930	0.000000	-0.008963	0.244164
1	AG112	0.729066	-0.256023	3.364930	0.000000	-0.043482	0.456600
2	AG112	0.817165	-0.288427	3.364930	0.000000	-0.020806	0.368290
3	AG112	0.720069	0.052778	3.364930	0.000000	-0.007150	0.306364
4	AG112	0.750916	0.138296	3.364930	0.000000	-0.045021	0.183462
5	AG112	0.744751	-0.010592	3.364930	0.000000	-0.003157	0.207749
6	AG112	0.790480	-0.108840	3.364930	0.000000	-0.004340	0.414436
7	AG112	0.762710	-0.117933	3.364930	0.000000	-0.022160	0.340757
8	AG112	0.746959	-0.200970	3.364930	0.000000	-0.063851	0.359484
9	AG112	0.723898	0.067229	3.364930	0.000000	0.014504	0.460009
10	AG112	0.726561	-0.235301	3.364930	0.000000	-0.033454	0.364404
1	AG139	0.617758	0.137392	3.364930	0.000000	-0.018022	0.159586
2	AG139	0.636866	0.024760	3.364930	0.000000	-0.009061	0.253413
3	AG139	0.564000	0.014244	3.364930	0.000000	-0.010921	0.192260
4	AG139	0.605537	0.148340	3.364930	0.000000	0.010555	0.210018
5	AG139	0.502753	0.282350	3.364930	0.000000	-0.025967	0.321661
6	AG139	0.588871	0.260906	3.364930	0.000000	-0.000080	0.034344
7	AG139	0.548086	-0.124742	3.364930	0.000000	0.024905	0.401142
8	AG139	0.573527	-0.216254	3.364930	0.000000	-0.007404	0.312398
9	AG139	0.575319	0.132224	3.364930	0.000000	-0.047183	0.184687
10	AG139	0.582842	0.391912	3.364930	0.000000	-0.008814	0.065247
1	AG142	0.756304	0.400439	3.364930	0.000000	0.037324	0.184219
2	AG142	0.803414	0.416283	3.364930	0.000000	0.047123	0.293050
3	AG142	0.724195	0.325602	3.364930	0.000000	-0.000897	0.125142
4	AG142	0.766647	0.721200	3.364930	0.000000	-0.032712	0.168979
5	AG142	0.777127	0.702088	3.364930	0.000000	-0.034319	0.158150
6	AG142	0.775666	0.601561	3.364930	0.000000	-0.002837	0.243046
7	AG142	0.793507	0.079063	3.364930	0.000000	0.014618	0.097674
8	AG142	0.774227	0.706333	3.364930	0.000000	-0.020282	0.194242
9	AG142	0.737784	0.514212	3.364930	0.000000	-0.044278	0.069002
10	AG142	0.777148	0.243999	3.364930	0.000000	-0.001077	0.190789
1	GD14	0.658498	0.230264	3.364930	0.000000	-0.027136	0.373262
2	GD14	0.540870	0.022554	3.364930	0.000000	0.002650	0.537988
3	GD14	0.668018	-0.317098	3.364930	0.000000	-0.038896	0.576466
4	GD14	0.623844	-0.337625	3.364930	0.000000	0.037154	0.647622
5	GD14	0.579342	0.011344	3.364930	0.000000	-0.066355	0.402670
6	GD14	0.620627	-0.051210	3.364930	0.000000	0.011001	0.463638
7	GD14	0.667395	-0.313380	3.364930	0.000000	-0.031102	0.484529
8	GD14	0.634884	0.352684	3.364930	0.000000	0.001550	0.338968
9	GD14	0.638566	0.143399	3.364930	0.000000	0.047207	0.501053
10	GD14	0.679956	-0.147905	3.364930	0.000000	-0.008778	0.390953
1	GD15	0.599439	-0.181222	3.364930	0.000000	0.005848	0.209906
2	GD15	0.608500	-0.151901	3.364930	0.000000	0.047702	0.206146
3	GD15	0.551090	-0.002744	3.364930	0.000000	-0.024865	0.182311
4	GD15	0.591469	-0.386148	3.364930	0.000000	-0.018103	0.308445
5	GD15	0.588868	-0.092783	3.364930	0.000000	-0.023784	0.216035
6	GD15	0.575424	-0.323394	3.364930	0.000000	-0.018533	0.167385
7	GD15	0.657541	-0.001211	3.364930	0.000000	-0.013011	0.222528
8	GD15	0.563544	-0.022271	3.364930	0.000000	-0.014232	0.245404
9	GD15	0.591476	-0.185024	3.364930	0.000000	0.017858	0.316250
10	GD15	0.651799	0.059890	3.364930	0.000000	0.021459	-0.066050
1	GD16	0.365575	-0.171577	3.364930	0.000000	0.022713	0.121932
2	GD16	0.383537	-0.186966	3.364930	0.000000	-0.055050	0.008155
3	GD16	0.361240	-0.002799	3.364930	0.000000	0.026777	0.216179
4	GD16	0.395112	-0.285622	3.364930	0.000000	0.035256	0.338420
5	GD16	0.431668	-0.100128	3.364930	0.000000	0.003223	-0.019151
6	GD16	0.353075	-0.190214	3.364930	0.000000	0.007027	0.120986
7	GD16	0.387859	0.001077	3.364930	0.000000	0.020228	0.352039
8	GD16	0.395302	0.126028	3.364930	0.000000	0.018925	0.055343
9	GD16	0.353241	0.031764	3.364930	0.000000	0.024021	0.280613
10	GD16	0.397473	0.130578	3.364930	0.000000	0.022335	-0.012579
