rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.652850	-0.205718	2.911178	0.000000	-0.097112	-0.204068	22874.179368	24561.736746
2	AG111	0.626366	-0.298661	2.911178	0.000000	-0.070322	-0.204068	22620.397963	26288.394709
3	AG111	0.645633	-0.328060	2.911178	0.000000	-0.183914	-0.204068	22068.710645	24984.638209
4	AG111	0.606994	-0.254808	2.911178	0.000000	-0.090938	-0.204068	24139.263962	25078.740418
5	AG111	0.649495	-0.063498	2.911178	0.000000	0.078609	-0.204068	23096.093675	25412.477448
6	AG111	0.626084	-0.344118	2.911178	0.000000	-0.181503	-0.204068	23403.665798	25412.952740
7	AG111	0.643385	-0.330224	2.911178	0.000000	-0.014274	-0.204068	23367.719011	25878.539593
8	AG111	0.627234	-0.087961	2.911178	0.000000	-0.179353	-0.204068	22873.660056	24301.431706
9	AG111	0.620959	-0.209025	2.911178	0.000000	-0.169716	-0.204068	23755.842108	25563.727776
10	AG111	0.632081	-0.358532	2.911178	0.000000	-0.116807	-0.204068	22863.573701	24917.423799
1	AG112	0.793541	0.334577	2.911178	0.000000	-0.255802	-0.204068	22960.746970	25085.494403
2	AG112	0.793647	0.244612	2.911178	0.000000	-0.220162	-0.204068	23354.603263	24560.835420
3	AG112	0.801607	0.089091	2.911178	0.000000	-0.270141	-0.204068	22931.412733	24785.788838
4	AG112	0.766631	0.110545	2.911178	0.000000	-0.201990	-0.204068	23232.650905	25563.156307
5	AG112	0.795838	-0.290585	2.911178	0.000000	-0.310359	-0.204068	23157.337401	25718.170913
6	AG112	0.722217	0.336998	2.911178	0.000000	-0.259552	-0.204068	23525.180102	24949.843493
7	AG112	0.776128	0.308501	2.911178	0.000000	-0.197148	-0.204068	23526.026212	25667.742758
8	AG112	0.791877	0.097952	2.911178	0.000000	-0.195222	-0.204068	23161.777670	25512.682481
9	AG112	0.787221	-0.061610	2.911178	0.000000	-0.185801	-0.204068	24156.817756	25614.086705
10	AG112	0.751558	-0.094798	2.911178	0.000000	-0.327550	-0.204068	23032.326822	25092.073344
1	AG139	0.561247	0.294360	2.911178	0.000000	-0.120626	-0.204068	23823.748126	24947.621799
2	AG139	0.611134	0.596969	2.911178	0.000000	-0.116819	-0.204068	23919.116193	24698.069522
3	AG139	0.612235	0.168623	2.911178	0.000000	-0.139757	-0.204068	23499.432127	24126.015625
4	AG139	0.589860	0.033328	2.911178	0.000000	-0.121911	-0.204068	23530.471964	26140.790238
5	AG139	0.562364	0.273316	2.911178	0.000000	-0.174225	-0.204068	24045.770293	25662.268935
6	AG139	0.593720	0.063844	2.911178	0.000000	-0.144128	-0.204068	24146.056028	25420.049664
7	AG139	0.581055	0.235228	2.911178	0.000000	-0.166187	-0.204068	23368.127099	25108.417896
8	AG139	0.610908	0.129933	2.911178	0.000000	-0.083409	-0.204068	23236.957975	25731.152839
9	AG139	0.579866	0.264824	2.911178	0.000000	-0.154793	-0.204068	23915.894566	24437.081285
10	AG139	0.593390	0.287761	2.911178	0.000000	-0.189273	-0.204068	23403.923000	25009.057138
1	AG142	0.771791	0.523480	2.911178	0.000000	-0.196626	-0.204068	23168.660616	25772.871327
2	AG142	0.781468	0.736639	2.911178	0.000000	-0.181113	-0.204068	22892.167491	25194.114342
3	AG142	0.776367	0.569309	2.911178	0.000000	-0.212009	-0.204068	24180.978658	24146.495562
4	AG142	0.775762	0.473291	2.911178	0.000000	-0.165462	-0.204068	24506.267412	25128.374580
5	AG142	0.743801	0.057165	2.911178	0.000000	-0.147323	-0.204068	22965.718128	26343.543240
6	AG142	0.725474	0.589455	2.911178	0.000000	-0.215726	-0.204068	23462.696637	25311.191356
7	AG142	0.761821	0.632285	2.911178	0.000000	-0.129277	-0.204068	23816.814704	25463.369317
8	AG142	0.746574	0.647581	2.911178	0.000000	-0.202689	-0.204068	23665.348973	25852.059261
9	AG142	0.800693	0.540223	2.911178	0.000000	-0.188492	-0.204068	24206.006409	25188.734329
10	AG142	0.825714	0.450448	2.911178	0.000000	-0.087578	-0.204068	23526.361754	25730.814922
1	GD14	0.672489	0.056957	2.911178	0.000000	-0.269298	-0.204068	23016.435919	24119.893944
2	GD14	0.651600	0.187345	2.911178	0.000000	-0.311166	-0.204068	23763.155982	24402.342618
3	GD14	0.659515	0.101294	2.911178	0.000000	-0.284992	-0.204068	23897.487682	24786.522127
4	GD14	0.608861	-0.265412	2.911178	0.000000	-0.385252	-0.204068	23684.948337	25182.458815
5	GD14	0.654132	0.231210	2.911178	0.000000	-0.287103	-0.204068	23357.457461	25289.915727
6	GD14	0.670237	0.058031	2.911178	0.000000	-0.271435	-0.204068	24266.427699	26002.584069
7	GD14	0.668951	0.220386	2.911178	0.000000	-0.255829	-0.204068	24042.977072	24820.944625
8	GD14	0.634876	0.223002	2.911178	0.000000	-0.292259	-0.204068	23617.064500	25013.605852
9	GD14	0.669405	-0.205931	2.911178	0.000000	-0.354833	-0.204068	23665.961467	23789.670797
10	GD14	0.638850	-0.046522	2.911178	0.000000	-0.285294	-0.204068	22998.890016	25748.116213
1	GD15	0.633349	0.217929	2.911178	0.000000	-0.165171	-0.204068	24181.261003	24311.307608
2	GD15	0.650898	0.217105	2.911178	0.000000	-0.100996	-0.204068	23699.004722	25089.855634
3	GD15	0.640619	0.067212	2.911178	0.000000	-0.117703	-0.204068	23710.138814	24029.723714
4	GD15	0.654917	0.178436	2.911178	0.000000	-0.151602	-0.204068	22853.803956	24371.623308
5	GD15	0.616940	0.033533	2.911178	0.000000	-0.123393	-0.204068	22770.113866	26285.406054
6	GD15	0.637763	-0.029644	2.911178	0.000000	-0.120192	-0.204068	23007.216791	24134.609876
7	GD15	0.637713	0.020078	2.911178	0.000000	-0.203266	-0.204068	23621.964138	23911.816953
8	GD15	0.569318	0.114748	2.911178	0.000000	-0.106805	-0.204068	23730.357405	25062.872865
9	GD15	0.587886	-0.108023	2.911178	0.000000	-0.154812	-0.204068	23903.095077	25468.636143
10	GD15	0.654523	0.422950	2.911178	0.000000	-0.102614	-0.204068	23233.911976	24212.946881
1	GD16	0.409277	0.016473	2.911178	0.000000	-0.066977	-0.204068	24585.024706	26019.036725
2	GD16	0.423635	0.071017	2.911178	0.000000	-0.100705	-0.204068	23184.147462	25568.817604
3	GD16	0.388050	-0.178969	2.911178	0.000000	-0.106198	-0.204068	23239.323449	25357.491916
4	GD16	0.388286	0.442292	2.911178	0.000000	-0.142197	-0.204068	23233.393262	25877.474909
5	GD16	0.446292	-0.057790	2.911178	0.000000	-0.074340	-0.204068	24134.817736	25217.808892
6	GD16	0.488570	0.091159	2.911178	0.000000	-0.039463	-0.204068	24080.084698	24752.867038
7	GD16	0.389097	0.209791	2.911178	0.000000	-0.111665	-0.204068	23012.371774	25752.217078
8	GD16	0.393092	0.070740	2.911178	0.000000	-0.125483	-0.204068	22760.238856	25165.912880
9	GD16	0.420423	0.074491	2.911178	0.000000	-0.133316	-0.204068	23419.651567	24866.320659
10	GD16	0.435314	0.214320	2.911178	0.000000	-0.078080	-0.204068	22958.660877	24833.392877
