rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.033232	-0.320226	-0.069761	0.020484	0.094044
2	AG111	-0.037384	-0.098647	-0.173961	-0.027035	-0.052571
3	AG111	-0.041856	-0.335383	0.082609	-0.024334	-0.087908
4	AG111	0.026770	-0.246601	-0.013441	0.019818	-0.263110
5	AG111	-0.002686	-0.141887	-0.124275	0.013477	-0.031766
6	AG111	0.021774	-0.311443	-0.101505	0.025231	-0.139665
7	AG111	-0.007633	-0.310549	0.038353	-0.005290	-0.043925
8	AG111	0.063692	-0.720016	-0.073284	0.040021	-0.135635
9	AG111	-0.029800	-0.540312	0.031341	0.008960	0.089555
10	AG111	-0.045346	-0.242691	0.083202	-0.022139	-0.310478
1	AG112	0.187184	-0.176088	0.017672	-0.014669	0.066479
2	AG112	0.141798	0.135050	0.041599	-0.001152	-0.010511
3	AG112	0.133360	0.330365	-0.003592	-0.041832	-0.026685
4	AG112	0.166758	0.008863	0.083983	-0.002079	0.090497
5	AG112	0.111352	0.067862	0.045319	-0.008482	0.044891
6	AG112	0.110904	-0.125458	0.116284	-0.003711	0.193732
7	AG112	0.158876	0.195419	-0.109939	-0.036404	0.052661
8	AG112	0.165082	0.052827	-0.112450	0.011553	0.119978
9	AG112	0.109717	0.194138	0.095420	-0.028062	-0.089227
10	AG112	0.192596	-0.297088	0.122209	-0.038576	0.260860
1	AG139	0.028636	0.064839	-0.019506	0.018145	-0.103747
2	AG139	-0.064093	-0.013590	0.060351	0.008466	-0.049401
3	AG139	-0.059292	0.115536	-0.043749	-0.000198	-0.047375
4	AG139	-0.089221	-0.112308	0.036358	-0.026842	-0.042439
5	AG139	0.016206	-0.114596	0.130680	0.018847	-0.099743
6	AG139	-0.043088	-0.110613	0.011066	-0.012770	-0.160385
7	AG139	-0.097044	-0.123528	0.009618	0.010185	0.025119
8	AG139	-0.018097	0.060846	0.081480	0.009745	-0.073853
9	AG139	-0.008674	0.180784	0.031951	0.027290	-0.149379
10	AG139	-0.035629	0.152210	0.094390	-0.005454	-0.056957
1	AG142	0.120979	0.414567	-0.030315	-0.022294	-0.125809
2	AG142	0.137841	0.538616	-0.024519	-0.032272	-0.092504
3	AG142	0.142169	0.383425	-0.067230	0.005505	-0.021056
4	AG142	0.123548	0.438850	0.081791	-0.015845	-0.060839
5	AG142	0.123715	0.321709	-0.053922	-0.033747	-0.087860
6	AG142	0.159276	0.330615	0.029827	-0.015606	-0.049085
7	AG142	0.111210	0.310686	0.198130	-0.004325	-0.070401
8	AG142	0.124284	0.305428	0.022322	0.009417	0.043098
9	AG142	0.161200	0.289521	-0.038375	0.038900	-0.057148
10	AG142	0.111072	0.302059	-0.022315	-0.002342	-0.039478
1	GD14	0.039558	-0.065983	0.034839	-0.024805	0.172004
2	GD14	0.030479	-0.273245	0.160216	-0.057599	0.119606
3	GD14	0.038489	0.059159	0.081372	0.004337	0.175224
4	GD14	0.001871	-0.300422	0.053002	-0.065866	0.246343
5	GD14	-0.006624	-0.375546	-0.085760	0.001202	0.391415
6	GD14	0.031244	0.175016	-0.039171	-0.009907	0.162792
7	GD14	0.042667	0.031648	-0.018650	0.020235	0.089513
8	GD14	-0.011619	0.014954	0.038144	0.013873	0.324730
9	GD14	-0.008496	-0.270357	0.062515	-0.024996	0.261668
10	GD14	-0.001067	-0.022741	0.117974	0.021305	0.293938
1	GD15	0.015682	0.125425	-0.094713	0.009077	-0.059233
2	GD15	-0.012785	-0.066681	-0.028111	-0.009235	-0.077508
3	GD15	0.019064	-0.307727	0.139547	0.010449	0.023539
4	GD15	0.009089	-0.069021	-0.041874	-0.054216	-0.147732
5	GD15	-0.018478	-0.053902	0.051340	0.006563	-0.057401
6	GD15	-0.021406	0.138754	0.003116	-0.013990	-0.219664
7	GD15	-0.033733	-0.142092	-0.012386	0.012480	-0.103042
8	GD15	0.041744	-0.175646	-0.052591	-0.020806	-0.007011
9	GD15	-0.004051	-0.091468	0.063836	-0.003139	-0.109794
10	GD15	-0.027688	0.001274	0.036486	-0.015169	0.051899
1	GD16	-0.224600	0.133313	0.012342	0.061681	-0.090847
2	GD16	-0.193500	0.142055	0.025991	0.020984	-0.075139
3	GD16	-0.263938	-0.002695	-0.041849	0.005736	-0.091406
4	GD16	-0.238138	0.079132	-0.001459	0.002527	-0.049138
5	GD16	-0.241531	0.044703	-0.061206	0.027353	-0.011415
6	GD16	-0.227611	-0.003543	0.026815	0.015043	-0.093926
7	GD16	-0.222458	-0.250481	0.026981	0.010267	-0.043727
8	GD16	-0.211951	0.112397	-0.016127	0.040257	-0.034317
9	GD16	-0.263093	-0.116088	0.018929	0.013023	0.091269
10	GD16	-0.210925	0.136195	-0.001225	0.023450	-0.089131
