rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.580398	0.264710	3.612448	4.444085	0.370501
2	AG111	0.576246	0.330370	3.508247	4.237846	0.223886
3	AG111	0.571774	0.260728	3.764818	4.249311	0.188550
4	AG111	0.640400	0.284935	3.668767	4.441129	0.013347
5	AG111	0.610944	0.316389	3.557934	4.413055	0.244691
6	AG111	0.635404	0.267045	3.580703	4.465235	0.136792
7	AG111	0.605997	0.267284	3.720562	4.331010	0.232532
8	AG111	0.677322	0.177478	3.608925	4.531763	0.140822
9	AG111	0.583830	0.212416	3.713550	4.393169	0.366012
10	AG111	0.568284	0.286051	3.765411	4.258645	-0.034021
1	AG112	0.800814	0.305752	3.699881	4.290577	0.342936
2	AG112	0.755429	0.417344	3.723807	4.348968	0.265946
3	AG112	0.746991	0.507363	3.678617	4.175602	0.249772
4	AG112	0.780389	0.367868	3.766191	4.344938	0.366954
5	AG112	0.724982	0.390225	3.727528	4.317204	0.321348
6	AG112	0.724535	0.321630	3.798493	4.337853	0.470190
7	AG112	0.772506	0.443315	3.572269	4.198329	0.329118
8	AG112	0.778712	0.384402	3.569758	4.404574	0.396435
9	AG112	0.723348	0.442747	3.777629	4.233499	0.187230
10	AG112	0.806226	0.270906	3.804418	4.189220	0.537317
1	AG139	0.642267	0.389047	3.662702	4.433707	0.172710
2	AG139	0.549538	0.359700	3.742560	4.390997	0.227056
3	AG139	0.554339	0.409279	3.638460	4.353119	0.229083
4	AG139	0.524410	0.325888	3.718567	4.238665	0.234018
5	AG139	0.629836	0.325143	3.812888	4.436818	0.176714
6	AG139	0.570543	0.326441	3.693275	4.298734	0.116072
7	AG139	0.516587	0.322252	3.691826	4.398553	0.301576
8	AG139	0.595533	0.387497	3.763688	4.396617	0.202604
9	AG139	0.604956	0.436874	3.714159	4.474436	0.127078
10	AG139	0.578001	0.424567	3.776598	4.330297	0.219500
1	AG142	0.734609	0.551934	3.651894	4.257987	0.150648
2	AG142	0.751472	0.624828	3.657689	4.215714	0.183953
3	AG142	0.755800	0.535010	3.614978	4.378017	0.255401
4	AG142	0.737179	0.565500	3.763999	4.285534	0.215619
5	AG142	0.737346	0.502990	3.628287	4.209498	0.188597
6	AG142	0.772907	0.507490	3.712036	4.286560	0.227372
7	AG142	0.724841	0.497476	3.880339	4.335190	0.206057
8	AG142	0.737915	0.494867	3.704531	4.395177	0.319555
9	AG142	0.774830	0.487058	3.643833	4.526686	0.219309
10	AG142	0.724702	0.493203	3.659894	4.343794	0.236979
1	GD14	0.653188	0.341340	3.717047	4.247307	0.448461
2	GD14	0.644110	0.277443	3.842425	4.110280	0.396063
3	GD14	0.652120	0.386843	3.763580	4.372906	0.451682
4	GD14	0.615501	0.270005	3.735211	4.076442	0.522801
5	GD14	0.607007	0.250464	3.596448	4.359217	0.667872
6	GD14	0.644874	0.434362	3.643037	4.311060	0.439249
7	GD14	0.656297	0.376346	3.663559	4.442980	0.365970
8	GD14	0.602011	0.370116	3.720353	4.414803	0.601187
9	GD14	0.605134	0.278246	3.744724	4.246497	0.538125
10	GD14	0.612563	0.356424	3.800183	4.447738	0.570395
1	GD15	0.629312	0.413346	3.587496	4.393682	0.217224
2	GD15	0.600845	0.341101	3.654097	4.313957	0.198949
3	GD15	0.632695	0.268039	3.821756	4.399711	0.299996
4	GD15	0.622720	0.340304	3.640334	4.124208	0.128725
5	GD15	0.595153	0.345488	3.733548	4.382648	0.219056
6	GD15	0.592225	0.418893	3.685325	4.293494	0.056793
7	GD15	0.579897	0.316325	3.669822	4.408658	0.173415
8	GD15	0.655375	0.305887	3.629617	4.264328	0.269446
9	GD15	0.609579	0.332750	3.746045	4.340334	0.166663
10	GD15	0.585943	0.365087	3.718695	4.288432	0.328356
1	GD16	0.389030	0.416620	3.694551	4.630992	0.185611
2	GD16	0.420131	0.420278	3.708200	4.446309	0.201318
3	GD16	0.349692	0.363641	3.640359	4.379025	0.185051
4	GD16	0.375492	0.394647	3.680750	4.364997	0.227319
5	GD16	0.372099	0.381291	3.621002	4.474717	0.265043
6	GD16	0.386019	0.363332	3.709024	4.419972	0.182531
7	GD16	0.391172	0.283831	3.709190	4.398912	0.232730
8	GD16	0.401680	0.407996	3.666082	4.532836	0.242140
9	GD16	0.350537	0.324658	3.701138	4.411054	0.367727
10	GD16	0.402705	0.417822	3.680983	4.457289	0.187326
