parameter	value	se_sa	rse_sa
rhoS_pop	0.61350032193500847	0.04646355468558101	7.57351757192772190
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.22712891028704973	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26009033468294451	0.07653069038097197	29.42465758070727944
omega_rhoS	0.11915269426260752	0.03380596228783040	28.37196632190580559
omega_deltaSC	0.24898041606714147	0.14241851486819088	57.20068956338537447
omega_rhoC	0.13304169942689145	0.17913149963584946	134.64312347745158149
omega_deltaCB	0.05763842934726109	0.11071479848267521	192.08503725116906935
omega_rhoB	0.08444849419569481	0.23562884050708896	279.02077207091434730
b1	0.16386380228643621	0.02150091037970749	13.12120802745904946
b2	0.17887893744087827	0.02389833578844058	13.36006135229827230
b3	0.27549220784631623	0.04800224282691778	17.42417442663057159
