rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.001684	-0.275219	0.000000	0.000000	0.077137	0.000000	-0.002358	-0.025754
2	AG111	-0.018166	-0.562736	0.000000	0.000000	0.020821	0.000000	-0.014005	0.005159
3	AG111	-0.018521	-0.158472	0.000000	0.000000	0.057356	0.000000	-0.015273	0.007919
4	AG111	-0.019015	-0.322556	0.000000	0.000000	0.087067	0.000000	-0.009789	-0.034862
5	AG111	-0.034924	-0.285662	0.000000	0.000000	0.021529	0.000000	-0.017557	-0.066577
6	AG111	0.009205	0.073863	0.000000	0.000000	0.145775	0.000000	0.004064	-0.022448
7	AG111	-0.018448	-0.426293	0.000000	0.000000	0.040466	0.000000	-0.001263	-0.060312
8	AG111	-0.027082	-0.561926	0.000000	0.000000	0.034561	0.000000	-0.022423	0.023743
9	AG111	-0.009102	-0.474725	0.000000	0.000000	-0.050911	0.000000	-0.030821	-0.016484
10	AG111	-0.005332	-0.133180	0.000000	0.000000	0.135845	0.000000	-0.008087	0.040031
1	AG112	0.192670	0.198971	0.000000	0.000000	-0.001150	0.000000	0.003483	0.012020
2	AG112	0.173598	0.106346	0.000000	0.000000	-0.047161	0.000000	0.001708	-0.012028
3	AG112	0.160649	-0.122838	0.000000	0.000000	-0.068022	0.000000	-0.003929	-0.006298
4	AG112	0.132481	-0.294542	0.000000	0.000000	-0.108971	0.000000	0.003570	0.033317
5	AG112	0.112672	0.190785	0.000000	0.000000	-0.053924	0.000000	-0.020643	0.052550
6	AG112	0.094701	0.084333	0.000000	0.000000	-0.103365	0.000000	0.025923	-0.004374
7	AG112	0.143334	0.368876	0.000000	0.000000	-0.043750	0.000000	0.023830	-0.021755
8	AG112	0.109573	0.217878	0.000000	0.000000	-0.034303	0.000000	0.014981	-0.003770
9	AG112	0.120026	0.319210	0.000000	0.000000	-0.045650	0.000000	0.010024	-0.058375
10	AG112	0.141666	0.093501	0.000000	0.000000	-0.135560	0.000000	0.005996	0.013932
1	AG139	-0.069306	0.094672	0.000000	0.000000	0.004285	0.000000	0.000594	-0.003522
2	AG139	-0.058651	0.099801	0.000000	0.000000	-0.070738	0.000000	0.006287	-0.033861
3	AG139	-0.029451	-0.341867	0.000000	0.000000	-0.100300	0.000000	0.008027	-0.019201
4	AG139	0.015244	0.198721	0.000000	0.000000	0.011429	0.000000	0.019704	0.007815
5	AG139	-0.057214	0.165136	0.000000	0.000000	0.028191	0.000000	-0.000943	0.036439
6	AG139	-0.028076	0.477847	0.000000	0.000000	0.060775	0.000000	0.021455	-0.021375
7	AG139	-0.029712	0.139559	0.000000	0.000000	0.070658	0.000000	0.043372	0.010540
8	AG139	-0.101130	-0.021610	0.000000	0.000000	-0.012655	0.000000	-0.008296	-0.007421
9	AG139	-0.042323	0.118748	0.000000	0.000000	0.116422	0.000000	-0.007331	0.007999
10	AG139	-0.041372	-0.083628	0.000000	0.000000	0.111559	0.000000	0.018156	0.058675
1	AG142	0.196056	0.422411	0.000000	0.000000	0.082850	0.000000	0.000740	0.005767
2	AG142	0.134740	0.575214	0.000000	0.000000	0.022633	0.000000	0.018690	-0.053715
3	AG142	0.174346	0.341194	0.000000	0.000000	0.057194	0.000000	-0.026619	-0.034679
4	AG142	0.106541	0.227319	0.000000	0.000000	0.027854	0.000000	0.005029	0.078980
5	AG142	0.127054	0.446228	0.000000	0.000000	0.016545	0.000000	-0.007175	-0.014826
6	AG142	0.185394	0.314523	0.000000	0.000000	-0.027107	0.000000	-0.041702	0.004381
7	AG142	0.149107	0.214981	0.000000	0.000000	0.023066	0.000000	-0.022895	-0.006640
8	AG142	0.098424	-0.015372	0.000000	0.000000	-0.001146	0.000000	-0.017119	0.030840
9	AG142	0.181106	0.308729	0.000000	0.000000	0.060516	0.000000	0.000618	0.020046
10	AG142	0.135426	0.202544	0.000000	0.000000	-0.029764	0.000000	0.028914	0.002589
1	GD14	-0.019629	0.145935	0.000000	0.000000	-0.131735	0.000000	-0.004815	-0.002254
2	GD14	0.032295	-0.069775	0.000000	0.000000	-0.146564	0.000000	-0.005664	-0.012660
3	GD14	-0.024836	0.152883	0.000000	0.000000	-0.175835	0.000000	0.014896	0.011139
4	GD14	0.016514	0.175962	0.000000	0.000000	-0.098663	0.000000	0.029856	-0.013645
5	GD14	-0.023339	0.091102	0.000000	0.000000	-0.119668	0.000000	-0.021454	0.021144
6	GD14	0.019709	-0.036083	0.000000	0.000000	-0.145038	0.000000	0.000578	-0.012764
7	GD14	0.001034	0.028968	0.000000	0.000000	-0.200734	0.000000	0.024999	-0.025836
8	GD14	-0.006916	-0.164923	0.000000	0.000000	-0.187942	0.000000	0.012426	0.030065
9	GD14	0.018266	0.000676	0.000000	0.000000	-0.099507	0.000000	-0.022125	-0.006433
10	GD14	0.006123	-0.088703	0.000000	0.000000	-0.152622	0.000000	0.006700	0.034001
1	GD15	-0.053770	0.100608	0.000000	0.000000	-0.021896	0.000000	0.003525	0.005210
2	GD15	-0.007798	-0.037100	0.000000	0.000000	0.078937	0.000000	-0.017397	-0.034523
3	GD15	-0.040980	-0.063117	0.000000	0.000000	0.003110	0.000000	0.025647	0.019511
4	GD15	0.017494	0.090010	0.000000	0.000000	0.068396	0.000000	0.000074	-0.048237
5	GD15	-0.009418	-0.189552	0.000000	0.000000	0.083733	0.000000	0.006838	0.001605
6	GD15	0.015705	0.144603	0.000000	0.000000	0.116455	0.000000	0.010724	-0.014783
7	GD15	-0.059743	0.023359	0.000000	0.000000	0.044321	0.000000	0.032285	-0.020893
8	GD15	0.011170	-0.121032	0.000000	0.000000	0.022097	0.000000	0.008455	0.011051
9	GD15	-0.052173	0.146273	0.000000	0.000000	0.060401	0.000000	-0.000059	0.009993
10	GD15	-0.010902	0.115866	0.000000	0.000000	0.045387	0.000000	-0.012381	-0.014935
1	GD16	-0.277556	-0.118650	0.000000	0.000000	0.041633	0.000000	0.017194	0.043636
