rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.638593	-0.275219	3.562131	0.000000	0.077137	0.237972	23171.359228	23874.570687
2	AG111	0.618743	-0.562736	3.562131	0.000000	0.020821	0.237972	22903.031109	24624.126015
3	AG111	0.618388	-0.158472	3.562131	0.000000	0.057356	0.237972	22874.017071	24692.185103
4	AG111	0.617894	-0.322556	3.562131	0.000000	0.087067	0.237972	22999.796845	23658.098053
5	AG111	0.601985	-0.285662	3.562131	0.000000	0.021529	0.237972	22821.823125	22919.572276
6	AG111	0.646114	0.073863	3.562131	0.000000	0.145775	0.237972	23320.631218	23953.617123
7	AG111	0.618461	-0.426293	3.562131	0.000000	0.040466	0.237972	23196.736327	23063.607776
8	AG111	0.609827	-0.561926	3.562131	0.000000	0.034561	0.237972	22711.060133	25086.018878
9	AG111	0.627807	-0.474725	3.562131	0.000000	-0.050911	0.237972	22521.115135	24096.907446
10	AG111	0.631578	-0.133180	3.562131	0.000000	0.135845	0.237972	23038.990558	25497.957247
1	AG112	0.829579	0.198971	3.562131	0.000000	-0.001150	0.237972	23307.093243	24793.647231
2	AG112	0.810507	0.106346	3.562131	0.000000	-0.047161	0.237972	23265.761502	24204.517567
3	AG112	0.797558	-0.122838	3.562131	0.000000	-0.068022	0.237972	23134.973105	24343.613851
4	AG112	0.769390	-0.294542	3.562131	0.000000	-0.108971	0.237972	23309.124392	25327.335638
5	AG112	0.749581	0.190785	3.562131	0.000000	-0.053924	0.237972	22751.508982	25819.194768
6	AG112	0.731610	0.084333	3.562131	0.000000	-0.103365	0.237972	23836.018664	24390.506348
7	AG112	0.780243	0.368876	3.562131	0.000000	-0.043750	0.237972	23786.173107	23970.227828
8	AG112	0.746482	0.217878	3.562131	0.000000	-0.034303	0.237972	23576.625065	24405.247405
9	AG112	0.756935	0.319210	3.562131	0.000000	-0.045650	0.237972	23460.037074	23108.315273
10	AG112	0.778575	0.093501	3.562131	0.000000	-0.135560	0.237972	23365.730063	24841.095416
1	AG139	0.567603	0.094672	3.562131	0.000000	0.004285	0.237972	23239.846720	24411.301009
2	AG139	0.578258	0.099801	3.562131	0.000000	-0.070738	0.237972	23372.526165	23681.797882
3	AG139	0.607458	-0.341867	3.562131	0.000000	-0.100300	0.237972	23413.228089	24031.523305
4	AG139	0.652153	0.198721	3.562131	0.000000	0.011429	0.237972	23688.235949	24689.605482
