parameter	value	se_sa	rse_sa
rhoS_pop	0.64239990646327572	nan	nan
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.14896699517540135	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.22613542368296830	0.00101600961922098	0.44929255340613267
S0_pop	23568.70506014994680299	1903.58447963850721862	8.07674615461625223
T0_pop	25213.61491657013175427	2022.07513631184542646	8.01977480421880529
omega_S0	0.18394739842384880	0.06654362389873021	36.17535473124844714
omega_T0	0.19435952924510239	0.06140664567222798	31.59435810054337423
b1	0.24393692776677631	0.03348747873257063	13.72792509897779922
b2	0.21781116403930550	0.02891447677909298	13.27502054663973219
b3	0.33038291415919613	0.04751503508865729	14.38180760938563907
