rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.073585	-0.149908	0.000000	-0.107520	-0.095631	0.000000
2	AG111	0.054236	-0.435042	0.000000	-0.095829	0.113994	0.000000
3	AG111	-0.029137	0.017432	0.000000	-0.087934	0.108855	0.000000
4	AG111	0.023825	-0.376665	0.000000	0.096872	0.056652	0.000000
5	AG111	-0.010427	-0.105131	0.000000	-0.047019	-0.000453	0.000000
6	AG111	-0.033826	-0.296080	0.000000	-0.009289	-0.038078	0.000000
7	AG111	-0.046302	-0.245708	0.000000	0.062173	0.097181	0.000000
8	AG111	-0.026319	-0.256602	0.000000	-0.038332	0.086413	0.000000
9	AG111	0.053217	-0.478710	0.000000	-0.062518	0.034999	0.000000
10	AG111	-0.032395	-0.114921	0.000000	-0.055818	0.000370	0.000000
1	AG112	0.139508	-0.138440	0.000000	0.053176	-0.089128	0.000000
2	AG112	0.090790	-0.077221	0.000000	-0.031235	-0.138938	0.000000
3	AG112	0.150299	0.051345	0.000000	-0.004455	-0.087037	0.000000
4	AG112	0.170459	-0.142497	0.000000	-0.118352	-0.104657	0.000000
5	AG112	0.106748	0.182145	0.000000	0.190591	-0.044051	0.000000
6	AG112	0.141917	0.063374	0.000000	0.096645	-0.035073	0.000000
7	AG112	0.112554	0.291164	0.000000	0.173799	0.009261	0.000000
8	AG112	0.141573	-0.020631	0.000000	-0.050787	-0.092215	0.000000
9	AG112	0.076044	-0.165390	0.000000	-0.146854	-0.096275	0.000000
10	AG112	0.158746	0.278456	0.000000	-0.069919	-0.032245	0.000000
1	AG139	-0.053530	0.229448	0.000000	-0.039993	0.067047	0.000000
2	AG139	-0.019412	0.114308	0.000000	0.001308	-0.062599	0.000000
3	AG139	-0.015736	0.176276	0.000000	-0.123994	0.005553	0.000000
4	AG139	-0.006742	0.064735	0.000000	-0.067900	-0.012291	0.000000
5	AG139	-0.003776	0.198866	0.000000	-0.189896	0.088588	0.000000
6	AG139	0.024961	-0.036956	0.000000	0.142622	0.072841	0.000000
7	AG139	-0.045141	0.184610	0.000000	-0.081847	-0.017905	0.000000
8	AG139	-0.025324	-0.160438	0.000000	0.026686	-0.014675	0.000000
9	AG139	-0.044220	0.059143	0.000000	-0.089825	-0.001281	0.000000
10	AG139	-0.016590	0.181205	0.000000	-0.134424	0.018564	0.000000
1	AG142	0.156327	0.215021	0.000000	-0.071164	0.051327	0.000000
2	AG142	0.154679	-0.036985	0.000000	-0.057731	0.016516	0.000000
3	AG142	0.153619	0.315756	0.000000	0.022108	0.097049	0.000000
4	AG142	0.146730	0.480522	0.000000	0.007339	0.057958	0.000000
5	AG142	0.094487	0.280644	0.000000	-0.012405	-0.064368	0.000000
6	AG142	0.147717	0.408517	0.000000	-0.073911	0.081116	0.000000
7	AG142	0.097124	0.254648	0.000000	-0.150711	-0.054710	0.000000
8	AG142	0.178476	0.290699	0.000000	-0.137216	0.097684	0.000000
9	AG142	0.147436	0.354949	0.000000	-0.070226	0.120484	0.000000
10	AG142	0.158516	0.329381	0.000000	0.143107	0.108220	0.000000
1	GD14	0.004027	0.228452	0.000000	0.040810	-0.050029	0.000000
2	GD14	-0.036822	-0.310629	0.000000	0.165068	-0.143194	0.000000
3	GD14	0.061567	0.015436	0.000000	-0.131543	-0.176303	0.000000
4	GD14	0.031626	0.000017	0.000000	0.181240	-0.092452	0.000000
5	GD14	0.022652	0.101427	0.000000	0.032879	-0.108258	0.000000
6	GD14	-0.025617	0.211056	0.000000	0.204047	-0.111116	0.000000
7	GD14	0.032259	-0.277036	0.000000	0.062609	-0.121311	0.000000
8	GD14	0.012607	-0.147403	0.000000	-0.027072	-0.140568	0.000000
9	GD14	-0.046562	0.047249	0.000000	0.051281	-0.089883	0.000000
10	GD14	0.035944	0.070273	0.000000	0.064061	-0.127857	0.000000
1	GD15	0.045573	-0.055669	0.000000	0.031930	0.166566	0.000000
2	GD15	0.039005	-0.076351	0.000000	0.017208	0.033863	0.000000
3	GD15	0.051350	-0.189858	0.000000	-0.111950	0.073911	0.000000
4	GD15	0.015101	-0.162477	0.000000	0.221105	0.084615	0.000000
5	GD15	0.014324	-0.073657	0.000000	-0.016886	0.100360	0.000000
6	GD15	-0.016927	-0.033309	0.000000	-0.033104	0.033936	0.000000
7	GD15	-0.060553	0.092450	0.000000	0.063321	0.089050	0.000000
8	GD15	-0.005918	-0.194472	0.000000	0.007126	0.041110	0.000000
9	GD15	0.007488	-0.069113	0.000000	0.009509	0.003388	0.000000
10	GD15	-0.001113	-0.006313	0.000000	0.215502	0.133624	0.000000
1	GD16	-0.254622	0.058511	0.000000	-0.204850	0.019676	0.000000
2	GD16	-0.219054	-0.233773	0.000000	0.027400	0.007992	0.000000
3	GD16	-0.227920	0.089607	0.000000	-0.069957	0.082832	0.000000
4	GD16	-0.267310	0.142191	0.000000	0.047959	0.077590	0.000000
5	GD16	-0.227503	-0.204256	0.000000	-0.008885	0.044808	0.000000
6	GD16	-0.198548	0.151939	0.000000	-0.104792	0.087069	0.000000
7	GD16	-0.242166	-0.053786	0.000000	-0.049502	0.090058	0.000000
8	GD16	-0.232921	0.081627	0.000000	0.139877	0.061992	0.000000
9	GD16	-0.215960	-0.066803	0.000000	-0.010831	0.041300	0.000000
10	GD16	-0.147765	-0.018628	0.000000	-0.055415	0.095492	0.000000
