rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.539427	-0.149908	3.986622	-0.107520	-0.095631	0.245545
2	AG111	0.667248	-0.435042	3.986622	-0.095829	0.113994	0.245545
3	AG111	0.583874	0.017432	3.986622	-0.087934	0.108855	0.245545
4	AG111	0.636836	-0.376665	3.986622	0.096872	0.056652	0.245545
5	AG111	0.602584	-0.105131	3.986622	-0.047019	-0.000453	0.245545
6	AG111	0.579185	-0.296080	3.986622	-0.009289	-0.038078	0.245545
7	AG111	0.566710	-0.245708	3.986622	0.062173	0.097181	0.245545
8	AG111	0.586692	-0.256602	3.986622	-0.038332	0.086413	0.245545
9	AG111	0.666229	-0.478710	3.986622	-0.062518	0.034999	0.245545
10	AG111	0.580617	-0.114921	3.986622	-0.055818	0.000370	0.245545
1	AG112	0.752519	-0.138440	3.986622	0.053176	-0.089128	0.245545
2	AG112	0.703802	-0.077221	3.986622	-0.031235	-0.138938	0.245545
3	AG112	0.763311	0.051345	3.986622	-0.004455	-0.087037	0.245545
4	AG112	0.783470	-0.142497	3.986622	-0.118352	-0.104657	0.245545
5	AG112	0.719760	0.182145	3.986622	0.190591	-0.044051	0.245545
6	AG112	0.754929	0.063374	3.986622	0.096645	-0.035073	0.245545
7	AG112	0.725565	0.291164	3.986622	0.173799	0.009261	0.245545
8	AG112	0.754584	-0.020631	3.986622	-0.050787	-0.092215	0.245545
9	AG112	0.689056	-0.165390	3.986622	-0.146854	-0.096275	0.245545
10	AG112	0.771758	0.278456	3.986622	-0.069919	-0.032245	0.245545
1	AG139	0.559482	0.229448	3.986622	-0.039993	0.067047	0.245545
2	AG139	0.593600	0.114308	3.986622	0.001308	-0.062599	0.245545
3	AG139	0.597276	0.176276	3.986622	-0.123994	0.005553	0.245545
4	AG139	0.606269	0.064735	3.986622	-0.067900	-0.012291	0.245545
5	AG139	0.609235	0.198866	3.986622	-0.189896	0.088588	0.245545
6	AG139	0.637973	-0.036956	3.986622	0.142622	0.072841	0.245545
7	AG139	0.567871	0.184610	3.986622	-0.081847	-0.017905	0.245545
8	AG139	0.587688	-0.160438	3.986622	0.026686	-0.014675	0.245545
9	AG139	0.568791	0.059143	3.986622	-0.089825	-0.001281	0.245545
10	AG139	0.596421	0.181205	3.986622	-0.134424	0.018564	0.245545
1	AG142	0.769338	0.215021	3.986622	-0.071164	0.051327	0.245545
2	AG142	0.767691	-0.036985	3.986622	-0.057731	0.016516	0.245545
3	AG142	0.766631	0.315756	3.986622	0.022108	0.097049	0.245545
4	AG142	0.759741	0.480522	3.986622	0.007339	0.057958	0.245545
5	AG142	0.707498	0.280644	3.986622	-0.012405	-0.064368	0.245545
6	AG142	0.760728	0.408517	3.986622	-0.073911	0.081116	0.245545
7	AG142	0.710135	0.254648	3.986622	-0.150711	-0.054710	0.245545
8	AG142	0.791488	0.290699	3.986622	-0.137216	0.097684	0.245545
9	AG142	0.760447	0.354949	3.986622	-0.070226	0.120484	0.245545
10	AG142	0.771527	0.329381	3.986622	0.143107	0.108220	0.245545
1	GD14	0.617038	0.228452	3.986622	0.040810	-0.050029	0.245545
2	GD14	0.576189	-0.310629	3.986622	0.165068	-0.143194	0.245545
3	GD14	0.674579	0.015436	3.986622	-0.131543	-0.176303	0.245545
4	GD14	0.644638	0.000017	3.986622	0.181240	-0.092452	0.245545
5	GD14	0.635664	0.101427	3.986622	0.032879	-0.108258	0.245545
6	GD14	0.587395	0.211056	3.986622	0.204047	-0.111116	0.245545
7	GD14	0.645271	-0.277036	3.986622	0.062609	-0.121311	0.245545
8	GD14	0.625618	-0.147403	3.986622	-0.027072	-0.140568	0.245545
9	GD14	0.566450	0.047249	3.986622	0.051281	-0.089883	0.245545
10	GD14	0.648955	0.070273	3.986622	0.064061	-0.127857	0.245545
1	GD15	0.658584	-0.055669	3.986622	0.031930	0.166566	0.245545
2	GD15	0.652016	-0.076351	3.986622	0.017208	0.033863	0.245545
3	GD15	0.664362	-0.189858	3.986622	-0.111950	0.073911	0.245545
4	GD15	0.628113	-0.162477	3.986622	0.221105	0.084615	0.245545
5	GD15	0.627336	-0.073657	3.986622	-0.016886	0.100360	0.245545
6	GD15	0.596085	-0.033309	3.986622	-0.033104	0.033936	0.245545
7	GD15	0.552459	0.092450	3.986622	0.063321	0.089050	0.245545
8	GD15	0.607094	-0.194472	3.986622	0.007126	0.041110	0.245545
9	GD15	0.620500	-0.069113	3.986622	0.009509	0.003388	0.245545
10	GD15	0.611898	-0.006313	3.986622	0.215502	0.133624	0.245545
1	GD16	0.358389	0.058511	3.986622	-0.204850	0.019676	0.245545
2	GD16	0.393957	-0.233773	3.986622	0.027400	0.007992	0.245545
3	GD16	0.385091	0.089607	3.986622	-0.069957	0.082832	0.245545
4	GD16	0.345702	0.142191	3.986622	0.047959	0.077590	0.245545
5	GD16	0.385509	-0.204256	3.986622	-0.008885	0.044808	0.245545
6	GD16	0.414463	0.151939	3.986622	-0.104792	0.087069	0.245545
7	GD16	0.370845	-0.053786	3.986622	-0.049502	0.090058	0.245545
8	GD16	0.380091	0.081627	3.986622	0.139877	0.061992	0.245545
9	GD16	0.397052	-0.066803	3.986622	-0.010831	0.041300	0.245545
10	GD16	0.465247	-0.018628	3.986622	-0.055415	0.095492	0.245545
