rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.653270	-0.419901	3.928524	-0.085252	0.137362	0.257986
2	AG111	0.605042	-0.558393	3.928524	0.041530	-0.001411	0.257986
3	AG111	0.614467	-0.263476	3.928524	-0.095045	0.016223	0.257986
4	AG111	0.608000	-0.198725	3.928524	-0.232318	0.060682	0.257986
5	AG111	0.624872	-0.372266	3.928524	-0.171320	0.050059	0.257986
6	AG111	0.599971	-0.317556	3.928524	0.115897	0.138778	0.257986
7	AG111	0.582644	0.225470	3.928524	0.079214	0.122518	0.257986
8	AG111	0.606828	-0.094837	3.928524	-0.041624	0.043317	0.257986
9	AG111	0.611724	-0.439899	3.928524	0.091930	0.076937	0.257986
10	AG111	0.624666	-0.656316	3.928524	-0.078947	0.102658	0.257986
1	AG112	0.761432	0.161492	3.928524	-0.029728	-0.044427	0.257986
2	AG112	0.723360	0.163922	3.928524	0.105016	-0.069776	0.257986
3	AG112	0.744938	0.093052	3.928524	0.023386	-0.059643	0.257986
4	AG112	0.731183	0.291803	3.928524	0.093791	-0.025632	0.257986
5	AG112	0.735149	0.385538	3.928524	0.072734	0.009167	0.257986
6	AG112	0.755424	0.160276	3.928524	-0.155959	-0.058358	0.257986
7	AG112	0.763903	-0.130899	3.928524	0.019164	-0.104287	0.257986
8	AG112	0.776201	-0.183458	3.928524	0.116349	0.007437	0.257986
9	AG112	0.707936	-0.113060	3.928524	0.182963	-0.014445	0.257986
10	AG112	0.727228	0.106170	3.928524	0.029994	-0.047257	0.257986
1	AG139	0.557095	-0.020121	3.928524	-0.003057	0.011815	0.257986
2	AG139	0.574589	0.162995	3.928524	-0.075349	-0.019597	0.257986
3	AG139	0.602633	-0.273903	3.928524	-0.152322	-0.040695	0.257986
4	AG139	0.575382	-0.124983	3.928524	0.165884	0.047545	0.257986
5	AG139	0.540243	0.106781	3.928524	-0.068204	0.002220	0.257986
6	AG139	0.576047	-0.158683	3.928524	0.077667	0.080048	0.257986
7	AG139	0.548909	0.066052	3.928524	-0.023093	-0.002126	0.257986
8	AG139	0.570172	-0.267568	3.928524	0.157414	0.005913	0.257986
9	AG139	0.590781	-0.007251	3.928524	-0.108965	0.019514	0.257986
10	AG139	0.596791	-0.098150	3.928524	-0.091169	0.046997	0.257986
1	AG142	0.772532	0.320894	3.928524	0.139195	0.054973	0.257986
2	AG142	0.689468	0.276483	3.928524	-0.095380	-0.109115	0.257986
3	AG142	0.738543	0.303121	3.928524	0.149941	-0.009506	0.257986
4	AG142	0.773053	0.697122	3.928524	-0.198044	0.021063	0.257986
5	AG142	0.738084	0.304731	3.928524	0.034212	0.036315	0.257986
6	AG142	0.751302	0.266171	3.928524	-0.075443	-0.008488	0.257986
7	AG142	0.741540	0.254773	3.928524	0.107366	0.109337	0.257986
8	AG142	0.726567	0.222186	3.928524	-0.136721	0.027905	0.257986
9	AG142	0.735073	0.359703	3.928524	-0.176861	-0.084289	0.257986
10	AG142	0.781314	0.251330	3.928524	-0.152599	0.034094	0.257986
1	GD14	0.636183	-0.012173	3.928524	0.106679	-0.104186	0.257986
2	GD14	0.622643	0.240464	3.928524	0.026975	-0.076006	0.257986
3	GD14	0.596589	-0.003890	3.928524	-0.030752	-0.187556	0.257986
4	GD14	0.647029	-0.341101	3.928524	0.045153	-0.111805	0.257986
5	GD14	0.601643	0.203197	3.928524	0.092984	-0.112206	0.257986
6	GD14	0.640701	-0.124988	3.928524	0.077725	-0.082511	0.257986
7	GD14	0.623436	-0.129099	3.928524	0.018623	-0.114094	0.257986
8	GD14	0.668909	0.090252	3.928524	0.054836	-0.052445	0.257986
9	GD14	0.629480	-0.287987	3.928524	-0.153718	-0.207809	0.257986
10	GD14	0.636678	0.115001	3.928524	0.172217	-0.084022	0.257986
1	GD15	0.632858	-0.060975	3.928524	-0.103573	0.155048	0.257986
2	GD15	0.611250	-0.204746	3.928524	-0.033598	0.046809	0.257986
3	GD15	0.630577	-0.155590	3.928524	-0.011977	0.066094	0.257986
4	GD15	0.574237	-0.133604	3.928524	0.116736	0.066550	0.257986
5	GD15	0.609905	0.127785	3.928524	-0.145337	0.079436	0.257986
6	GD15	0.586250	-0.196941	3.928524	0.010297	0.018133	0.257986
7	GD15	0.621488	0.269745	3.928524	0.026359	0.162327	0.257986
8	GD15	0.586003	-0.032790	3.928524	-0.236153	0.001441	0.257986
9	GD15	0.607100	-0.106708	3.928524	-0.037237	0.081692	0.257986
10	GD15	0.562939	-0.274176	3.928524	0.049248	-0.023448	0.257986
1	GD16	0.373685	-0.092695	3.928524	0.001116	0.021849	0.257986
2	GD16	0.351722	0.137941	3.928524	0.052063	0.056694	0.257986
3	GD16	0.386764	0.042515	3.928524	0.032960	0.046465	0.257986
4	GD16	0.390050	-0.061284	3.928524	-0.125813	0.087960	0.257986
5	GD16	0.385611	0.022679	3.928524	-0.361471	-0.039551	0.257986
6	GD16	0.380376	0.102454	3.928524	-0.056088	0.145221	0.257986
7	GD16	0.410903	-0.031266	3.928524	0.231251	0.063996	0.257986
8	GD16	0.440781	0.023421	3.928524	-0.139598	0.073241	0.257986
9	GD16	0.350628	-0.374320	3.928524	-0.303162	0.000221	0.257986
10	GD16	0.346429	-0.153360	3.928524	-0.053818	-0.043200	0.257986
