parameter	value	se_sa	rse_sa
rhoS_pop	0.61299735174071357	0.04606672406438050	7.51499560863777827
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.78874411657937893	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25694901843517232	nan	nan
omega_rhoS	0.11855929281185580	0.03339784819513422	28.16974309060189441
omega_deltaSC	0.25170846107342693	0.15700431516673455	62.37546187250898555
omega_deltaCB	0.08603477390546614	0.03343975280310563	38.86771741836479777
b1	0.16431710935045493	0.02154381545194739	13.11112125639869674
b2	0.17774932513162900	0.02311018558764839	13.00156024251263354
b3	0.27949965062973869	0.05021133551781135	17.96472210418887272
