rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.006645	-0.388532	-0.211437	0.017569	0.092988
2	AG111	-0.002530	-0.622505	-0.075774	-0.003296	-0.021269
3	AG111	-0.002975	-0.180030	0.013564	0.051646	-0.006168
4	AG111	-0.058268	-0.128883	0.101950	0.000205	0.028321
5	AG111	-0.008168	-0.239190	-0.006593	0.061852	-0.034782
6	AG111	-0.026097	-0.610813	-0.096512	0.034882	0.012551
7	AG111	0.010686	-0.415343	-0.082238	0.033551	-0.087457
8	AG111	0.004750	-0.366406	0.217605	0.003246	-0.159010
9	AG111	-0.003902	-0.287942	-0.029285	-0.003252	-0.031814
10	AG111	-0.055844	0.191380	-0.129094	-0.023146	-0.108491
1	AG112	0.130771	-0.197965	-0.043473	-0.029601	0.169800
2	AG112	0.134413	-0.105085	-0.217501	-0.003337	0.115890
3	AG112	0.152160	-0.116756	-0.166983	-0.025695	0.140164
4	AG112	0.161721	0.099906	0.131395	0.008200	-0.053378
5	AG112	0.148160	0.067217	-0.092377	0.021077	0.095464
6	AG112	0.153702	-0.151821	0.083109	-0.002979	-0.026948
7	AG112	0.147723	-0.075243	0.088441	-0.004820	0.114285
8	AG112	0.141162	-0.193752	0.080091	-0.030314	0.143543
9	AG112	0.163572	0.572222	0.022422	0.044201	0.008655
10	AG112	0.132788	-0.030798	-0.269941	0.023968	0.129259
1	AG139	0.041711	0.069265	0.001850	0.024102	-0.147833
2	AG139	-0.024829	-0.119747	-0.025736	0.010802	0.103198
3	AG139	-0.065738	-0.057107	-0.047698	0.018462	0.113079
4	AG139	-0.008357	0.112652	0.151635	0.052421	-0.127553
5	AG139	-0.066689	0.128816	0.027396	0.022946	0.106019
6	AG139	-0.069248	0.315881	-0.159437	0.021569	0.068118
7	AG139	-0.031294	-0.043570	0.018798	-0.017832	-0.086557
8	AG139	-0.011078	0.009240	-0.080847	0.016360	0.038845
9	AG139	-0.044151	-0.208627	0.125622	-0.026140	0.059076
10	AG139	-0.007600	0.078405	-0.257433	-0.014999	0.039011
1	AG142	0.120172	0.251825	-0.087696	-0.018110	-0.025338
2	AG142	0.101240	0.340141	0.061763	0.022951	-0.003671
3	AG142	0.086242	0.109169	0.149191	0.028992	-0.055169
4	AG142	0.113152	0.311199	-0.326445	0.005761	0.073263
5	AG142	0.122803	0.075592	-0.132900	0.017020	0.043689
6	AG142	0.107358	0.738057	-0.113579	-0.024924	-0.040126
7	AG142	0.176549	0.182288	0.068680	-0.007703	-0.074344
8	AG142	0.155959	0.174899	0.205273	0.078396	0.063972
9	AG142	0.162118	0.465375	0.057973	-0.029375	-0.209839
10	AG142	0.100290	0.196347	0.074217	-0.038823	-0.122546
1	GD14	-0.025917	0.156176	0.144360	-0.047899	0.018823
2	GD14	0.002092	-0.042162	0.047822	-0.027134	0.189398
3	GD14	-0.022415	-0.140224	-0.099029	-0.005215	0.331945
4	GD14	0.031183	0.072112	0.109226	-0.045130	0.060411
5	GD14	0.018758	-0.240801	0.225755	-0.042345	0.083814
6	GD14	0.053946	-0.278489	0.319122	-0.027597	0.096755
7	GD14	0.033991	-0.205853	-0.005806	0.017164	0.361178
8	GD14	0.023547	-0.017260	-0.023442	-0.015913	0.066450
9	GD14	0.020408	-0.166229	0.188275	-0.057981	0.080538
10	GD14	0.073730	0.253094	-0.275479	-0.051964	0.150162
1	GD15	0.003854	0.100793	-0.065047	-0.015567	-0.147802
2	GD15	0.002998	0.016763	-0.249654	-0.012985	-0.040274
3	GD15	-0.039884	-0.147492	-0.002949	-0.003713	0.107615
4	GD15	-0.003786	-0.158894	-0.168556	0.023787	0.108030
5	GD15	0.009734	-0.113620	0.094337	-0.005250	-0.088617
6	GD15	0.022657	-0.011990	-0.097655	0.029110	-0.136488
7	GD15	0.027914	-0.300987	-0.063297	-0.011511	0.023267
8	GD15	-0.030050	-0.123912	-0.127842	-0.026047	0.015874
9	GD15	0.049209	-0.143089	-0.106758	-0.017717	-0.137352
10	GD15	-0.021635	-0.129157	0.091790	-0.011977	-0.075749
1	GD16	-0.254775	-0.226674	0.171591	0.016983	-0.089285
2	GD16	-0.267750	-0.200885	0.123466	0.007687	-0.006162
3	GD16	-0.255808	0.026863	-0.151808	0.006449	0.016538
4	GD16	-0.273751	-0.077689	-0.063417	-0.007898	0.064180
5	GD16	-0.234313	0.173050	-0.024203	0.012929	-0.054510
6	GD16	-0.230365	-0.192641	-0.055255	-0.026213	-0.019706
7	GD16	-0.212505	-0.126040	0.223239	0.010776	-0.114054
8	GD16	-0.209426	0.167078	-0.085224	-0.026319	-0.049792
9	GD16	-0.177587	-0.079303	0.014928	0.022487	-0.012046
10	GD16	-0.218505	-0.125808	-0.175897	-0.016961	-0.068617
