rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.002352	-0.375514	0.000000	0.000000	0.080116	0.000000	0.009150	0.018910
2	AG111	-0.011541	-0.356422	0.000000	0.000000	0.001479	0.000000	0.018379	0.025480
3	AG111	0.007098	-0.154319	0.000000	0.000000	0.117058	0.000000	-0.002158	-0.001111
4	AG111	0.045111	-0.410325	0.000000	0.000000	-0.001361	0.000000	0.002603	-0.007720
5	AG111	-0.011856	-0.504923	0.000000	0.000000	0.091315	0.000000	-0.009411	-0.000354
6	AG111	-0.001129	-0.422683	0.000000	0.000000	0.022956	0.000000	-0.004565	0.007183
7	AG111	-0.011600	-0.125690	0.000000	0.000000	0.059716	0.000000	-0.005103	0.022741
8	AG111	-0.000919	-0.323016	0.000000	0.000000	0.061986	0.000000	-0.020956	-0.034526
9	AG111	0.002083	0.222217	0.000000	0.000000	0.086449	0.000000	-0.012860	0.007971
10	AG111	-0.061749	0.064297	0.000000	0.000000	0.071573	0.000000	0.002550	-0.027054
1	AG112	0.128107	-0.234124	0.000000	0.000000	-0.079427	0.000000	-0.019577	-0.022285
2	AG112	0.117825	0.065233	0.000000	0.000000	-0.052676	0.000000	0.021529	0.003840
3	AG112	0.196604	0.063069	0.000000	0.000000	-0.071479	0.000000	0.000941	-0.031970
4	AG112	0.097735	0.039144	0.000000	0.000000	-0.168320	0.000000	0.000027	0.048140
5	AG112	0.137539	0.210981	0.000000	0.000000	-0.058938	0.000000	-0.004579	0.005224
6	AG112	0.097291	0.112329	0.000000	0.000000	-0.040871	0.000000	0.037746	0.008062
7	AG112	0.101119	-0.223097	0.000000	0.000000	-0.065342	0.000000	0.018326	0.015298
8	AG112	0.129721	-0.011352	0.000000	0.000000	-0.085436	0.000000	0.009099	0.044945
9	AG112	0.141571	0.022858	0.000000	0.000000	-0.031059	0.000000	-0.009314	0.009914
10	AG112	0.140628	-0.017172	0.000000	0.000000	0.019619	0.000000	0.006568	0.001430
1	AG139	-0.107108	0.269404	0.000000	0.000000	0.055564	0.000000	-0.002795	0.012976
2	AG139	-0.039644	0.463093	0.000000	0.000000	0.039807	0.000000	-0.025021	-0.010967
3	AG139	-0.005222	0.005176	0.000000	0.000000	-0.047752	0.000000	0.016742	-0.036457
4	AG139	-0.024933	0.017324	0.000000	0.000000	0.033602	0.000000	-0.017735	0.021464
5	AG139	-0.057080	-0.260827	0.000000	0.000000	-0.061695	0.000000	0.014580	-0.015425
6	AG139	-0.072844	0.157900	0.000000	0.000000	0.035261	0.000000	0.022184	-0.019736
7	AG139	-0.006534	-0.251111	0.000000	0.000000	0.046276	0.000000	0.004007	0.054895
8	AG139	0.011250	0.111147	0.000000	0.000000	-0.057531	0.000000	0.009417	-0.013965
9	AG139	-0.015634	0.153523	0.000000	0.000000	0.045730	0.000000	0.011445	-0.020541
10	AG139	-0.027455	0.022225	0.000000	0.000000	0.077633	0.000000	-0.011550	0.037800
1	AG142	0.197199	0.370129	0.000000	0.000000	0.055698	0.000000	-0.002978	0.022096
2	AG142	0.108208	0.382456	0.000000	0.000000	0.036992	0.000000	0.002784	0.016983
3	AG142	0.205231	0.186160	0.000000	0.000000	0.001012	0.000000	0.007066	0.004840
4	AG142	0.071283	0.154284	0.000000	0.000000	-0.064549	0.000000	0.027303	0.055654
