rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.586252	-0.140978	3.110318	0.000000	-0.151806	-0.201754
2	AG111	0.567429	-0.352714	3.110318	0.000000	-0.140003	-0.201754
3	AG111	0.621776	-0.324374	3.110318	0.000000	-0.131216	-0.201754
4	AG111	0.617450	-0.312260	3.110318	0.000000	-0.028672	-0.201754
5	AG111	0.592363	-0.436099	3.110318	0.000000	-0.104968	-0.201754
6	AG111	0.582797	-0.036836	3.110318	0.000000	-0.155304	-0.201754
7	AG111	0.616582	-0.464152	3.110318	0.000000	-0.137645	-0.201754
8	AG111	0.593288	-0.490574	3.110318	0.000000	-0.154781	-0.201754
9	AG111	0.580762	-0.346132	3.110318	0.000000	-0.168388	-0.201754
10	AG111	0.625267	0.070272	3.110318	0.000000	-0.074437	-0.201754
1	AG112	0.700169	0.325551	3.110318	0.000000	-0.244150	-0.201754
2	AG112	0.761353	0.029396	3.110318	0.000000	-0.215076	-0.201754
3	AG112	0.774905	0.108069	3.110318	0.000000	-0.246308	-0.201754
4	AG112	0.788983	0.206628	3.110318	0.000000	-0.299110	-0.201754
5	AG112	0.726217	-0.045883	3.110318	0.000000	-0.288699	-0.201754
6	AG112	0.761421	0.255264	3.110318	0.000000	-0.183905	-0.201754
7	AG112	0.732124	0.178562	3.110318	0.000000	-0.261029	-0.201754
8	AG112	0.752698	-0.082341	3.110318	0.000000	-0.249129	-0.201754
9	AG112	0.763363	0.106546	3.110318	0.000000	-0.238620	-0.201754
10	AG112	0.759896	-0.013422	3.110318	0.000000	-0.277297	-0.201754
1	AG139	0.604770	0.339261	3.110318	0.000000	-0.142381	-0.201754
2	AG139	0.602957	0.033796	3.110318	0.000000	-0.164844	-0.201754
3	AG139	0.552842	-0.037779	3.110318	0.000000	-0.198226	-0.201754
4	AG139	0.610260	0.351145	3.110318	0.000000	-0.089067	-0.201754
5	AG139	0.564961	0.257585	3.110318	0.000000	-0.162892	-0.201754
6	AG139	0.564360	0.216231	3.110318	0.000000	-0.195885	-0.201754
7	AG139	0.655034	0.102533	3.110318	0.000000	-0.171241	-0.201754
8	AG139	0.591109	0.096513	3.110318	0.000000	-0.137559	-0.201754
9	AG139	0.544644	0.239103	3.110318	0.000000	-0.186128	-0.201754
10	AG139	0.568093	0.253181	3.110318	0.000000	-0.166637	-0.201754
1	AG142	0.711923	0.385148	3.110318	0.000000	-0.228470	-0.201754
2	AG142	0.747838	0.534207	3.110318	0.000000	-0.153985	-0.201754
3	AG142	0.760395	0.517005	3.110318	0.000000	-0.196867	-0.201754
4	AG142	0.697009	0.481026	3.110318	0.000000	-0.186470	-0.201754
5	AG142	0.755400	0.326976	3.110318	0.000000	-0.211259	-0.201754
6	AG142	0.738464	0.406329	3.110318	0.000000	-0.164518	-0.201754
7	AG142	0.784377	0.606759	3.110318	0.000000	-0.122300	-0.201754
8	AG142	0.733145	0.479786	3.110318	0.000000	-0.205287	-0.201754
9	AG142	0.778719	0.473501	3.110318	0.000000	-0.137204	-0.201754
10	AG142	0.757463	0.629738	3.110318	0.000000	-0.185381	-0.201754
1	GD14	0.613273	0.020602	3.110318	0.000000	-0.216126	-0.201754
2	GD14	0.565453	-0.051490	3.110318	0.000000	-0.319083	-0.201754
3	GD14	0.613702	-0.184827	3.110318	0.000000	-0.292954	-0.201754
4	GD14	0.625266	-0.084914	3.110318	0.000000	-0.286264	-0.201754
5	GD14	0.622050	0.018428	3.110318	0.000000	-0.301785	-0.201754
6	GD14	0.677104	0.055268	3.110318	0.000000	-0.239793	-0.201754
7	GD14	0.617488	0.272831	3.110318	0.000000	-0.267186	-0.201754
8	GD14	0.640620	0.201343	3.110318	0.000000	-0.232937	-0.201754
9	GD14	0.605837	-0.107294	3.110318	0.000000	-0.323469	-0.201754
10	GD14	0.594503	-0.031305	3.110318	0.000000	-0.297712	-0.201754
1	GD15	0.628982	0.115029	3.110318	0.000000	-0.125930	-0.201754
2	GD15	0.566152	-0.165040	3.110318	0.000000	-0.199052	-0.201754
3	GD15	0.627168	0.100683	3.110318	0.000000	-0.159456	-0.201754
4	GD15	0.581890	-0.048617	3.110318	0.000000	-0.167833	-0.201754
5	GD15	0.590440	-0.095158	3.110318	0.000000	-0.173793	-0.201754
6	GD15	0.600975	0.051677	3.110318	0.000000	-0.168242	-0.201754
7	GD15	0.594045	-0.081283	3.110318	0.000000	-0.128033	-0.201754
8	GD15	0.581574	-0.043677	3.110318	0.000000	-0.158503	-0.201754
9	GD15	0.592296	0.031585	3.110318	0.000000	-0.163794	-0.201754
10	GD15	0.655895	-0.020119	3.110318	0.000000	-0.159723	-0.201754
1	GD16	0.363061	-0.131615	3.110318	0.000000	-0.111636	-0.201754
2	GD16	0.394984	0.156562	3.110318	0.000000	-0.107940	-0.201754
3	GD16	0.392533	0.083462	3.110318	0.000000	-0.142521	-0.201754
4	GD16	0.361449	0.030194	3.110318	0.000000	-0.148902	-0.201754
5	GD16	0.343833	-0.001533	3.110318	0.000000	-0.100603	-0.201754
6	GD16	0.379617	0.160285	3.110318	0.000000	-0.110085	-0.201754
7	GD16	0.349462	-0.035059	3.110318	0.000000	-0.119549	-0.201754
8	GD16	0.384538	0.162019	3.110318	0.000000	-0.087813	-0.201754
9	GD16	0.393293	0.045236	3.110318	0.000000	-0.135079	-0.201754
10	GD16	0.373137	0.317818	3.110318	0.000000	-0.104899	-0.201754
