parameter	value	se_sa	rse_sa
rhoS_pop	0.62797041590803293	0.04771412252460483	7.59814814772940306
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.03795036175230138	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.27728084164240019	nan	nan
omega_rhoS	0.12147445879802812	0.03472050513646201	28.58255593810937611
omega_deltaSC	0.04076089991934932	0.05684022673935697	139.44791908869203212
b1	0.16842858367159774	0.02339113881727588	13.88786766911485415
b2	0.57364054891696936	0.07641153125561030	13.32045501313930913
b3	0.99852241290627619	0.13824824535626218	13.84528214583386685
