rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.046966	-1.774942	0.000000	2.465506	1.982309	0.000000
2	AG111	-0.013937	-1.649149	0.000000	2.227936	1.818831	0.000000
3	AG111	-0.021893	-0.523152	0.000000	1.194450	1.287583	0.000000
4	AG111	0.029009	0.396878	0.000000	1.109150	1.185104	0.000000
5	AG111	-0.034928	-1.105599	0.000000	0.776479	0.613984	0.000000
6	AG111	0.019040	0.246760	0.000000	0.747440	0.498564	0.000000
7	AG111	0.020345	-0.207992	0.000000	0.696708	0.729269	0.000000
8	AG111	-0.014482	-0.481827	0.000000	0.842542	0.867356	0.000000
9	AG111	-0.088958	-0.563242	0.000000	0.799248	0.873933	0.000000
10	AG111	-0.029088	-0.362194	0.000000	1.141745	1.264199	0.000000
1	AG112	0.111047	-0.802388	0.000000	2.301694	1.777093	0.000000
2	AG112	0.130496	-1.188734	0.000000	1.825287	1.509266	0.000000
3	AG112	0.152837	-0.916270	0.000000	1.679569	1.433784	0.000000
4	AG112	0.119731	-0.372436	0.000000	2.315560	1.822932	0.000000
5	AG112	0.100095	0.006434	0.000000	1.346305	1.260986	0.000000
6	AG112	0.105829	-0.162166	0.000000	1.554724	1.381024	0.000000
7	AG112	0.100238	-0.309442	0.000000	1.636641	1.428543	0.000000
8	AG112	0.116308	-0.390363	0.000000	1.644494	1.445064	0.000000
9	AG112	0.128957	-0.571560	0.000000	1.707236	1.499567	0.000000
10	AG112	0.148182	-0.779932	0.000000	1.474307	1.275872	0.000000
1	AG139	-0.060840	-0.458111	0.000000	1.481740	1.463843	0.000000
2	AG139	-0.079826	-0.590591	0.000000	1.653014	1.499075	0.000000
3	AG139	-0.035878	-0.502650	0.000000	2.108756	1.843164	0.000000
4	AG139	-0.027348	-1.331141	0.000000	1.974747	1.778016	0.000000
5	AG139	-0.039538	-1.374419	0.000000	2.218869	1.835144	0.000000
6	AG139	-0.019355	0.377411	0.000000	1.337981	1.376018	0.000000
7	AG139	-0.060399	-0.281603	0.000000	2.772435	2.057286	0.000000
8	AG139	-0.033005	-0.186128	0.000000	1.118956	1.157159	0.000000
9	AG139	-0.084711	-0.887582	0.000000	2.067118	1.761999	0.000000
10	AG139	-0.007360	-0.538651	0.000000	1.850188	1.694729	0.000000
1	AG142	0.175354	-0.291700	0.000000	2.306928	1.871729	0.000000
2	AG142	0.127175	-0.774571	0.000000	2.814914	2.051424	0.000000
3	AG142	0.169444	1.168720	0.000000	1.719543	1.532132	0.000000
4	AG142	0.109919	0.235980	0.000000	1.627628	1.507667	0.000000
5	AG142	0.183423	-0.101937	0.000000	1.635830	1.510504	0.000000
6	AG142	0.087280	-0.501556	0.000000	2.314144	1.808176	0.000000
7	AG142	0.174535	0.366147	0.000000	2.062195	1.693940	0.000000
8	AG142	0.121234	-0.071855	0.000000	1.225470	1.103817	0.000000
9	AG142	0.147835	-0.347415	0.000000	1.734194	1.510929	0.000000
10	AG142	0.106854	0.060739	0.000000	1.388883	1.336688	0.000000
1	GD14	-0.005872	-0.929916	0.000000	1.361817	1.146980	0.000000
2	GD14	0.042765	-0.217417	0.000000	1.588055	1.386690	0.000000
3	GD14	-0.010679	-0.855561	0.000000	1.430310	1.134139	0.000000
4	GD14	0.101415	-0.928938	0.000000	1.726463	1.466269	0.000000
5	GD14	0.049154	0.303849	0.000000	1.247853	1.107965	0.000000
6	GD14	0.078701	-0.905524	0.000000	1.719380	1.453196	0.000000
7	GD14	0.010327	-0.182163	0.000000	1.277296	1.149320	0.000000
8	GD14	-0.013321	-0.810304	0.000000	1.528366	1.262104	0.000000
9	GD14	0.017301	-1.063145	0.000000	1.721251	1.447751	0.000000
10	GD14	0.039320	-0.677728	0.000000	1.345221	1.104614	0.000000
1	GD15	-0.000352	-1.293759	0.000000	1.858205	1.679967	0.000000
2	GD15	0.024899	-0.738839	0.000000	1.599282	1.572539	0.000000
3	GD15	0.007806	-1.140142	0.000000	2.341587	1.992517	0.000000
4	GD15	0.015359	-0.449528	0.000000	1.052850	1.051555	0.000000
5	GD15	-0.016136	-0.383716	0.000000	1.220431	1.253837	0.000000
6	GD15	0.024297	-0.820276	0.000000	1.523480	1.488713	0.000000
7	GD15	-0.019706	-1.038455	0.000000	1.979917	1.716124	0.000000
8	GD15	0.036333	-0.524672	0.000000	1.162089	1.268948	0.000000
9	GD15	-0.027795	-0.315399	0.000000	0.947555	0.958205	0.000000
10	GD15	-0.005959	-0.461208	0.000000	1.260814	1.288715	0.000000
1	GD16	-0.273610	-0.323005	0.000000	0.891717	1.093918	0.000000
2	GD16	-0.236015	-0.858371	0.000000	1.912281	1.776474	0.000000
3	GD16	-0.210430	-0.785426	0.000000	1.757797	1.703970	0.000000
4	GD16	-0.188492	-0.447458	0.000000	1.348141	1.494562	0.000000
5	GD16	-0.176202	0.055745	0.000000	0.834472	1.013643	0.000000
6	GD16	-0.211081	-1.123815	0.000000	1.816451	1.686895	0.000000
7	GD16	-0.191430	-1.178124	0.000000	2.015635	1.810260	0.000000
8	GD16	-0.179560	-0.822837	0.000000	1.730083	1.696384	0.000000
9	GD16	-0.231347	-0.838036	0.000000	1.345921	1.416935	0.000000
10	GD16	-0.228114	-0.615768	0.000000	1.533724	1.597018	0.000000
