rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.599730	-0.641125	2.718360	0.000000	-0.163054	-0.144803	23148.716455	25348.494102
2	AG111	0.661168	-0.123918	2.718360	0.000000	-0.101489	-0.144803	23177.429707	25384.070212
3	AG111	0.565840	-0.184477	2.718360	0.000000	-0.194813	-0.144803	24283.149155	26036.141220
4	AG111	0.631467	-0.490601	2.718360	0.000000	-0.226000	-0.144803	23335.599183	24802.937908
5	AG111	0.610533	-0.103923	2.718360	0.000000	-0.152928	-0.144803	23380.540127	25866.557269
6	AG111	0.596185	-0.357677	2.718360	0.000000	-0.186030	-0.144803	23445.449705	25941.394616
7	AG111	0.600180	-0.470850	2.718360	0.000000	-0.169595	-0.144803	23161.434613	24326.702790
8	AG111	0.640713	-0.423726	2.718360	0.000000	0.065286	-0.144803	23714.075969	26277.424135
9	AG111	0.633501	-0.381278	2.718360	0.000000	-0.106216	-0.144803	23342.535993	26616.814964
10	AG111	0.646838	0.031227	2.718360	0.000000	-0.183521	-0.144803	23779.851439	25207.321143
1	AG112	0.788251	0.083440	2.718360	0.000000	-0.240232	-0.144803	23292.029186	25462.097517
2	AG112	0.739368	0.196514	2.718360	0.000000	-0.308511	-0.144803	23489.437716	26515.559833
3	AG112	0.789414	0.220647	2.718360	0.000000	-0.209714	-0.144803	22715.330255	26016.997527
4	AG112	0.758509	0.136761	2.718360	0.000000	-0.180367	-0.144803	23826.034630	25288.239069
5	AG112	0.737769	0.061975	2.718360	0.000000	-0.230613	-0.144803	23970.211373	25280.097617
6	AG112	0.759343	0.155779	2.718360	0.000000	-0.273931	-0.144803	22699.189226	25440.940692
7	AG112	0.789408	0.211541	2.718360	0.000000	-0.192095	-0.144803	22981.715462	25192.959528
8	AG112	0.780030	0.247285	2.718360	0.000000	-0.154125	-0.144803	23802.750188	27037.133615
9	AG112	0.738722	0.082198	2.718360	0.000000	-0.286559	-0.144803	23751.537674	25835.553753
10	AG112	0.743170	-0.050004	2.718360	0.000000	-0.293745	-0.144803	23347.046655	25098.718504
1	AG139	0.586673	0.271681	2.718360	0.000000	-0.201314	-0.144803	23061.523549	24510.800308
2	AG139	0.641729	0.231925	2.718360	0.000000	-0.054938	-0.144803	23543.354030	25641.772392
3	AG139	0.629162	-0.050535	2.718360	0.000000	-0.131372	-0.144803	23362.638592	25473.969266
4	AG139	0.611499	0.178533	2.718360	0.000000	-0.172540	-0.144803	22787.129572	25145.419631
5	AG139	0.599408	-0.027058	2.718360	0.000000	-0.148208	-0.144803	23473.676377	25483.495230
6	AG139	0.594722	0.035996	2.718360	0.000000	-0.195563	-0.144803	23689.323537	24869.938057
7	AG139	0.605630	0.595516	2.718360	0.000000	-0.120187	-0.144803	23089.675469	25675.912992
8	AG139	0.627872	0.060413	2.718360	0.000000	-0.010203	-0.144803	23025.987802	26594.499413
9	AG139	0.643272	0.049467	2.718360	0.000000	-0.142068	-0.144803	22929.232708	24817.437968
10	AG139	0.628878	-0.116221	2.718360	0.000000	-0.149143	-0.144803	23295.212821	25391.413585
1	AG142	0.804061	0.301186	2.718360	0.000000	-0.119792	-0.144803	23276.468014	26426.290636
2	AG142	0.775471	0.752077	2.718360	0.000000	-0.207770	-0.144803	23348.283273	25788.388529
3	AG142	0.778204	0.598290	2.718360	0.000000	-0.122340	-0.144803	23580.947046	25508.014540
4	AG142	0.784448	0.276096	2.718360	0.000000	-0.094675	-0.144803	23555.485795	25514.283349
5	AG142	0.794851	0.471196	2.718360	0.000000	-0.124241	-0.144803	22151.471074	25404.925366
6	AG142	0.761967	0.360622	2.718360	0.000000	-0.114800	-0.144803	22221.563528	26218.116732
7	AG142	0.774400	0.360134	2.718360	0.000000	-0.126104	-0.144803	23526.776549	26253.884161
8	AG142	0.748854	0.598321	2.718360	0.000000	-0.164713	-0.144803	23619.877848	25886.721520
9	AG142	0.760030	0.415058	2.718360	0.000000	-0.103349	-0.144803	23436.526654	25776.962538
10	AG142	0.752947	0.627671	2.718360	0.000000	-0.171185	-0.144803	23445.718998	24441.898540
1	GD14	0.590427	-0.180782	2.718360	0.000000	-0.366108	-0.144803	22930.067924	26163.705798
2	GD14	0.610362	0.220533	2.718360	0.000000	-0.302542	-0.144803	23682.552177	25774.552413
3	GD14	0.663596	-0.044285	2.718360	0.000000	-0.314789	-0.144803	23495.770254	25352.925345
4	GD14	0.656023	0.090915	2.718360	0.000000	-0.252788	-0.144803	23431.992013	25978.086922
5	GD14	0.636152	0.081456	2.718360	0.000000	-0.338064	-0.144803	23812.292885	25366.505503
6	GD14	0.650372	0.155197	2.718360	0.000000	-0.344048	-0.144803	22393.450034	24711.115413
7	GD14	0.616431	0.073719	2.718360	0.000000	-0.290844	-0.144803	23046.634865	25825.820307
8	GD14	0.656852	0.160212	2.718360	0.000000	-0.285002	-0.144803	22785.386874	24977.162769
9	GD14	0.699321	0.022134	2.718360	0.000000	-0.307235	-0.144803	22912.548549	24710.043174
10	GD14	0.630347	-0.023307	2.718360	0.000000	-0.344254	-0.144803	23266.604699	24835.937914
1	GD15	0.581733	-0.019023	2.718360	0.000000	-0.218908	-0.144803	23939.633379	24311.980602
2	GD15	0.677947	0.179752	2.718360	0.000000	-0.143082	-0.144803	22781.584814	25025.823362
3	GD15	0.670025	0.059439	2.718360	0.000000	0.018398	-0.144803	23780.240972	27228.880219
4	GD15	0.600707	0.013284	2.718360	0.000000	-0.164490	-0.144803	23197.921956	26470.610541
5	GD15	0.621852	-0.168860	2.718360	0.000000	-0.160518	-0.144803	23251.149492	24883.684347
6	GD15	0.620981	-0.248118	2.718360	0.000000	-0.130832	-0.144803	23378.458988	23561.118552
7	GD15	0.639122	-0.026919	2.718360	0.000000	-0.084019	-0.144803	22802.962590	26463.188363
8	GD15	0.638051	0.274329	2.718360	0.000000	-0.171034	-0.144803	23771.579478	25720.107744
