rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.067762	-0.393249	0.000000	0.000000	0.000000	0.000000
2	AG111	0.012670	-0.551000	0.000000	0.000000	0.000000	0.000000
3	AG111	-0.030584	-0.537316	0.000000	0.000000	0.000000	0.000000
4	AG111	0.023641	-0.159957	0.000000	0.000000	0.000000	0.000000
5	AG111	0.017121	-0.419398	0.000000	0.000000	0.000000	0.000000
6	AG111	0.012170	-0.442039	0.000000	0.000000	0.000000	0.000000
7	AG111	-0.036779	-0.262815	0.000000	0.000000	0.000000	0.000000
8	AG111	-0.057698	-0.452760	0.000000	0.000000	0.000000	0.000000
9	AG111	-0.021526	-0.224932	0.000000	0.000000	0.000000	0.000000
10	AG111	-0.048266	-0.203966	0.000000	0.000000	0.000000	0.000000
1	AG112	0.145754	0.028986	0.000000	0.000000	0.000000	0.000000
2	AG112	0.172308	-0.067971	0.000000	0.000000	0.000000	0.000000
3	AG112	0.134663	-0.052694	0.000000	0.000000	0.000000	0.000000
4	AG112	0.102603	0.076216	0.000000	0.000000	0.000000	0.000000
5	AG112	0.140682	-0.004869	0.000000	0.000000	0.000000	0.000000
6	AG112	0.113508	0.242507	0.000000	0.000000	0.000000	0.000000
7	AG112	0.126049	0.139854	0.000000	0.000000	0.000000	0.000000
8	AG112	0.130162	-0.125984	0.000000	0.000000	0.000000	0.000000
9	AG112	0.135371	0.167569	0.000000	0.000000	0.000000	0.000000
10	AG112	0.149543	0.078568	0.000000	0.000000	0.000000	0.000000
1	AG139	-0.054314	0.106404	0.000000	0.000000	0.000000	0.000000
2	AG139	-0.073106	0.481018	0.000000	0.000000	0.000000	0.000000
3	AG139	-0.044052	0.259629	0.000000	0.000000	0.000000	0.000000
4	AG139	0.005714	-0.072389	0.000000	0.000000	0.000000	0.000000
5	AG139	0.020284	0.047928	0.000000	0.000000	0.000000	0.000000
6	AG139	-0.032128	0.070887	0.000000	0.000000	0.000000	0.000000
7	AG139	-0.102083	0.060382	0.000000	0.000000	0.000000	0.000000
8	AG139	-0.048962	-0.071354	0.000000	0.000000	0.000000	0.000000
9	AG139	-0.050865	-0.149242	0.000000	0.000000	0.000000	0.000000
10	AG139	-0.002523	0.152408	0.000000	0.000000	0.000000	0.000000
1	AG142	0.141796	0.257304	0.000000	0.000000	0.000000	0.000000
2	AG142	0.114084	0.333966	0.000000	0.000000	0.000000	0.000000
3	AG142	0.124551	0.066745	0.000000	0.000000	0.000000	0.000000
4	AG142	0.149536	0.274340	0.000000	0.000000	0.000000	0.000000
5	AG142	0.115965	0.218745	0.000000	0.000000	0.000000	0.000000
6	AG142	0.122104	0.344724	0.000000	0.000000	0.000000	0.000000
7	AG142	0.121378	0.363115	0.000000	0.000000	0.000000	0.000000
8	AG142	0.090495	0.191534	0.000000	0.000000	0.000000	0.000000
9	AG142	0.159745	0.334331	0.000000	0.000000	0.000000	0.000000
10	AG142	0.115856	0.248140	0.000000	0.000000	0.000000	0.000000
1	GD14	0.064256	-0.157332	0.000000	0.000000	0.000000	0.000000
2	GD14	0.079412	0.351104	0.000000	0.000000	0.000000	0.000000
3	GD14	0.053626	-0.027933	0.000000	0.000000	0.000000	0.000000
4	GD14	0.056587	0.190392	0.000000	0.000000	0.000000	0.000000
5	GD14	0.009785	0.342452	0.000000	0.000000	0.000000	0.000000
6	GD14	0.062166	0.391513	0.000000	0.000000	0.000000	0.000000
7	GD14	0.016973	0.330997	0.000000	0.000000	0.000000	0.000000
8	GD14	0.100975	-0.065678	0.000000	0.000000	0.000000	0.000000
9	GD14	0.047016	0.157514	0.000000	0.000000	0.000000	0.000000
10	GD14	0.103419	0.246358	0.000000	0.000000	0.000000	0.000000
1	GD15	0.015680	-0.170345	0.000000	0.000000	0.000000	0.000000
2	GD15	-0.020710	0.164656	0.000000	0.000000	0.000000	0.000000
3	GD15	-0.003020	-0.233194	0.000000	0.000000	0.000000	0.000000
4	GD15	-0.014143	-0.231505	0.000000	0.000000	0.000000	0.000000
5	GD15	-0.017068	-0.286183	0.000000	0.000000	0.000000	0.000000
6	GD15	0.023162	-0.100099	0.000000	0.000000	0.000000	0.000000
7	GD15	-0.028324	-0.085009	0.000000	0.000000	0.000000	0.000000
8	GD15	-0.056484	-0.109277	0.000000	0.000000	0.000000	0.000000
9	GD15	-0.001293	-0.251778	0.000000	0.000000	0.000000	0.000000
10	GD15	-0.065724	0.217329	0.000000	0.000000	0.000000	0.000000
1	GD16	-0.202627	-0.178765	0.000000	0.000000	0.000000	0.000000
2	GD16	-0.236713	-0.255395	0.000000	0.000000	0.000000	0.000000
3	GD16	-0.200222	-0.044512	0.000000	0.000000	0.000000	0.000000
4	GD16	-0.157134	-0.410542	0.000000	0.000000	0.000000	0.000000
5	GD16	-0.273297	-0.076729	0.000000	0.000000	0.000000	0.000000
6	GD16	-0.184094	-0.211983	0.000000	0.000000	0.000000	0.000000
7	GD16	-0.276031	0.038600	0.000000	0.000000	0.000000	0.000000
8	GD16	-0.215003	-0.188768	0.000000	0.000000	0.000000	0.000000
9	GD16	-0.228702	-0.091093	0.000000	0.000000	0.000000	0.000000
10	GD16	-0.194817	-0.227787	0.000000	0.000000	0.000000	0.000000
