rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.588824	-0.027705	2.047120	0.000000	0.000000	-0.280584
2	AG111	0.615148	-0.023739	2.047120	0.000000	0.000000	-0.280584
3	AG111	0.603071	-0.039895	2.047120	0.000000	0.000000	-0.280584
4	AG111	0.580634	0.047099	2.047120	0.000000	0.000000	-0.280584
5	AG111	0.617985	-0.065536	2.047120	0.000000	0.000000	-0.280584
6	AG111	0.597134	0.061613	2.047120	0.000000	0.000000	-0.280584
7	AG111	0.581614	-0.004835	2.047120	0.000000	0.000000	-0.280584
8	AG111	0.545872	-0.033783	2.047120	0.000000	0.000000	-0.280584
9	AG111	0.617747	0.030983	2.047120	0.000000	0.000000	-0.280584
10	AG111	0.595297	0.039576	2.047120	0.000000	0.000000	-0.280584
1	AG112	0.728887	-0.044250	2.047120	0.000000	0.000000	-0.280584
2	AG112	0.767960	-0.034370	2.047120	0.000000	0.000000	-0.280584
3	AG112	0.765724	-0.001671	2.047120	0.000000	0.000000	-0.280584
4	AG112	0.762795	0.045492	2.047120	0.000000	0.000000	-0.280584
5	AG112	0.860934	-0.048484	2.047120	0.000000	0.000000	-0.280584
6	AG112	0.801725	0.021712	2.047120	0.000000	0.000000	-0.280584
7	AG112	0.739219	0.040390	2.047120	0.000000	0.000000	-0.280584
8	AG112	0.781687	0.029850	2.047120	0.000000	0.000000	-0.280584
9	AG112	0.708576	-0.021938	2.047120	0.000000	0.000000	-0.280584
10	AG112	0.773048	0.024852	2.047120	0.000000	0.000000	-0.280584
1	AG139	0.582757	-0.010538	2.047120	0.000000	0.000000	-0.280584
2	AG139	0.637706	-0.022535	2.047120	0.000000	0.000000	-0.280584
3	AG139	0.583064	0.011977	2.047120	0.000000	0.000000	-0.280584
4	AG139	0.532700	0.013086	2.047120	0.000000	0.000000	-0.280584
5	AG139	0.562592	0.017314	2.047120	0.000000	0.000000	-0.280584
6	AG139	0.583570	-0.078974	2.047120	0.000000	0.000000	-0.280584
7	AG139	0.585773	0.022942	2.047120	0.000000	0.000000	-0.280584
8	AG139	0.652591	-0.023347	2.047120	0.000000	0.000000	-0.280584
9	AG139	0.575654	-0.041453	2.047120	0.000000	0.000000	-0.280584
10	AG139	0.610921	-0.061506	2.047120	0.000000	0.000000	-0.280584
1	AG142	0.722198	-0.020254	2.047120	0.000000	0.000000	-0.280584
2	AG142	0.748317	-0.018167	2.047120	0.000000	0.000000	-0.280584
3	AG142	0.799822	0.004148	2.047120	0.000000	0.000000	-0.280584
4	AG142	0.801898	0.051394	2.047120	0.000000	0.000000	-0.280584
5	AG142	0.725509	-0.040860	2.047120	0.000000	0.000000	-0.280584
6	AG142	0.783730	0.004365	2.047120	0.000000	0.000000	-0.280584
7	AG142	0.762344	-0.003742	2.047120	0.000000	0.000000	-0.280584
8	AG142	0.713436	-0.000167	2.047120	0.000000	0.000000	-0.280584
9	AG142	0.747010	-0.008130	2.047120	0.000000	0.000000	-0.280584
10	AG142	0.750946	0.007435	2.047120	0.000000	0.000000	-0.280584
1	GD14	0.689245	0.031036	2.047120	0.000000	0.000000	-0.280584
2	GD14	0.721815	0.030570	2.047120	0.000000	0.000000	-0.280584
3	GD14	0.702475	0.004203	2.047120	0.000000	0.000000	-0.280584
4	GD14	0.699122	0.025880	2.047120	0.000000	0.000000	-0.280584
5	GD14	0.662446	0.008608	2.047120	0.000000	0.000000	-0.280584
6	GD14	0.621117	-0.048532	2.047120	0.000000	0.000000	-0.280584
7	GD14	0.674858	0.015092	2.047120	0.000000	0.000000	-0.280584
8	GD14	0.610037	-0.005857	2.047120	0.000000	0.000000	-0.280584
9	GD14	0.661769	0.011055	2.047120	0.000000	0.000000	-0.280584
10	GD14	0.656644	0.037753	2.047120	0.000000	0.000000	-0.280584
1	GD15	0.612413	0.028377	2.047120	0.000000	0.000000	-0.280584
2	GD15	0.639951	0.009048	2.047120	0.000000	0.000000	-0.280584
3	GD15	0.638498	0.013057	2.047120	0.000000	0.000000	-0.280584
4	GD15	0.579657	0.007328	2.047120	0.000000	0.000000	-0.280584
5	GD15	0.649307	0.048031	2.047120	0.000000	0.000000	-0.280584
6	GD15	0.584237	0.060502	2.047120	0.000000	0.000000	-0.280584
7	GD15	0.579145	-0.017930	2.047120	0.000000	0.000000	-0.280584
8	GD15	0.634149	-0.002625	2.047120	0.000000	0.000000	-0.280584
9	GD15	0.621127	-0.033083	2.047120	0.000000	0.000000	-0.280584
10	GD15	0.636649	-0.003229	2.047120	0.000000	0.000000	-0.280584
1	GD16	0.378122	-0.014545	2.047120	0.000000	0.000000	-0.280584
2	GD16	0.381430	0.026775	2.047120	0.000000	0.000000	-0.280584
3	GD16	0.365798	0.010758	2.047120	0.000000	0.000000	-0.280584
4	GD16	0.394932	0.112057	2.047120	0.000000	0.000000	-0.280584
5	GD16	0.411556	-0.055114	2.047120	0.000000	0.000000	-0.280584
6	GD16	0.349148	0.007265	2.047120	0.000000	0.000000	-0.280584
7	GD16	0.367783	0.024516	2.047120	0.000000	0.000000	-0.280584
8	GD16	0.374331	0.041044	2.047120	0.000000	0.000000	-0.280584
9	GD16	0.413982	0.019813	2.047120	0.000000	0.000000	-0.280584
10	GD16	0.414372	0.004336	2.047120	0.000000	0.000000	-0.280584
