parameter	value	se_sa	rse_sa
rhoS_pop	0.61346658777737972	0.04693663101445392	7.65104929096590158
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.25176591473294119	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26337063187028154	0.25860153761045895	98.18920802750265864
omega_rhoS	0.11892634823454028	0.03374144020200830	28.37171131788660716
omega_deltaSC	0.25988212912538911	0.24606872196070492	94.68474142059247356
omega_rhoC	0.07737020959522693	0.73214163627221862	946.28364082573898486
omega_deltaCB	0.08911654076992524	0.07819285726570163	87.74224918309430166
omega_rhoB	0.03362136598831802	0.30920954232269848	919.68167631896767489
b1	0.16388555269917721	0.02173669442692362	13.26333777988518747
b2	0.17863749718098307	0.02450857686285635	13.71972696081045129
b3	0.27464133182776268	0.06383014055174707	23.24127258157093934
