rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.604287	-2.937814	0.409402	3.018380	4.935348	0.347397
2	AG111	0.639193	-2.891784	0.409402	3.222327	5.120719	0.347397
3	AG111	0.598758	-3.343100	0.409402	4.031181	5.096414	0.347397
4	AG111	0.660027	-0.441276	0.409402	0.538547	2.459744	0.347397
5	AG111	0.615691	-2.718482	0.409402	1.505685	4.120300	0.347397
6	AG111	0.682092	-3.063382	0.409402	4.231303	5.293811	0.347397
7	AG111	0.674511	-2.453613	0.409402	1.235795	4.209456	0.347397
8	AG111	0.612002	-1.707556	0.409402	0.590589	3.393822	0.347397
9	AG111	0.557956	-2.308500	0.409402	1.957643	4.536988	0.347397
10	AG111	0.600004	-2.550485	0.409402	1.417058	4.302309	0.347397
1	AG112	0.756996	-2.251380	0.409402	1.852702	4.099164	0.347397
2	AG112	0.738552	-1.717488	0.409402	1.670623	4.084496	0.347397
3	AG112	0.771385	-1.932211	0.409402	3.009367	4.851312	0.347397
4	AG112	0.756339	-2.287294	0.409402	3.555927	5.019089	0.347397
5	AG112	0.714755	-2.130075	0.409402	2.460339	4.524356	0.347397
6	AG112	0.701875	-1.568291	0.409402	1.818645	4.373767	0.347397
7	AG112	0.706278	-2.130086	0.409402	3.091267	4.875101	0.347397
8	AG112	0.791452	-1.608535	0.409402	1.918589	4.320378	0.347397
9	AG112	0.751388	-2.327617	0.409402	2.949159	4.701775	0.347397
10	AG112	0.721477	-2.015778	0.409402	3.621822	5.063397	0.347397
1	AG139	0.611710	-2.650788	0.409402	4.204354	5.129823	0.347397
2	AG139	0.651919	-0.932142	0.409402	1.369087	4.239157	0.347397
3	AG139	0.612143	-1.225711	0.409402	1.200478	4.035798	0.347397
4	AG139	0.589361	-2.348341	0.409402	3.431606	5.163620	0.347397
5	AG139	0.576432	-1.698938	0.409402	2.704294	4.951499	0.347397
6	AG139	0.599226	-1.181693	0.409402	1.253004	4.055097	0.347397
7	AG139	0.584724	-1.414940	0.409402	1.428981	4.157954	0.347397
8	AG139	0.594007	-1.681408	0.409402	2.010919	4.818880	0.347397
9	AG139	0.533682	-1.873003	0.409402	1.658868	4.425045	0.347397
10	AG139	0.563883	-1.130256	0.409402	1.084406	3.829103	0.347397
1	AG142	0.731689	-2.003443	0.409402	3.162038	4.947374	0.347397
2	AG142	0.740140	-1.643435	0.409402	2.300807	4.680115	0.347397
3	AG142	0.759533	-1.077469	0.409402	1.818286	4.413406	0.347397
4	AG142	0.772686	-1.783385	0.409402	5.968945	5.792052	0.347397
5	AG142	0.757568	-1.204223	0.409402	1.646930	4.248513	0.347397
6	AG142	0.705226	-1.031749	0.409402	1.987942	4.525447	0.347397
7	AG142	0.712211	-1.147816	0.409402	1.685019	4.234921	0.347397
8	AG142	0.751380	-1.508082	0.409402	2.717727	4.925544	0.347397
9	AG142	0.752392	-1.133606	0.409402	1.733012	4.354198	0.347397
10	AG142	0.767433	-1.732635	0.409402	2.373376	4.600509	0.347397
1	GD14	0.602023	-2.190064	0.409402	2.398154	4.440078	0.347397
2	GD14	0.618610	-2.342138	0.409402	2.714711	4.581979	0.347397
3	GD14	0.675121	-2.504837	0.409402	2.794814	4.659918	0.347397
4	GD14	0.640134	-2.286238	0.409402	2.181278	4.312547	0.347397
5	GD14	0.665994	-2.518918	0.409402	1.934855	4.054686	0.347397
6	GD14	0.636561	-1.566876	0.409402	1.437492	3.958424	0.347397
7	GD14	0.562481	-2.382044	0.409402	2.416434	4.364120	0.347397
8	GD14	0.620530	-2.063446	0.409402	1.796547	4.085098	0.347397
9	GD14	0.609682	-2.330669	0.409402	1.939904	4.076204	0.347397
10	GD14	0.634590	-2.473070	0.409402	2.899596	4.690777	0.347397
1	GD15	0.610050	-1.866679	0.409402	1.634856	4.509041	0.347397
2	GD15	0.611340	-0.456286	0.409402	0.752538	3.442042	0.347397
3	GD15	0.645730	-1.360627	0.409402	2.219002	4.779465	0.347397
4	GD15	0.568542	-1.613316	0.409402	1.985223	4.598180	0.347397
5	GD15	0.627513	-1.234686	0.409402	0.813258	3.576414	0.347397
6	GD15	0.613689	-1.963136	0.409402	2.706407	4.738053	0.347397
7	GD15	0.653229	-1.832669	0.409402	2.166035	4.702513	0.347397
8	GD15	0.635242	-1.771249	0.409402	1.778641	4.400255	0.347397
9	GD15	0.618601	-1.656525	0.409402	1.229435	4.266986	0.347397
10	GD15	0.607856	-1.467763	0.409402	1.768921	4.468854	0.347397
1	GD16	0.390979	-1.040919	0.409402	0.881642	4.008344	0.347397
2	GD16	0.413137	-1.977268	0.409402	1.735788	4.588536	0.347397
3	GD16	0.381179	-1.705236	0.409402	1.348522	4.198426	0.347397
4	GD16	0.400143	-0.233665	0.409402	0.489159	3.447429	0.347397
5	GD16	0.364793	-1.707739	0.409402	1.860939	4.715506	0.347397
6	GD16	0.362753	-1.308127	0.409402	0.875198	3.818187	0.347397
7	GD16	0.349511	-1.696903	0.409402	1.416613	4.284556	0.347397
8	GD16	0.360904	-1.933741	0.409402	4.534302	5.551176	0.347397
9	GD16	0.429987	-1.977954	0.409402	1.588023	4.465432	0.347397
10	GD16	0.345073	-1.948795	0.409402	2.202226	4.818527	0.347397
