rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011853	-0.241627
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.187487	-0.276378
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.114951	-0.269397
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082012	-0.049286
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.388385	-0.411006
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003483	-0.227297
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.164179	-0.065488
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.244835	-0.249639
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.152727	0.056848
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094773	-0.183936
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.020936	0.115425
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.220006	0.457082
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018593	-0.019341
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166970	0.056682
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024351	0.276021
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.292473	0.132199
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.321475	-0.086194
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.175758	0.274697
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.143607	0.392219
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.327802	0.524230
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.031597	-0.156176
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.045072	-0.009539
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053339	-0.151651
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.267488	-0.502191
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.393154	-0.165694
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.172415	-0.438918
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.665491	-0.207249
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.150576	-0.107680
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.189935	-0.185029
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.073501	-0.388043
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.184410	-0.142439
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.163032	0.140931
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032128	0.090014
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.640843	0.065192
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.404598	-0.115977
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.320108	-0.045945
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.738783	0.020273
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.404899	0.429063
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065130	0.447224
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.229982	0.200550
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.533411	0.342355
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.322496	0.230753
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027051	0.408463
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032146	0.230910
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.175292	0.349649
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124953	0.492779
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.365018	0.311254
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043780	0.579139
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.249178	0.467057
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130575	0.474503
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.142282	-0.016150
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.140889	-0.165641
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.137477	-0.075610
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.187573	-0.036719
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.160486	0.071146
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075145	-0.066534
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.155255	0.030421
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007926	-0.114200
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.143341	-0.392144
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.051651	-0.131669
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141464	0.052347
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.663841	-0.755004
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107910	-0.522212
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.163117	-0.194081
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.096817	-0.317194
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023933	-0.182045
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113356	-0.438150
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.341452	-0.286164
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.337211	-0.603522
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.329895	-0.130324
