rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	19943.258764	26898.367464
2	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	23181.224545	27443.983168
3	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	21724.551989	26282.888375
4	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	18808.686725	26770.574102
5	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	22990.591264	27141.577094
6	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	19824.407399	26198.839222
7	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	22895.204239	26690.686926
8	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	20299.259885	23711.414427
9	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	21604.375899	26273.951374
10	AG111	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	23003.581319	27827.073097
1	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	29394.551411	37824.415906
2	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	28241.775951	44587.642185
3	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	30857.546179	35265.245986
4	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	30589.105251	38926.908193
5	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	26109.097480	39233.915327
6	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	22529.767269	35088.987572
7	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	27575.332605	44113.570587
8	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	23935.891381	38213.851318
9	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	27741.406022	38383.345103
10	AG112	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	30437.508387	46367.780793
1	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	22343.124176	25027.465324
2	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	22687.462449	32940.104421
3	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	25622.968399	28587.668912
4	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	21090.810996	28157.783531
5	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	22885.609859	30820.986609
6	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	20363.425854	33544.113919
7	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	20416.501653	26217.375210
8	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	24726.756193	30653.164934
9	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	18394.471636	27128.163690
10	AG139	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	20280.527873	22776.766667
1	AG142	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	27196.114358	36796.700186
2	AG142	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	26464.629729	44784.602196
3	AG142	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	29005.884907	47449.138283
4	AG142	0.668814	0.000000	1.856295	0.000000	0.000000	-0.004746	25375.393978	34999.477954
